39.460292820,-8.199531555
39.460361480,-8.199536324
39.462032320,-8.202186584
39.463043210,-8.207136154
39.463218690,-8.208490372
39.463478090,-8.210457802
39.464492800,-8.219664574
39.464515690,-8.219896317
39.464653020,-8.220580101
39.466392520,-8.223187447
39.466392520,-8.223187447
39.468349460,-8.226732254
39.468467710,-8.226840973
39.481090550,-8.226552963
39.480304720,-8.226953506
39.480182650,-8.227033615
39.480182650,-8.227033615
39.479339600,-8.230065346
39.479988100,-8.233028412
39.480712890,-8.235733032
39.492050170,-8.302500725
39.482353210,-8.342914581
39.482353210,-8.342914581
39.482769010,-8.351778030
39.483417510,-8.353487968
39.485008240,-8.357537270
39.489765170,-8.457639694
39.489765170,-8.457639694
39.468563080,-8.518908501
39.466182710,-8.526262283
39.466182710,-8.526262283
39.466182710,-8.526262283
39.464420320,-8.550928116
39.471683500,-8.585978508
39.471389770,-8.588669777
39.471408840,-8.590636253
39.471458440,-8.591208458
39.471614840,-8.592359543
39.471614840,-8.592359543
39.471664430,-8.592642784
39.471775050,-8.593206406
39.471977230,-8.594042778
39.471977230,-8.594042778
39.472053530,-8.594314575
39.472301480,-8.595106125
39.472480770,-8.595629692
39.472862240,-8.596666336
39.473060610,-8.597172737
39.473251340,-8.597677231
39.473644260,-8.598671913
39.474483490,-8.600832939
39.475646970,-8.603891373
39.475646970,-8.603891373
39.475734710,-8.604123116
39.476367950,-8.605736732
39.476638790,-8.606433868
39.476730350,-8.606666565
39.476730350,-8.606666565
39.477188110,-8.607830048
39.477283480,-8.608062744
39.477371220,-8.608295441
39.477546690,-8.608769417
39.477993010,-8.609928131
39.478176120,-8.610397339
39.478355410,-8.610872269
39.478668210,-8.611878395
39.479148860,-8.613942146
39.479362490,-8.615231514
39.479644780,-8.616804123
39.479793550,-8.617834091
39.479793550,-8.617834091
39.479942320,-8.622297287
39.479942320,-8.622297287
39.479938510,-8.622504234
39.479938510,-8.622707367
39.479938510,-8.622905731
39.479938510,-8.622905731
39.479930880,-8.623104095
39.479927060,-8.623301506
39.479923250,-8.623499870
39.479907990,-8.623890877
39.479907990,-8.623890877
39.479858400,-8.624468803
39.479858400,-8.624468803
39.479858400,-8.624468803
39.479858400,-8.624468803
39.479831700,-8.624655724
39.479831700,-8.624655724
39.479343410,-8.626215935
39.478847500,-8.627256393
39.480789180,-8.634613991
39.481479640,-8.635211945
39.482765200,-8.636252403
39.487648010,-8.642692566
39.487907410,-8.643374443
39.490005490,-8.647444725
39.499984740,-8.657158852
39.503929140,-8.664971352
39.503929140,-8.664971352
39.517269130,-8.676804543
39.517444610,-8.676729202
39.517616270,-8.676654816
39.517616270,-8.676654816
39.518321990,-8.676362991
39.518321990,-8.676362991
39.518321990,-8.676362991
39.522655490,-8.675084114
39.528583530,-8.667334557
39.535743710,-8.660474777
39.545398710,-8.661849976
39.554195400,-8.655355453
39.554485320,-8.654919624
39.554485320,-8.654919624
39.554782870,-8.654483795
39.564418790,-8.651187897
39.570079800,-8.652299881
39.571800230,-8.652374268
39.573749540,-8.652707100
39.574172970,-8.652826309
39.581333160,-8.657882690
39.593688960,-8.666975975
39.618812560,-8.688172340
39.619693760,-8.689397812
39.619987490,-8.689826012
39.641502380,-8.699009895
39.641502380,-8.699009895
39.641689300,-8.699007988
39.641689300,-8.699007988
39.658512120,-8.694443703
39.669525150,-8.686348915
39.669525150,-8.686348915
39.684078220,-8.685786247
39.698696140,-8.696032524
39.719974520,-8.714062691
39.739566800,-8.736186981
39.737979890,-8.745326996
39.737979890,-8.745326996
39.737979890,-8.745326996
39.741157530,-8.767498970
39.741157530,-8.767498970
39.743423460,-8.769588470
39.745334630,-8.772178650
39.747062680,-8.775804520
39.746986390,-8.776588440
39.744392400,-8.786751747
39.744392400,-8.786751747
39.741130830,-8.795858383
39.741130830,-8.795858383
39.741119380,-8.795973778
39.741119380,-8.795973778
39.741035460,-8.797938347
39.740093230,-8.799679756
39.740093230,-8.799679756
39.740322110,-8.800760269
39.740322110,-8.800760269
39.739101410,-8.804057121
39.739055630,-8.803986549
