39.459468840,-8.198904991
39.459468840,-8.198904991
39.459465030,-8.198903084
39.459465030,-8.198903084
39.459465030,-8.198903084
39.459465030,-8.198903084
39.459491730,-8.198940277
39.459491730,-8.198940277
39.460224150,-8.199522972
39.460292820,-8.199531555
39.460292820,-8.199531555
39.460361480,-8.199536324
39.460430150,-8.199545860
39.460498810,-8.199555397
39.460498810,-8.199555397
39.460498810,-8.199555397
39.461147310,-8.199761391
39.461154940,-8.199768066
39.461154940,-8.199768066
39.461154940,-8.199768066
39.461177830,-8.199779510
39.461212160,-8.199801445
39.461212160,-8.199801445
39.461791990,-8.200314522
39.461811070,-8.200424194
39.461837770,-8.200746536
39.462116240,-8.202248573
39.462116240,-8.202248573
39.462116240,-8.202248573
39.462116240,-8.202248573
39.462257390,-8.202419281
39.462257390,-8.202419281
39.462295530,-8.202553749
39.462318420,-8.202688217
39.462318420,-8.202688217
39.462287900,-8.202969551
39.462238310,-8.203095436
39.462104800,-8.203337669
39.462905880,-8.206176758
39.463001250,-8.206823349
39.463104250,-8.207588196
39.463150020,-8.207931519
39.463230130,-8.208566666
39.463306430,-8.209118843
39.463401790,-8.209984779
39.463462830,-8.210365295
39.463478090,-8.210457802
39.463493350,-8.210537910
39.463729860,-8.211360931
39.464553830,-8.213752747
39.464714050,-8.214197159
39.464714050,-8.214197159
39.464824680,-8.214305878
39.464862820,-8.215045929
39.464801790,-8.215791702
39.464759830,-8.216290474
39.464618680,-8.217741013
39.464488980,-8.219206810
39.464485170,-8.219431877
39.464515690,-8.219896317
39.464550020,-8.220126152
39.465198520,-8.221846581
39.465198520,-8.221846581
39.466773990,-8.223776817
39.467185970,-8.224690437
39.467296600,-8.224917412
39.467407230,-8.225150108
39.469654080,-8.226516724
39.469654080,-8.226516724
39.481235500,-8.226192474
39.481204990,-8.226321220
39.481090550,-8.226552963
39.480998990,-8.226647377
39.480998990,-8.226647377
39.480182650,-8.227033615
39.480060580,-8.227130890
39.479942320,-8.227252007
39.481033330,-8.237119675
39.481086730,-8.237402916
39.481136320,-8.237689972
39.481182100,-8.237979889
39.481182100,-8.237979889
39.481182100,-8.237979889
39.481224060,-8.238270760
39.481521610,-8.240000725
39.481719970,-8.240863800
39.482921600,-8.244923592
39.485164640,-8.254197121
39.486362460,-8.260478020
39.486362460,-8.260478020
39.486423490,-8.260773659
39.486518860,-8.261361122
39.486553190,-8.261655807
39.486553190,-8.261655807
39.486553190,-8.261655807
39.486602780,-8.262241364
39.486621860,-8.262535095
39.486621860,-8.262535095
39.486629490,-8.262834549
39.486629490,-8.263133049
39.486629490,-8.263133049
39.486621860,-8.263432503
39.486621860,-8.263432503
39.486602780,-8.263735771
39.486583710,-8.264039040
39.486583710,-8.264039040
39.486557010,-8.264340401
39.486557010,-8.264340401
39.486537930,-8.264639854
39.486537930,-8.264639854
39.486518860,-8.264944077
39.486503600,-8.265248299
39.486469270,-8.265866280
39.486286160,-8.272112846
39.486309050,-8.274240494
39.486309050,-8.274543762
39.486309050,-8.274543762
39.486309050,-8.274845123
39.486309050,-8.275147438
39.486324310,-8.276346207
39.486331940,-8.276949883
39.486335750,-8.277250290
39.486339570,-8.277547836
39.486347200,-8.277841568
39.486347200,-8.277841568
39.487087250,-8.282934189
39.487735750,-8.285427094
39.488090520,-8.316889763
39.488090520,-8.316889763
39.487998960,-8.317480087
39.487998960,-8.317480087
39.487552640,-8.319536209
39.487281800,-8.320370674
39.487182620,-8.320644379
39.487182620,-8.320644379
39.487182620,-8.320644379
39.487083440,-8.320913315
39.486980440,-8.321181297
39.486873630,-8.321445465
39.486759190,-8.321703911
39.486759190,-8.321703911
39.486759190,-8.321703911
39.486011510,-8.323244095
39.485881810,-8.323505402
39.485881810,-8.323505402
39.485881810,-8.323505402
39.485759740,-8.323766708
39.485534670,-8.324299812
39.484901430,-8.326277733
39.484577180,-8.327740669
39.484577180,-8.327740669
39.482353210,-8.342914581
39.482131960,-8.344074249
39.485610960,-8.378010750
39.485610960,-8.378010750
39.485664370,-8.378298759
39.485717770,-8.378587723
39.485717770,-8.378587723
39.485939030,-8.408955574
39.489646910,-8.453942299
39.489685060,-8.454236031
39.489685060,-8.454236031
39.489723210,-8.454532623
39.489723210,-8.454532623
39.489757540,-8.454827309
39.489765170,-8.457639694
39.489765170,-8.457639694
39.487663270,-8.464790344
39.487663270,-8.464790344
39.487583160,-8.465069771
39.487583160,-8.465069771
39.487503050,-8.465353012
39.487422940,-8.465633392
39.487422940,-8.465633392
39.487030030,-8.467075348
39.486801150,-8.467950821
39.486801150,-8.467950821
39.486801150,-8.467950821
39.486724850,-8.468242645
39.486652370,-8.468532562
39.486652370,-8.468532562
39.486576080,-8.468819618
39.486206050,-8.470251083
39.486206050,-8.470251083
39.486061100,-8.470817566
39.486061100,-8.470817566
39.485992430,-8.471095085
39.471210480,-8.495662689
39.471065520,-8.497353554
39.468685150,-8.508344650
39.468631740,-8.508926392
39.468631740,-8.508926392
39.468627930,-8.509222984
39.468627930,-8.509523392
39.468627930,-8.509523392
39.468627930,-8.509523392
39.469345090,-8.516321182
39.468563080,-8.518908501
39.466182710,-8.526262283
39.466056820,-8.526792526
39.464916230,-8.531606674
39.471427920,-8.588118553
39.471382140,-8.590063095
39.471393590,-8.590350151
39.471431730,-8.590924263
39.471492770,-8.591495514
39.471565250,-8.592073441
39.471565250,-8.592073441
39.471664430,-8.592642784
39.471664430,-8.592642784
39.471721650,-8.592924118
39.471721650,-8.592924118
39.471721650,-8.592924118
39.476093290,-8.605049133
39.479148860,-8.613942146
39.479190830,-8.614204407
39.479763030,-8.617570877
39.479942320,-8.622297287
39.479415890,-8.626060486
39.478916170,-8.627117157
39.478778840,-8.627398491
39.478778840,-8.627398491
39.478778840,-8.627398491
39.477909090,-8.629128456
39.480789180,-8.634613991
39.485153200,-8.638410568
39.485324860,-8.638593674
39.488254550,-8.644281387
39.494022370,-8.650678635
39.500064850,-8.657384872
39.503776550,-8.664791107
39.507965090,-8.670877457
39.508209230,-8.671511650
39.508453370,-8.672140121
39.508541110,-8.672348022
39.508541110,-8.672348022
39.517795560,-8.676581383
39.522655490,-8.675084114
39.522655490,-8.675084114
39.556739810,-8.652216911
39.580841060,-8.657380104
39.581169130,-8.657716751
39.581333160,-8.657882690
39.581333160,-8.657882690
39.581493380,-8.658053398
39.581493380,-8.658053398
39.581493380,-8.658053398
39.586006160,-8.661767006
39.614101410,-8.683532715
39.619548800,-8.689185143
39.619693760,-8.689397812
39.619987490,-8.689826012
39.619987490,-8.689826012
39.619987490,-8.689826012
39.620288850,-8.690258026
39.662391660,-8.691452026
39.662391660,-8.691452026
39.662590030,-8.691304207
39.662788390,-8.691163063
39.662788390,-8.691163063
39.662788390,-8.691163063
39.669101720,-8.686565399
39.669101720,-8.686565399
39.669315340,-8.686457634
39.669525150,-8.686348915
39.670829770,-8.685822487
39.671054840,-8.685749054
39.671054840,-8.685749054
39.679954530,-8.683600426
39.680183410,-8.683643341
39.688346860,-8.688966751
39.688552860,-8.689095497
39.688552860,-8.689095497
39.688758850,-8.689227104
39.688961030,-8.689350128
39.688961030,-8.689350128
39.689167020,-8.689472198
39.690193180,-8.690132141
39.690193180,-8.690132141
39.690612790,-8.690415382
39.690822600,-8.690561295
39.691032410,-8.690708160
39.691448210,-8.691010475
39.691654210,-8.691161156
39.693283080,-8.692449570
39.708423610,-8.707812309
39.712818150,-8.710365295
39.714324950,-8.711315155
39.714324950,-8.711315155
39.714759830,-8.711568832
39.714977260,-8.711695671
39.714977260,-8.711695671
39.715412140,-8.711938858
39.715629580,-8.712058067
39.718738560,-8.713562012
39.732017520,-8.725590706
39.732017520,-8.725590706
39.732162480,-8.725834846
39.732307430,-8.726071358
39.733421330,-8.727604866
39.733421330,-8.727604866
39.739418030,-8.735705376
39.738029480,-8.745169640
39.737922670,-8.745491028
39.737922670,-8.745491028
39.739360810,-8.759042740
39.739341740,-8.759349823
39.739341740,-8.759349823
39.739322660,-8.759654999
39.739303590,-8.759959221
39.739303590,-8.759959221
39.739280700,-8.760262489
39.739269260,-8.760570526
39.741928100,-8.768232346
39.744091030,-8.770493507
39.745216370,-8.772044182
39.747013090,-8.776391029
39.747013090,-8.776391029
39.746536250,-8.782241821
39.746536250,-8.782241821
39.746536250,-8.782241821
39.746536250,-8.782241821
39.744720460,-8.785832405
39.742031100,-8.792356491
39.741935730,-8.792453766
39.741485600,-8.793375015
39.741413120,-8.793461800
39.741294860,-8.793798447
39.741172790,-8.795360565
39.741165160,-8.795488358
39.741119380,-8.795973778
39.741111760,-8.796089172
39.741062160,-8.798072815
39.741226200,-8.798834801
39.741275790,-8.798902512
39.741275790,-8.798902512
39.741298680,-8.798971176
39.741298680,-8.798971176
39.741298680,-8.798971176
39.741298680,-8.798971176
39.741310120,-8.799040794
39.741310120,-8.799040794
39.741310120,-8.799040794
39.741176610,-8.799240112
39.740356450,-8.799426079
39.740356450,-8.799426079
39.740356450,-8.799426079
39.740295410,-8.799479485
39.740295410,-8.799479485
39.740142820,-8.799633980
39.740142820,-8.799633980
39.740093230,-8.799679756
39.740093230,-8.799679756
39.740058900,-8.799752235
39.740058900,-8.799752235
39.740058900,-8.799752235
39.740058900,-8.799752235
39.740058900,-8.799844742
39.740142820,-8.800145149
39.740142820,-8.800145149
39.740177150,-8.800256729
39.740432740,-8.801141739
39.740776060,-8.802186012
39.740825650,-8.802258492
39.740863800,-8.802576065
39.740791320,-8.802635193
39.740791320,-8.802635193
39.740711210,-8.802692413
39.740589140,-8.802833557
39.739860530,-8.804484367
39.739860530,-8.804484367
39.739803310,-8.804497719
39.739685060,-8.804477692
39.739101410,-8.804057121
39.738235470,-8.801942825
