accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,weightSum,label
0.5665384432834308,0.6931483659973166,0.41125222530206246,0.663333343953055,0.630161582327219,0.7884615398016878,3.4978733512107283,Normal
0.566231647841105,0.6681175599655672,0.44346340639804543,0.7216666781624249,0.5655296244987102,0.7051282102095522,3.4789429309312254,Normal
0.5088092744601546,0.6474036423154068,0.4255014120408524,0.7250000102299461,0.5547576299306181,0.621794880128764,2.810447365278378,Normal
0.46447263481041506,0.44631161123534546,0.4714476713517461,0.6150000078519939,0.6570915591674048,0.5384615485820186,0.6406326743308455,Normal
0.4063862621350495,0.503380736153441,0.4573527060108292,0.6700000039589843,0.692998202196377,0.4756410327329987,0.9117508232593539,Normal
0.3577490476362885,0.4291812916430558,0.37717621513237765,0.5516666677595515,0.7863554729426279,0.4641025712765207,-0.8722506240010258,Normal
0.3504603663745308,0.48368528153316315,0.4486069466807973,0.6550000007616636,0.8581687627641614,0.4794871813395312,0.3410364463925364,Normal
0.33300973356350794,0.5701562671921457,0.35591988655911416,0.7933333350834576,0.8689407573322538,0.488461538512694,0.4773795828223231,Normal
0.3812829439777608,0.46293048368387496,0.40442988132205904,0.6583333375935462,0.908438065331305,0.49615385136263923,-0.13284786790609343,Normal
0.4030668055382595,0.5048109494006437,0.48227385725236166,0.7466666715274507,0.8940754095567228,0.5256410271654429,1.1256885677576067,Normal
0.4289065008383792,0.4517559603727842,0.41792670867990833,0.6466666732926647,0.7989228027329154,0.6038461574753456,0.07799376547336584,Normal
0.46252933707996,0.47276379348066444,0.47468922212266895,0.5683333384199408,0.7199281877612467,0.6884615421410536,0.9684794917702674,Normal
0.6222519223605832,0.5441558540837569,0.5846953898626548,0.6650000074458229,0.7719928163126848,0.7820512849572294,3.502177022397518,Normal
0.576321372038379,0.701803549888393,0.4992848568536402,0.633333340734655,0.6750448816227884,0.8025641074960903,4.397893376648426,Aggressive
0.6211458907033134,0.7775066635769325,0.6291387158981839,0.6883333393826384,0.7271095129113821,0.7410256472092956,6.605915941298008,Aggressive
0.5894685373316428,0.6758239603782882,0.636784169162349,0.6300000077142615,0.7181328530522683,0.6538461582602725,5.3315602242946625,Aggressive
0.434701322627277,0.6491732914265638,0.5138150345329832,0.6583333396581033,0.6391382421863328,0.5435897454209888,3.2338944375514984,Normal
0.5433791631813544,0.44880388915098174,0.5963085289454705,0.6183333400783274,0.7001795338472571,0.48461538208772154,2.1116141378879547,Normal
0.5183657609022431,0.39135163244830323,0.5368277238740639,0.645000004241476,0.7378815093612686,0.44230768486834254,0.8125492036342621,Normal
0.537896900210564,0.4621176702501161,0.6294945856795278,0.7400000042161676,0.7378815093612686,0.4102564047822237,2.524897024035454,Normal
0.5836419746212522,0.4003284481796908,0.5962778409504548,0.6733333387263103,0.7324955120772226,0.3820512811210775,1.735632449854165,Normal
0.5862038877090108,0.3413712456685667,0.6449858015309299,0.5866666700321057,0.8204667891319447,0.346153852428426,1.474519044626504,Normal
0.6217403607966201,0.32599337189351385,0.5860513553336089,0.5800000090733047,0.919210062636554,0.3243589816571276,0.959793232847005,Normal
0.629622390536637,0.33480679168843863,0.5012521282707219,0.55833334317025,0.8994614082093476,0.4448718013679696,0.37561238603666414,Normal
0.6019764824442511,0.35542182018022755,0.48891274249278244,0.47666667273613955,0.8850987510661878,0.5730769275762743,0.37995949387550343,Normal
0.6713873802250535,0.5510029466206985,0.5680032111975002,0.7116666773543119,0.8922800734791672,0.7205128212498672,3.6729775965213776,Normal
0.576321372038379,0.701803549888393,0.4992848568536402,0.633333340734655,0.6750448816227884,0.8025641074960903,4.397893376648426,Aggressive
0.6211458907033134,0.7775066635769325,0.6291387158981839,0.6883333393826384,0.7271095129113821,0.7410256472092956,6.605915941298008,Aggressive
0.5894685373316428,0.6758239603782882,0.636784169162349,0.6300000077142615,0.7181328530522683,0.6538461582602725,5.3315602242946625,Aggressive
0.434701322627277,0.6491732914265638,0.5138150345329832,0.6583333396581033,0.6391382421863328,0.5435897454209888,3.2338944375514984,Normal
0.5433791631813544,0.44880388915098174,0.5963085289454705,0.6183333400783274,0.7001795338472571,0.48461538208772154,2.1116141378879547,Normal
0.5183657609022431,0.39135163244830323,0.5368277238740639,0.645000004241476,0.7378815093612686,0.44230768486834254,0.8125492036342621,Normal
0.537896900210564,0.4621176702501161,0.6294945856795278,0.7400000042161676,0.7378815093612686,0.4102564047822237,2.524897024035454,Normal
0.5836419746212522,0.4003284481796908,0.5962778409504548,0.6733333387263103,0.7324955120772226,0.3820512811210775,1.735632449854165,Normal
0.5862038877090108,0.3413712456685667,0.6449858015309299,0.5866666700321057,0.8204667891319447,0.346153852428426,1.474519044626504,Normal
0.6217403607966201,0.32599337189351385,0.5860513553336089,0.5800000090733047,0.919210062636554,0.3243589816571276,0.959793232847005,Normal
0.6283660781499512,0.3522950315281815,0.4790619902492663,0.5433333407669899,0.9263913912081339,0.4371794946261807,0.38454382913187135,Normal
0.5550610741071959,0.38194194412905247,0.48901072106538196,0.5016666716595878,0.8563734360955787,0.5397435936382148,0.4681387022137642,Normal
0.4715371765506965,0.5866060835943631,0.4058580473495401,0.6766666717467038,0.7504488360722565,0.6499999996363641,1.7544850707054138,Normal
0.39500219098677153,0.5798243871448375,0.40173357349614885,0.648333334720876,0.5727109503331345,0.7141025676270415,1.2764145955443382,Normal
0.3909635203104129,0.5857157454483798,0.45252631277059185,0.6950000020883713,0.5691202843366222,0.6397435954523949,1.7602110877633093,Normal
0.43384773592765574,0.4857181356264501,0.5136618174712757,0.6933333368486712,0.6786355469350118,0.5474359057551814,1.3168239668011663,Normal
0.490037363387453,0.3694040592970053,0.5633131844899696,0.6400000069342537,0.7342908435358289,0.45897437052833034,0.6476570218801496,Normal
0.5459306883882131,0.39349275294441655,0.6118401413748223,0.6933333403425369,0.8222621169980334,0.3794871924746422,1.6095688790082927,Normal
0.6222776598963612,0.35806997758481834,0.6332431030282633,0.6450000077353412,0.8922800734791662,0.3102564159173346,1.7408017069101331,Normal
0.6460687872759147,0.4558860122549373,0.5374472876953308,0.7100000079854983,0.8922800734791662,0.27435897158780337,2.179144337773323,Normal
0.6173249937457563,0.4850302332044251,0.4869477029883353,0.6750000065070041,0.908438065331305,0.23333333432852188,1.9519135355949397,Normal
0.6282821499705648,0.4869918712031397,0.48422561720084145,0.6733333387263107,0.8743267564980945,0.21923076077028894,2.0036346465349197,Normal
0.6120957232062529,0.5059441486223936,0.5258239936579518,0.7033333397213418,0.8096947973010079,0.18974357714904547,2.5039149969816203,Normal
0.5929509685165383,0.561279920480967,0.5821508483906573,0.6600000028332464,0.7935368081860251,0.18205127993597997,3.54154135286808,Normal
0.5761226296954571,0.49834552281679784,0.6220136203607062,0.7083333379814352,0.7540394993316125,0.15512820059805124,3.066226214170456,Normal
0.5223379220612913,0.37370991667553854,0.6059827412641445,0.5766666722414213,0.8222621197351893,0.10769230263048193,1.2160842414014037,Normal
0.43891398001416215,0.5189244565619281,0.5350468126666431,0.7333333330933943,0.7809694830146877,0.09230769256747118,1.9120107735507186,Normal
0.3984682496313176,0.4690126255932827,0.5230089509786865,0.700000000348466,0.7576301646438363,0.24358974071142697,1.033287047874182,Normal
0.3783136374607359,0.5278310041158458,0.49964463238673906,0.6949999995473792,0.7109515279021331,0.41410255632067117,1.4258065107278521,Normal
0.39294029780883555,0.6347959677635435,0.49003882652023295,0.761666667578229,0.5834829455855158,0.5858974357992327,2.6642051679082215,Normal
0.4763331295488063,0.4939446087587464,0.49046968673527475,0.6400000059813813,0.5798922789047144,0.7217948729028729,1.4166237604804335,Normal
0.4736247351045612,0.5043619323209231,0.48361297213982635,0.6433333415427677,0.5691202875869945,0.6435897421043175,1.4669994455762208,Normal
0.5011522359435295,0.5059299502909851,0.5174981584380475,0.7150000078337119,0.5924596045892684,0.5551282010136366,1.905664772260934,Normal
0.4697096264047609,0.5217381497239141,0.5224469690975805,0.7133333400530186,0.68761220867592,0.4858974303201588,1.9835056215524671,Normal
0.40987034358432217,0.45813833463909764,0.4906826060023816,0.5966666716342792,0.8168761215957822,0.4692307642062707,0.683999106287956,Normal
0.48337856231195714,0.4569471493915825,0.5365149289549336,0.6983333376497584,0.9066427265165932,0.4769230770562161,1.410881906747818,Normal
0.4656873754275661,0.43008275061488477,0.5132818436219576,0.5950000038535864,0.9515260326550514,0.5051282085358021,0.8141111368313432,Normal
0.5150584038258192,0.41250861215813767,0.6003393763496465,0.6200000053180277,0.8833034113961136,0.5333333400153882,1.5870557660236952,Normal
0.4379090775422879,0.37047524639346846,0.6159235490383314,0.6133333392772405,0.8456014386192576,0.5153846256690626,0.8622081810608504,Normal
0.40394215804065464,0.29540399080235014,0.4938414664290035,0.5633333414303441,0.7576301651570526,0.49487179922098185,-1.220438032411039,Normal
0.303415956620111,0.621149934035672,0.620123124918328,0.706666671471239,0.6714542195609369,0.4525641098200427,3.1911083087325096,Normal
0.3252819909932298,0.7001300404663773,0.4448471584484256,0.6850000055681843,0.737881507479474,0.3615384703098767,2.720771722495556,Normal
