accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,sumAcc,label
"[0.2670054137706756, -0.01325324177742, -0.0612579584121704, 0.213834673166275]","[-0.1896066665649414, 0.1318122148513794, 0.2253099679946899, -0.0204715728759765]","[0.0956945419311523, -0.3529300689697265, 0.6488113403320312, 0.2482185363769531]","[-0.0158824957907199, -0.0323758572340011, 0.0226020142436027, -0.0024434609804302]","[-0.0195476878434419, -0.0482583530247211, 0.0335975885391235, -0.0134390350431203]","[0.0048869219608604, -0.0006108650122769177, 0.0030543259344995, -0.0030543259344995]",1.1931671798229218,Normal
"[-0.01325324177742, -0.0612579584121704, 0.213834673166275, 0.2350747287273407]","[0.1318122148513794, 0.2253099679946899, -0.0204715728759765, 0.2477685213088989]","[-0.3529300689697265, 0.6488113403320312, 0.2482185363769531, 0.186279296875]","[-0.0323758572340011, 0.0226020142436027, -0.0024434609804302, -0.0012217300245538]","[-0.0482583530247211, 0.0335975885391235, -0.0134390350431203, 0.0195476878434419]","[-0.0006108650122769177, 0.0030543259344995, -0.0030543259344995, 0.0018325960263609]",1.6891964375972748,Normal
"[-0.0612579584121704, 0.213834673166275, 0.2350747287273407, -0.0378192663192749]","[0.2253099679946899, -0.0204715728759765, 0.2477685213088989, -0.5658366084098816]","[0.6488113403320312, 0.2482185363769531, 0.186279296875, 0.0395002365112304]","[0.0226020142436027, -0.0024434609804302, -0.0012217300245538, -0.0036651920527219]","[0.0335975885391235, -0.0134390350431203, 0.0195476878434419, -0.0012217300245538]","[0.0030543259344995, -0.0030543259344995, 0.0018325960263609, -0.0030543259344995]",1.359411895275116,Aggressive
"[0.213834673166275, 0.2350747287273407, -0.0378192663192749, 0.0625722408294677]","[-0.0204715728759765, 0.2477685213088989, -0.5658366084098816, -0.1414927244186401]","[0.2482185363769531, 0.186279296875, 0.0395002365112304, -0.0260353088378906]","[-0.0024434609804302, -0.0012217300245538, -0.0036651920527219, 0.0]","[-0.0134390350431203, 0.0195476878434419, -0.0012217300245538, -0.0103847095742821]","[-0.0030543259344995, 0.0018325960263609, -0.0030543259344995, -0.0054977871477603]",0.4415927529335021,Aggressive
"[0.2350747287273407, -0.0378192663192749, 0.0625722408294677, -0.04318667948246]","[0.2477685213088989, -0.5658366084098816, -0.1414927244186401, -0.3525741100311279]","[0.186279296875, 0.0395002365112304, -0.0260353088378906, 0.4455804824829101]","[-0.0012217300245538, -0.0036651920527219, 0.0, -0.0189368221908807]","[0.0195476878434419, -0.0012217300245538, -0.0103847095742821, -0.0048869219608604]","[0.0018325960263609, -0.0030543259344995, -0.0054977871477603, -0.0012217300245538]",0.049830809235572704,Aggressive
"[-0.0378192663192749, 0.0625722408294677, -0.04318667948246, -0.2245340049266815]","[-0.5658366084098816, -0.1414927244186401, -0.3525741100311279, -0.390030950307846]","[0.0395002365112304, -0.0260353088378906, 0.4455804824829101, 0.1074247360229492]","[-0.0036651920527219, 0.0, -0.0189368221908807, 0.0036651920527219]","[-0.0012217300245538, -0.0103847095742821, -0.0048869219608604, 0.0122173046693205]","[-0.0030543259344995, -0.0054977871477603, -0.0012217300245538, 0.0030543259344995]",-1.1264319568872452,Normal
"[0.0625722408294677, -0.04318667948246, -0.2245340049266815, -0.007435857784003]","[-0.1414927244186401, -0.3525741100311279, -0.390030950307846, -0.5112192630767822]","[-0.0260353088378906, 0.4455804824829101, 0.1074247360229492, 0.3477163314819336]","[0.0, -0.0189368221908807, 0.0036651920527219, 0.0036651920527219]","[-0.0103847095742821, -0.0048869219608604, 0.0122173046693205, 0.0042760567739605]","[-0.0054977871477603, -0.0012217300245538, 0.0030543259344995, -0.0067195179872214]",-0.7332151080481707,Normal
"[-0.04318667948246, -0.2245340049266815, -0.007435857784003, -0.1400764435529709]","[-0.3525741100311279, -0.390030950307846, -0.5112192630767822, 0.2014181017875671]","[0.4455804824829101, 0.1074247360229492, 0.3477163314819336, -0.6489229202270508]","[-0.0189368221908807, 0.0036651920527219, 0.0036651920527219, 0.0006108650122769177]","[-0.0048869219608604, 0.0122173046693205, 0.0042760567739605, 0.0036651920527219]","[-0.0012217300245538, 0.0030543259344995, -0.0067195179872214, 0.0018325960263609]",-1.2158405776135623,Normal
"[-0.2245340049266815, -0.007435857784003, -0.1400764435529709, -0.0888648182153701]","[-0.390030950307846, -0.5112192630767822, 0.2014181017875671, -0.1720071136951446]","[0.1074247360229492, 0.3477163314819336, -0.6489229202270508, 0.2993402481079101]","[0.0036651920527219, 0.0036651920527219, 0.0006108650122769177, 0.0048869219608604]","[0.0122173046693205, 0.0042760567739605, 0.0036651920527219, 0.0012217300245538]","[0.0030543259344995, -0.0067195179872214, 0.0018325960263609, -0.0006108650122769177]",-1.2271919543854892,Normal
"[-0.007435857784003, -0.1400764435529709, -0.0888648182153701, -0.2083812355995178]","[-0.5112192630767822, 0.2014181017875671, -0.1720071136951446, -0.0478041768074035]","[0.3477163314819336, -0.6489229202270508, 0.2993402481079101, -0.0619716644287109]","[0.0036651920527219, 0.0006108650122769177, 0.0048869219608604, 0.0024434609804302]","[0.0042760567739605, 0.0036651920527219, 0.0012217300245538, -0.0030543259344995]","[-0.0067195179872214, 0.0018325960263609, -0.0006108650122769177, 0.0036651920527219]",-1.038208812009543,Normal
"[-0.1400764435529709, -0.0888648182153701, -0.2083812355995178, 0.0837530493736267]","[0.2014181017875671, -0.1720071136951446, -0.0478041768074035, 1.3753447532653809]","[-0.6489229202270508, 0.2993402481079101, -0.0619716644287109, 0.8439531326293945]","[0.0006108650122769177, 0.0048869219608604, 0.0024434609804302, 0.0427605658769607]","[0.0036651920527219, 0.0012217300245538, -0.0030543259344995, 0.006108651868999]","[0.0018325960263609, -0.0006108650122769177, 0.0036651920527219, -0.0042760567739605]",1.4357809126377106,Aggressive
"[-0.0888648182153701, -0.2083812355995178, 0.0837530493736267, -0.1500539481639862]","[-0.1720071136951446, -0.0478041768074035, 1.3753447532653809, 2.2795286178588867]","[0.2993402481079101, -0.0619716644287109, 0.8439531326293945, -0.457284927368164]","[0.0048869219608604, 0.0024434609804302, 0.0427605658769607, 0.0329867228865623]","[0.0012217300245538, -0.0030543259344995, 0.006108651868999, 0.006108651868999]","[-0.0006108650122769177, 0.0036651920527219, -0.0042760567739605, -0.0042760567739605]",3.6955519169569016,Aggressive
"[-0.2083812355995178, 0.0837530493736267, -0.1500539481639862, -0.077053815126419]","[-0.0478041768074035, 1.3753447532653809, 2.2795286178588867, 0.9310019016265868]","[-0.0619716644287109, 0.8439531326293945, -0.457284927368164, 1.064117431640625]","[0.0024434609804302, 0.0427605658769607, 0.0329867228865623, 0.0024434609804302]","[-0.0030543259344995, 0.006108651868999, 0.006108651868999, 0.0067195179872214]","[0.0036651920527219, -0.0042760567739605, -0.0042760567739605, -0.0116064399480819]",5.575149118900299,Aggressive
"[0.0837530493736267, -0.1500539481639862, -0.077053815126419, 0.1830988228321075]","[1.3753447532653809, 2.2795286178588867, 0.9310019016265868, 0.4945154190063476]","[0.8439531326293945, -0.457284927368164, 1.064117431640625, 1.0188465118408203]","[0.0427605658769607, 0.0329867228865623, 0.0024434609804302, -0.0042760567739605]","[0.006108651868999, 0.006108651868999, 0.0067195179872214, 0.0195476878434419]","[-0.0042760567739605, -0.0042760567739605, -0.0116064399480819, -0.0079412478953599]",7.589766949415207,Aggressive
"[-0.1500539481639862, -0.077053815126419, 0.1830988228321075, -0.1072824969887733]","[2.2795286178588867, 0.9310019016265868, 0.4945154190063476, 0.4479146003723144]","[-0.457284927368164, 1.064117431640625, 1.0188465118408203, 0.5269994735717773]","[0.0329867228865623, 0.0024434609804302, -0.0042760567739605, 0.0134390350431203]","[0.006108651868999, 0.0067195179872214, 0.0195476878434419, 0.0183259565383195]","[-0.0042760567739605, -0.0116064399480819, -0.0079412478953599, 0.0006108650122769177]",6.154347591102123,Aggressive
"[-0.077053815126419, 0.1830988228321075, -0.1072824969887733, -0.207902118563652]","[0.9310019016265868, 0.4945154190063476, 0.4479146003723144, 0.4259710311889648]","[1.064117431640625, 1.0188465118408203, 0.5269994735717773, 0.1986856460571289]","[0.0024434609804302, -0.0042760567739605, 0.0134390350431203, 0.0030543259344995]","[0.0067195179872214, 0.0195476878434419, 0.0183259565383195, -0.0030543259344995]","[-0.0116064399480819, -0.0079412478953599, 0.0006108650122769177, -0.0036651920527219]",4.8989124074578285,Normal
"[0.1830988228321075, -0.1072824969887733, -0.207902118563652, -0.5639491081237793]","[0.4945154190063476, 0.4479146003723144, 0.4259710311889648, -0.6498289108276367]","[1.0188465118408203, 0.5269994735717773, 0.1986856460571289, 0.849639892578125]","[-0.0042760567739605, 0.0134390350431203, 0.0030543259344995, -0.0543670058250427]","[0.0195476878434419, 0.0183259565383195, -0.0030543259344995, 0.0109955742955207]","[-0.0079412478953599, 0.0006108650122769177, -0.0036651920527219, -0.0030543259344995]",2.6167087629437447,Aggressive
"[-0.1072824969887733, -0.207902118563652, -0.5639491081237793, 0.3395574688911438]","[0.4479146003723144, 0.4259710311889648, -0.6498289108276367, 0.128016710281372]","[0.5269994735717773, 0.1986856460571289, 0.849639892578125, 0.2930202484130859]","[0.0134390350431203, 0.0030543259344995, -0.0543670058250427, -0.0091629782691597]","[0.0183259565383195, -0.0030543259344995, 0.0109955742955207, -0.0067195179872214]","[0.0006108650122769177, -0.0036651920527219, -0.0030543259344995, -0.0048869219608604]",1.6808424368500707,Aggressive
"[-0.207902118563652, -0.5639491081237793, 0.3395574688911438, 0.1511890888214111]","[0.4259710311889648, -0.6498289108276367, 0.128016710281372, 0.4215612411499023]","[0.1986856460571289, 0.849639892578125, 0.2930202484130859, 0.9065313339233398]","[0.0030543259344995, -0.0543670058250427, -0.0091629782691597, 0.0109955742955207]","[-0.0030543259344995, 0.0109955742955207, -0.0067195179872214, 0.0116064399480819]","[-0.0036651920527219, -0.0030543259344995, -0.0048869219608604, -0.0067195179872214]",2.292492523789406,Aggressive
"[-0.5639491081237793, 0.3395574688911438, 0.1511890888214111, 0.0297610014677047]","[-0.6498289108276367, 0.128016710281372, 0.4215612411499023, -2.2333385944366455]","[0.849639892578125, 0.2930202484130859, 0.9065313339233398, 0.9380674362182616]","[-0.0543670058250427, -0.0091629782691597, 0.0109955742955207, -0.0464257597923278]","[0.0109955742955207, -0.0067195179872214, 0.0116064399480819, -0.0164933614432811]","[-0.0030543259344995, -0.0048869219608604, -0.0067195179872214, -0.0018325960263609]",0.6102278083562851,Aggressive
"[0.3395574688911438, 0.1511890888214111, 0.0297610014677047, -0.0971865579485893]","[0.128016710281372, 0.4215612411499023, -2.2333385944366455, 3.053027629852295]","[0.2930202484130859, 0.9065313339233398, 0.9380674362182616, -0.1848649978637695]","[-0.0091629782691597, 0.0109955742955207, -0.0464257597923278, 0.1032362282276153]","[-0.0067195179872214, 0.0116064399480819, -0.0164933614432811, -0.0781907513737678]","[-0.0048869219608604, -0.0067195179872214, -0.0018325960263609, -0.0091629782691597]",3.745342008769512,Aggressive
"[0.1511890888214111, 0.0297610014677047, -0.0971865579485893, 0.1706069111824035]","[0.4215612411499023, -2.2333385944366455, 3.053027629852295, 0.1545126438140869]","[0.9065313339233398, 0.9380674362182616, -0.1848649978637695, 0.6942014694213867]","[0.0109955742955207, -0.0464257597923278, 0.1032362282276153, 0.0079412478953599]","[0.0116064399480819, -0.0164933614432811, -0.0781907513737678, -0.0299323964864015]","[-0.0067195179872214, -0.0018325960263609, -0.0091629782691597, -0.0073303831741213]",4.004068605601788,Aggressive
"[0.0297610014677047, -0.0971865579485893, 0.1706069111824035, 0.4373236298561096]","[-2.2333385944366455, 3.053027629852295, 0.1545126438140869, -0.0369565486907959]","[0.9380674362182616, -0.1848649978637695, 0.6942014694213867, 0.2453622817993164]","[-0.0464257597923278, 0.1032362282276153, 0.0079412478953599, 0.0158824957907199]","[-0.0164933614432811, -0.0781907513737678, -0.0299323964864015, -0.0054977871477603]","[-0.0018325960263609, -0.0091629782691597, -0.0073303831741213, 0.0036651920527219]",3.1705163046717644,Aggressive
"[-0.0971865579485893, 0.1706069111824035, 0.4373236298561096, 0.2300125658512115]","[3.053027629852295, 0.1545126438140869, -0.0369565486907959, -0.133763313293457]","[-0.1848649978637695, 0.6942014694213867, 0.2453622817993164, 0.4798078536987304]","[0.1032362282276153, 0.0079412478953599, 0.0158824957907199, -0.006108651868999]","[-0.0781907513737678, -0.0299323964864015, -0.0054977871477603, -0.0030543259344995]","[-0.0091629782691597, -0.0073303831741213, 0.0036651920527219, 0.0073303831741213]",5.012083567678928,Aggressive
"[0.1706069111824035, 0.4373236298561096, 0.2300125658512115, 0.1203480660915374]","[0.1545126438140869, -0.0369565486907959, -0.133763313293457, -0.2001969814300537]","[0.6942014694213867, 0.2453622817993164, 0.4798078536987304, 0.1581363677978515]","[0.0079412478953599, 0.0158824957907199, -0.006108651868999, 0.0195476878434419]","[-0.0299323964864015, -0.0054977871477603, -0.0030543259344995, -0.0073303831741213]","[-0.0073303831741213, 0.0036651920527219, 0.0073303831741213, 0.0054977871477603]",2.3193949460983276,Normal
"[0.4373236298561096, 0.2300125658512115, 0.1203480660915374, -0.0067873001098632]","[-0.0369565486907959, -0.133763313293457, -0.2001969814300537, 0.10888671875]","[0.2453622817993164, 0.4798078536987304, 0.1581363677978515, -0.618133544921875]","[0.0158824957907199, -0.006108651868999, 0.0195476878434419, 0.0329867228865623]","[-0.0054977871477603, -0.0030543259344995, -0.0073303831741213, -0.0085521135479211]","[0.0036651920527219, 0.0073303831741213, 0.0054977871477603, -0.006108651868999]",0.7840397953987122,Normal
"[0.2300125658512115, 0.1203480660915374, -0.0067873001098632, 0.0484143793582916]","[-0.133763313293457, -0.2001969814300537, 0.10888671875, -0.0789227485656738]","[0.4798078536987304, 0.1581363677978515, -0.618133544921875, -0.4340934753417969]","[-0.006108651868999, 0.0195476878434419, 0.0329867228865623, -0.0445931628346443]","[-0.0030543259344995, -0.0073303831741213, -0.0085521135479211, -0.051312681287527]","[0.0073303831741213, 0.0054977871477603, -0.006108651868999, 0.0018325960263609]",-0.32629141211509727,Normal
"[0.1203480660915374, -0.0067873001098632, 0.0484143793582916, 0.5933189392089844]","[-0.2001969814300537, 0.10888671875, -0.0789227485656738, -0.2301626205444336]","[0.1581363677978515, -0.618133544921875, -0.4340934753417969, 0.6173877716064453]","[0.0195476878434419, 0.0329867228865623, -0.0445931628346443, 0.0604756586253643]","[-0.0073303831741213, -0.0085521135479211, -0.051312681287527, 0.0293215326964855]","[0.0054977871477603, -0.006108651868999, 0.0018325960263609, -0.0268780700862407]",0.07819557189941406,Normal
"[-0.0067873001098632, 0.0484143793582916, 0.5933189392089844, -0.0046055908314883]","[0.10888671875, -0.0789227485656738, -0.2301626205444336, -0.0012478829594329]","[-0.618133544921875, -0.4340934753417969, 0.6173877716064453, 1.1737394332885742]","[0.0329867228865623, -0.0445931628346443, 0.0604756586253643, -0.0030543259344995]","[-0.0085521135479211, -0.051312681287527, 0.0293215326964855, 0.0580321997404098]","[-0.006108651868999, 0.0018325960263609, -0.0268780700862407, -0.0158824957907199]",1.1677940789377317,Normal
"[0.0484143793582916, 0.5933189392089844, -0.0046055908314883, -0.0794755220413208]","[-0.0789227485656738, -0.2301626205444336, -0.0012478829594329, 0.2412867546081543]","[-0.4340934753417969, 0.6173877716064453, 1.1737394332885742, -0.4083271026611328]","[-0.0445931628346443, 0.0604756586253643, -0.0030543259344995, 0.0537561401724815]","[-0.051312681287527, 0.0293215326964855, 0.0580321997404098, 0.0250454749912023]","[0.0018325960263609, -0.0268780700862407, -0.0158824957907199, -0.0140499006956815]",1.4373123351251706,Normal
"[0.5933189392089844, -0.0046055908314883, -0.0794755220413208, 0.0819216072559356]","[-0.2301626205444336, -0.0012478829594329, 0.2412867546081543, -0.1043550968170166]","[0.6173877716064453, 1.1737394332885742, -0.4083271026611328, 0.0705823898315429]","[0.0604756586253643, -0.0030543259344995, 0.0537561401724815, -0.0733038261532783]","[0.0293215326964855, 0.0580321997404098, 0.0250454749912023, -0.0519235469400882]","[-0.0268780700862407, -0.0158824957907199, -0.0140499006956815, -0.0219911485910415]",1.9500630799448118,Normal
"[-0.0046055908314883, -0.0794755220413208, 0.0819216072559356, -0.2312688529491424]","[-0.0012478829594329, 0.2412867546081543, -0.1043550968170166, -0.0077838897705078]","[1.1737394332885742, -0.4083271026611328, 0.0705823898315429, -0.1948318481445312]","[-0.0030543259344995, 0.0537561401724815, -0.0733038261532783, 0.0366519130766391]","[0.0580321997404098, 0.0250454749912023, -0.0519235469400882, 0.0207694191485643]","[-0.0158824957907199, -0.0140499006956815, -0.0219911485910415, -0.0109955742955207]",0.5356343988096341,Normal
"[-0.0794755220413208, 0.0819216072559356, -0.2312688529491424, 0.0141904950141906]","[0.2412867546081543, -0.1043550968170166, -0.0077838897705078, -2.7769627571105957]","[-0.4083271026611328, 0.0705823898315429, -0.1948318481445312, 0.1229887008666992]","[0.0537561401724815, -0.0733038261532783, 0.0366519130766391, -0.0690277740359306]","[0.0250454749912023, -0.0519235469400882, 0.0207694191485643, 0.0397062413394451]","[-0.0140499006956815, -0.0219911485910415, -0.0109955742955207, 0.0024434609804302]",-3.2720351219177246,Aggressive
"[0.0819216072559356, -0.2312688529491424, 0.0141904950141906, 0.4790213406085968]","[-0.1043550968170166, -0.0077838897705078, -2.7769627571105957, -1.2301911115646362]","[0.0705823898315429, -0.1948318481445312, 0.1229887008666992, 0.1959962844848632]","[-0.0733038261532783, 0.0366519130766391, -0.0690277740359306, 0.0109955742955207]","[-0.0519235469400882, 0.0207694191485643, 0.0397062413394451, -0.0403171069920063]","[-0.0219911485910415, -0.0109955742955207, 0.0024434609804302, -0.0409279726445674]",-3.5806927382946014,Aggressive
"[-0.2312688529491424, 0.0141904950141906, 0.4790213406085968, 0.0038616959936916]","[-0.0077838897705078, -2.7769627571105957, -1.2301911115646362, -0.0019780399743467]","[-0.1948318481445312, 0.1229887008666992, 0.1959962844848632, 0.0515060424804687]","[0.0366519130766391, -0.0690277740359306, 0.0109955742955207, 0.0012217300245538]","[0.0207694191485643, 0.0397062413394451, -0.0403171069920063, 0.0]","[-0.0109955742955207, 0.0024434609804302, -0.0409279726445674, 0.0018325960263609]",-3.57545194006525,Aggressive
"[0.0141904950141906, 0.4790213406085968, 0.0038616959936916, -0.0293532013893127]","[-2.7769627571105957, -1.2301911115646362, -0.0019780399743467, -0.0508826375007629]","[0.1229887008666992, 0.1959962844848632, 0.0515060424804687, -0.1373434066772461]","[-0.0690277740359306, 0.0109955742955207, 0.0012217300245538, -0.0018325960263609]","[0.0397062413394451, -0.0403171069920063, 0.0, -0.0042760567739605]","[0.0024434609804302, -0.0409279726445674, 0.0018325960263609, 0.0006108650122769177]",-3.35914659476839,Aggressive
"[0.4790213406085968, 0.0038616959936916, -0.0293532013893127, -0.0511480420827865]","[-1.2301911115646362, -0.0019780399743467, -0.0508826375007629, -0.1165025532245636]","[0.1959962844848632, 0.0515060424804687, -0.1373434066772461, 0.2242679595947265]","[0.0109955742955207, 0.0012217300245538, -0.0018325960263609, 0.0042760567739605]","[-0.0403171069920063, 0.0, -0.0042760567739605, 0.0012217300245538]","[-0.0409279726445674, 0.0018325960263609, 0.0006108650122769177, 0.0018325960263609]",-0.6627456692513081,Aggressive
"[0.0038616959936916, -0.0293532013893127, -0.0511480420827865, -0.0609389990568161]","[-0.0019780399743467, -0.0508826375007629, -0.1165025532245636, 0.2679206132888794]","[0.0515060424804687, -0.1373434066772461, 0.2242679595947265, -0.103769302368164]","[0.0012217300245538, -0.0018325960263609, 0.0042760567739605, -0.0006108650122769177]","[0.0, -0.0042760567739605, 0.0012217300245538, 0.0]","[0.0018325960263609, 0.0006108650122769177, 0.0018325960263609, 0.0006108650122769177]",-0.0043598709162323696,Normal
"[-0.0293532013893127, -0.0511480420827865, -0.0609389990568161, 0.0925173163414001]","[-0.0508826375007629, -0.1165025532245636, 0.2679206132888794, 0.5809344053268433]","[-0.1373434066772461, 0.2242679595947265, -0.103769302368164, 0.3497533798217773]","[-0.0018325960263609, 0.0042760567739605, -0.0006108650122769177, 0.0128281703218817]","[-0.0042760567739605, 0.0012217300245538, 0.0, 0.0018325960263609]","[0.0006108650122769177, 0.0018325960263609, 0.0006108650122769177, 0.0048869219608604]",0.9654555320739746,Normal
"[-0.0511480420827865, -0.0609389990568161, 0.0925173163414001, 0.2139399945735931]","[-0.1165025532245636, 0.2679206132888794, 0.5809344053268433, 0.8450748920440674]","[0.2242679595947265, -0.103769302368164, 0.3497533798217773, 0.2780132293701172]","[0.0042760567739605, -0.0006108650122769177, 0.0128281703218817, 0.0097738439217209]","[0.0012217300245538, 0.0, 0.0018325960263609, 0.0048869219608604]","[0.0018325960263609, 0.0006108650122769177, 0.0048869219608604, -0.0006108650122769177]",2.520062893629074,Aggressive
"[-0.0609389990568161, 0.0925173163414001, 0.2139399945735931, 0.2537394762039184]","[0.2679206132888794, 0.5809344053268433, 0.8450748920440674, 0.0418567657470703]","[-0.103769302368164, 0.3497533798217773, 0.2780132293701172, 0.2108097076416015]","[-0.0006108650122769177, 0.0128281703218817, 0.0097738439217209, 0.0140499006956815]","[0.0, 0.0018325960263609, 0.0048869219608604, 0.0006108650122769177]","[0.0006108650122769177, 0.0048869219608604, -0.0006108650122769177, 0.0]",2.969851478934288,Aggressive
"[0.0925173163414001, 0.2139399945735931, 0.2537394762039184, -0.1729678809642791]","[0.5809344053268433, 0.8450748920440674, 0.0418567657470703, -0.0744538307189941]","[0.3497533798217773, 0.2780132293701172, 0.2108097076416015, 0.2774667739868164]","[0.0128281703218817, 0.0097738439217209, 0.0140499006956815, 0.006108651868999]","[0.0018325960263609, 0.0048869219608604, 0.0006108650122769177, -0.0030543259344995]","[0.0048869219608604, -0.0006108650122769177, 0.0, -0.0024434609804302]",2.896684229373932,Aggressive
"[0.2139399945735931, 0.2537394762039184, -0.1729678809642791, 0.2195865362882614]","[0.8450748920440674, 0.0418567657470703, -0.0744538307189941, -0.7057552337646484]","[0.2780132293701172, 0.2108097076416015, 0.2774667739868164, 0.2667236328125]","[0.0097738439217209, 0.0140499006956815, 0.006108651868999, -0.0091629782691597]","[0.0048869219608604, 0.0006108650122769177, -0.0030543259344995, 0.0]","[-0.0006108650122769177, 0.0, -0.0024434609804302, 0.0]",1.654034063220024,Aggressive
"[0.2537394762039184, -0.1729678809642791, 0.2195865362882614, -0.3548735678195953]","[0.0418567657470703, -0.0744538307189941, -0.7057552337646484, -0.3297563791275024]","[0.2108097076416015, 0.2774667739868164, 0.2667236328125, -0.0366907119750976]","[0.0140499006956815, 0.006108651868999, -0.0091629782691597, -0.0262672062963247]","[0.0006108650122769177, -0.0030543259344995, 0.0, 0.0128281703218817]","[0.0, -0.0024434609804302, 0.0, -0.0012217300245538]",-0.40431471168994904,Normal
"[-0.1729678809642791, 0.2195865362882614, -0.3548735678195953, 0.1130742728710174]","[-0.0744538307189941, -0.7057552337646484, -0.3297563791275024, 0.6786017417907715]","[0.2774667739868164, 0.2667236328125, -0.0366907119750976, -0.1292991638183593]","[0.006108651868999, -0.0091629782691597, -0.0262672062963247, 0.0274889357388019]","[-0.0030543259344995, 0.0, 0.0128281703218817, 0.0103847095742821]","[-0.0024434609804302, 0.0, -0.0012217300245538, -0.0012217300245538]",-0.2483438104391097,Aggressive
"[0.2195865362882614, -0.3548735678195953, 0.1130742728710174, -0.0051918919198215]","[-0.7057552337646484, -0.3297563791275024, 0.6786017417907715, -0.6301195621490479]","[0.2667236328125, -0.0366907119750976, -0.1292991638183593, -0.4444770812988281]","[-0.0091629782691597, -0.0262672062963247, 0.0274889357388019, -0.0042760567739605]","[0.0, 0.0128281703218817, 0.0103847095742821, 0.0091629782691597]","[0.0, -0.0012217300245538, -0.0012217300245538, -0.0024434609804302]",-1.3581774081103504,Aggressive
"[-0.3548735678195953, 0.1130742728710174, -0.0051918919198215, -0.0895503014326095]","[-0.3297563791275024, 0.6786017417907715, -0.6301195621490479, -0.1177091598510742]","[-0.0366907119750976, -0.1292991638183593, -0.4444770812988281, 0.5067453384399414]","[-0.0262672062963247, 0.0274889357388019, -0.0042760567739605, 0.0189368221908807]","[0.0128281703218817, 0.0103847095742821, 0.0091629782691597, -0.0171042270958423]","[-0.0012217300245538, -0.0012217300245538, -0.0024434609804302, 0.0036651920527219]",-0.8392464662902055,Aggressive
"[0.1130742728710174, -0.0051918919198215, -0.0895503014326095, -0.0768892765045166]","[0.6786017417907715, -0.6301195621490479, -0.1177091598510742, -1.1111433506011963]","[-0.1292991638183593, -0.4444770812988281, 0.5067453384399414, -0.2604427337646484]","[0.0274889357388019, -0.0042760567739605, 0.0189368221908807, -0.0439822971820831]","[0.0103847095742821, 0.0091629782691597, -0.0171042270958423, -0.0116064399480819]","[-0.0012217300245538, -0.0024434609804302, 0.0036651920527219, -0.0018325960263609]",-1.5664011682383714,Aggressive
"[-0.0051918919198215, -0.0895503014326095, -0.0768892765045166, 0.033172532916069]","[-0.6301195621490479, -0.1177091598510742, -1.1111433506011963, 0.227481722831726]","[-0.4444770812988281, 0.5067453384399414, -0.2604427337646484, -0.2426357269287109]","[-0.0042760567739605, 0.0189368221908807, -0.0439822971820831, 0.006108651868999]","[0.0091629782691597, -0.0171042270958423, -0.0116064399480819, 0.0342084541916847]","[-0.0024434609804302, 0.0036651920527219, -0.0018325960263609, 0.0030543259344995]",-2.210759490262717,Aggressive
"[-0.0895503014326095, -0.0768892765045166, 0.033172532916069, -0.3378019332885742]","[-0.1177091598510742, -1.1111433506011963, 0.227481722831726, 1.5943515300750732]","[0.5067453384399414, -0.2604427337646484, -0.2426357269287109, -0.5845928192138672]","[0.0189368221908807, -0.0439822971820831, 0.006108651868999, 0.0342084541916847]","[-0.0171042270958423, -0.0116064399480819, 0.0342084541916847, -0.0195476878434419]","[0.0036651920527219, -0.0018325960263609, 0.0030543259344995, -0.0018325960263609]",-0.4590141773223876,Aggressive
"[-0.0768892765045166, 0.033172532916069, -0.3378019332885742, -0.0504644811153411]","[-1.1111433506011963, 0.227481722831726, 1.5943515300750732, 1.0259419679641724]","[-0.2604427337646484, -0.2426357269287109, -0.5845928192138672, 0.1915979385375976]","[-0.0439822971820831, 0.006108651868999, 0.0342084541916847, 0.0262672062963247]","[-0.0116064399480819, 0.0342084541916847, -0.0195476878434419, 0.0048869219608604]","[-0.0018325960263609, 0.0030543259344995, -0.0018325960263609, -0.0006108650122769177]",0.4085753709077835,Aggressive
"[0.033172532916069, -0.3378019332885742, -0.0504644811153411, -0.0817705690860748]","[0.227481722831726, 1.5943515300750732, 1.0259419679641724, -0.1171698570251464]","[-0.2426357269287109, -0.5845928192138672, 0.1915979385375976, -0.0844621658325195]","[0.006108651868999, 0.0342084541916847, 0.0262672062963247, 0.0030543259344995]","[0.0342084541916847, -0.0195476878434419, 0.0048869219608604, -0.0152716310694813]","[0.0030543259344995, -0.0018325960263609, -0.0006108650122769177, -0.0012217300245538]",1.573648139834404,Aggressive
"[-0.3378019332885742, -0.0504644811153411, -0.0817705690860748, 0.0208146572113037]","[1.5943515300750732, 1.0259419679641724, -0.1171698570251464, 0.5589281320571899]","[-0.5845928192138672, 0.1915979385375976, -0.0844621658325195, -0.8012485504150391]","[0.0342084541916847, 0.0262672062963247, 0.0030543259344995, 0.0091629782691597]","[-0.0195476878434419, 0.0048869219608604, -0.0152716310694813, -0.006108651868999]","[-0.0018325960263609, -0.0006108650122769177, -0.0012217300245538, 0.0]",1.3341238498687744,Aggressive
