sensor_data,label
$$$0.2039891908225125/0.7182958396711329/0.5150839057905965/0.8536653122030323/0.3763285798675466/0.5239221450307145 $$$0.8705529801504376/0.7277863915192582/0.7578947740424413/0.6001441883912507/0.6490558399948542/0.20039271018605456 $$$-0.005489606486622678/0.5170954949549471/0.3444974474123114/0.7973272882681665/0.9581467606777312/0.4650986419960402 $$$0.8990413784150075/0.9945103935133773/0.8618512913254862/0.8818343456436457/0.7945103851974004/-0.005489606486622678,Normal
$$$0.8760425866370602/0.7332759980058808/0.763384380529064/0.6056337948778734/0.6545454464814768/0.20588231667267723 $$$0.0/0.5225851014415698/0.3499870538989341/0.8028168947547891/0.9636363671643539/0.47058824848266284 $$$0.9045309849016302/1.0/0.8673408978121089/0.8873239521302684/0.799999991684023/0.0 $$$0.03705695520523481/0.0/0.6039059465757562/0.0/0.8181818081018462/0.17647057636560345,Aggressive
$$$0.8717311919386458/0.7289646033074664/0.7590729858306495/0.6013224001794589/0.6502340517830624/0.2015709219742628 $$$-0.004311394698414441/0.5182737067431553/0.3456756592005196/0.7985055000563747/0.9593249724659394/0.4662768537842484 $$$0.9002195902032157/0.9956886053015855/0.8630295031136944/0.8830125574318539/0.7956885969856086/-0.004311394698414441 $$$0.03274556050682037/-0.004311394698414441/0.5995945518773418/-0.004311394698414441/0.8138704134034317/0.17215918166718902,Aggressive
$$$0.0/0.5225851014415698/0.3499870538989341/0.8028168947547891/0.9636363671643539/0.47058824848266284 $$$0.9045309849016302/1.0/0.8673408978121089/0.8873239521302684/0.799999991684023/0.0 $$$0.03705695520523481/0.0/0.6039059465757562/0.0/0.8181818081018462/0.17647057636560345 $$$0.9640462722949036/0.7421336312188217/0.7755537155310059/1.0/0.7090909095949077/0.08823526576227493,Aggressive
$$$-0.005227179096065189/0.5173579223455046/0.3447598748028689/0.7975897156587239/0.9584091880682887/0.46536106938659766 $$$0.899303805805565/0.9947728209039348/0.8621137187160437/0.8820967730342032/0.7947728125879578/-0.005227179096065189 $$$0.03182977610916962/-0.005227179096065189/0.5986787674796911/-0.005227179096065189/0.812954629005781/0.17124339726953827 $$$0.9588190931988384/0.7369064521227565/0.7703265364349408/0.9947728209039348/0.7038637304988425/0.08300808666620973,Aggressive
$$$0.9045309849016302/1.0/0.8673408978121089/0.8873239521302684/0.799999991684023/0.0 $$$0.03705695520523481/0.0/0.6039059465757562/0.0/0.8181818081018462/0.17647057636560345 $$$0.9640462722949036/0.7421336312188217/0.7755537155310059/1.0/0.7090909095949077/0.08823526576227493 $$$0.16473217433496223/0.7248344420412902/0.27188295645794675/0.1690140718045975/0.10909092622686163/0.17647057636560345,Aggressive
$$$0.8954041304945664/0.9908731455929362/0.858214043405045/0.8781970977232045/0.7908731372769592/-0.009126854407063838 $$$0.027930100798170973/-0.009126854407063838/0.5947790921686924/-0.009126854407063838/0.8090549536947823/0.1673437219585396 $$$0.9549194178878397/0.7330067768117579/0.7664268611239421/0.9908731455929362/0.6999640551878439/0.0791084113552111 $$$0.1556053199278984/0.7157075876342264/0.2627561020508829/0.15988721739753364/0.0999640718197978/0.1673437219585396,Aggressive
$$$0.03705695520523481/0.0/0.6039059465757562/0.0/0.8181818081018462/0.17647057636560345 $$$0.9640462722949036/0.7421336312188217/0.7755537155310059/1.0/0.7090909095949077/0.08823526576227493 $$$0.16473217433496223/0.7248344420412902/0.27188295645794675/0.1690140718045975/0.10909092622686163/0.17647057636560345 $$$0.17113913199013175/0.43870203558017984/0.4027828723082898/0.5774647694897027/0.5454545202546153/0.29411762727600577,Aggressive
$$$0.034071225669153285/-0.0029857295360815276/0.6009202170396747/-0.0029857295360815276/0.8151960785657646/0.17348484682952192 $$$0.961060542758822/0.7391479016827401/0.7725679859949244/0.9970142704639184/0.7061051800588262/0.0852495362261934 $$$0.1617464447988807/0.7218487125052087/0.26889722692186524/0.16602834226851595/0.1061051966907801/0.17348484682952192 $$$0.16815340245405022/0.43571630604409833/0.3997971427722083/0.5744790399536212/0.5424687907185337/0.29113189773992426,Aggressive
$$$0.9640462722949036/0.7421336312188217/0.7755537155310059/1.0/0.7090909095949077/0.08823526576227493 $$$0.16473217433496223/0.7248344420412902/0.27188295645794675/0.1690140718045975/0.10909092622686163/0.17647057636560345 $$$0.17113913199013175/0.43870203558017984/0.4027828723082898/0.5774647694897027/0.5454545202546153/0.29411762727600577 $$$0.551228771714289/0.7776518982717536/0.0/0.9718309665593866/0.6545454464814768/0.23529410182080462,Normal
$$$0.9587076906505873/0.7367950495745054/0.7702151338866896/0.9946614183556837/0.7037523279505914/0.08289668411795857 $$$0.15939359269064587/0.7194958603969739/0.2665443748136304/0.16367549016028113/0.10375234458254527/0.1711319947212871 $$$0.1658005503458154/0.4333634539358635/0.39744429066397347/0.5721261878453864/0.5401159386102989/0.28877904563168943 $$$0.5458901900699726/0.7723133166274373/-0.005338581644316354/0.9664923849150703/0.6492068648371605/0.22995552017648827,Normal
$$$0.16473217433496223/0.7248344420412902/0.27188295645794675/0.1690140718045975/0.10909092622686163/0.17647057636560345 $$$0.17113913199013175/0.43870203558017984/0.4027828723082898/0.5774647694897027/0.5454545202546153/0.29411762727600577 $$$0.551228771714289/0.7776518982717536/0.0/0.9718309665593866/0.6545454464814768/0.23529410182080462 $$$0.758399670792516/0.47914874937683777/1.0/0.35211266032950167/0.0/0.44117644091400865,Aggressive
$$$0.16166690884602394/0.721769176552352/0.2688176909690084/0.1659488063156592/0.10602566073792334/0.17340531087666516 $$$0.16807386650119346/0.4356367700912415/0.3997176068193515/0.5743995040007644/0.542389254765677/0.29105236178706745 $$$0.5481635062253507/0.7745866327828154/-0.003065265488938291/0.9687657010704483/0.6514801809925386/0.23222883633186633 $$$0.7553344053035778/0.47608348388789945/0.9969347345110617/0.34904739484056335/-0.003065265488938291/0.43811117542507033,Aggressive
$$$0.17113913199013175/0.43870203558017984/0.4027828723082898/0.5774647694897027/0.5454545202546153/0.29411762727600577 $$$0.551228771714289/0.7776518982717536/0.0/0.9718309665593866/0.6545454464814768/0.23529410182080462 $$$0.758399670792516/0.47914874937683777/1.0/0.35211266032950167/0.0/0.44117644091400865 $$$1.0/0.7530720908116469/0.8132909258619946/0.6197182954932948/0.7090909095949077/0.3529411527312069,Aggressive
$$$0.16988979875589333/0.4374527023459414/0.40153353907405137/0.5762154362554643/0.5442051870203769/0.29286829404176734 $$$0.5499794384800506/0.7764025650375153/-0.0012493332342384204/0.9705816333251482/0.6532961132472385/0.2340447685865662 $$$0.7571503375582777/0.47789941614259934/0.9987506667657616/0.35086332709526324/-0.0012493332342384204/0.4399271076797702 $$$0.9987506667657616/0.7518227575774086/0.8120415926277562/0.6184689622590565/0.7078415763606694/0.3516918194969685,Aggressive
$$$0.6444903254771146/0.4015800913461414/0.7531006066073483/0.5166666610553069/0.5882353017010602/0.8636363431614205 $$$0.0/0.4093725549228488/0.7800148922193524/0.4666666778893861/0.19607844075106967/0.8636363431614205 $$$0.5299076208179925/0.42482371721601736/0.4385114224396391/0.48333333894469305/0.2745098349879183/0.6363636395136276 $$$0.6974422910590332/0.39820804150560246/0.7325710020566298/0.6333333392623172/0.4705882607919707/0.8636363431614205,Normal
$$$0.6402416743793378/0.39733144024836453/0.7488519555095715/0.5124180099575301/0.5839866506032834/0.8593876920636436 $$$-0.004248651097776866/0.4051239038250719/0.7757662411215756/0.4624180267916092/0.1918297896532928/0.8593876920636436 $$$0.5256589697202156/0.42057506611824047/0.4342627713418622/0.47908468784691616/0.2702611838901414/0.6321149884158508 $$$0.6931936399612564/0.39395939040782557/0.728322350958853/0.6290846881645403/0.4663396096941938/0.8593876920636436,Normal
$$$0.0/0.4093725549228488/0.7800148922193524/0.4666666778893861/0.19607844075106967/0.8636363431614205 $$$0.5299076208179925/0.42482371721601736/0.4385114224396391/0.48333333894469305/0.2745098349879183/0.6363636395136276 $$$0.6974422910590332/0.39820804150560246/0.7325710020566298/0.6333333392623172/0.4705882607919707/0.8636363431614205 $$$0.7707013960295434/0.5088634720677837/0.5730577914767103/0.5166666610553069/0.70588236876743/0.9545454592704414,Normal
$$$-0.008329841755325114/0.40104271316752366/0.7716850504640272/0.45833683613406095/0.18774859899574456/0.8553065014060953 $$$0.5215777790626673/0.4164938754606922/0.43018158068431395/0.4750034971893679/0.26617999323259317/0.6280337977583025 $$$0.6891124493037081/0.3898781997502773/0.7242411603013047/0.625003497506992/0.46225841903664555/0.8553065014060953 $$$0.7623715542742182/0.5005336303124586/0.5647279497213852/0.5083368192999818/0.6975525270121049/0.9462156175151163,Normal
$$$0.5299076208179925/0.42482371721601736/0.4385114224396391/0.48333333894469305/0.2745098349879183/0.6363636395136276 $$$0.6974422910590332/0.39820804150560246/0.7325710020566298/0.6333333392623172/0.4705882607919707/0.8636363431614205 $$$0.7707013960295434/0.5088634720677837/0.5730577914767103/0.5166666610553069/0.70588236876743/0.9545454592704414 $$$0.370356821017387/0.8085587081624924/0.33965805173256297/0.6166666734426482/0.3725490553634532/0.6363636395136276,Normal
$$$0.5320490166286436/0.42696511302666845/0.4406528182502902/0.48547473475534414/0.2766512307985694/0.6385050353242787 $$$0.6995836868696843/0.40034943731625355/0.7347123978672809/0.6354747350729683/0.4727296566026218/0.8657777389720716 $$$0.7728427918401944/0.5110048678784348/0.5751991872873614/0.518808056865958/0.7080237645780811/0.9566868550810925 $$$0.3724982168280381/0.8107001039731435/0.34179944754321406/0.6188080692532993/0.37469045117410427/0.6385050353242787,Normal
$$$0.6974422910590332/0.39820804150560246/0.7325710020566298/0.6333333392623172/0.4705882607919707/0.8636363431614205 $$$0.7707013960295434/0.5088634720677837/0.5730577914767103/0.5166666610553069/0.70588236876743/0.9545454592704414 $$$0.370356821017387/0.8085587081624924/0.33965805173256297/0.6166666734426482/0.3725490553634532/0.6363636395136276 $$$0.5910585016408367/0.9598895202537575/0.9609607271412488/0.75/0.9019608095184998/1.0,Normal
$$$0.7058832558636924/0.40664900631026163/0.741011966861289/0.6417743040669763/0.47902922559662986/0.8720773079660796 $$$0.7791423608342025/0.5173044368724429/0.5814987562813695/0.5251076258599661/0.7143233335720892/0.9629864240751006 $$$0.37879778582204615/0.8169996729671516/0.34809901653722214/0.6251076382473074/0.38099002016811234/0.6448046043182868 $$$0.5994994664454959/0.9683304850584167/0.969401691945908/0.7584409648046592/0.9104017743231589/1.0084409648046593,Normal
$$$0.7707013960295434/0.5088634720677837/0.5730577914767103/0.5166666610553069/0.70588236876743/0.9545454592704414 $$$0.370356821017387/0.8085587081624924/0.33965805173256297/0.6166666734426482/0.3725490553634532/0.6363636395136276 $$$0.5910585016408367/0.9598895202537575/0.9609607271412488/0.75/0.9019608095184998/1.0 $$$0.30596171078287737/0.882438533941445/0.3004728995616461/0.41666667090165516/0.4509803898122326/0.5909091117777829,Normal
$$$0.7802811007705895/0.5184431768088299/0.5826374962177565/0.5262463657963531/0.7154620735084762/0.9641251640114876 $$$0.3799365257584331/0.8181384129035386/0.3492377564736091/0.6262463781836944/0.3821287601044993/0.6459433442546738 $$$0.6006382063818829/0.9694692249948037/0.970540431882295/0.7595797047410462/0.911540514259546/1.0095797047410462 $$$0.3155414155239235/0.8920182386824912/0.3100526043026922/0.4262463756427013/0.46056009455327873/0.6004888165188291,Normal
$$$0.370356821017387/0.8085587081624924/0.33965805173256297/0.6166666734426482/0.3725490553634532/0.6363636395136276 $$$0.5910585016408367/0.9598895202537575/0.9609607271412488/0.75/0.9019608095184998/1.0 $$$0.30596171078287737/0.882438533941445/0.3004728995616461/0.41666667090165516/0.4509803898122326/0.5909091117777829 $$$0.5526787795032152/0.5115001117133375/0.769330798792155/0.9500000152459585/0.5294117952593442/0.5909091117777829,Normal
$$$0.36587373935424994/0.8040756264993554/0.3351749700694259/0.6121835917795112/0.36806597370031613/0.6318805578504906 $$$0.5865754199776997/0.9554064385906205/0.9564776454781118/0.745516918336863/0.8974777278553627/0.995516918336863 $$$0.3014786291197403/0.877955452278308/0.29598981789850903/0.4121835892385181/0.44649730814909555/0.5864260301146459 $$$0.5481956978400782/0.5070170300502005/0.764847717129018/0.9455169335828214/0.5249287135962072/0.5864260301146459,Normal
$$$0.5910585016408367/0.9598895202537575/0.9609607271412488/0.75/0.9019608095184998/1.0 $$$0.30596171078287737/0.882438533941445/0.3004728995616461/0.41666667090165516/0.4509803898122326/0.5909091117777829 $$$0.5526787795032152/0.5115001117133375/0.769330798792155/0.9500000152459585/0.5294117952593442/0.5909091117777829 $$$0.5482497217874064/0.8397767631082015/0.8525410744235082/0.33333334180331026/0.7843137480572614/0.8636363431614205,Normal
$$$0.5920983997250627/0.9609294183379835/0.9620006252254748/0.751039898084226/0.9030007076027258/1.0010398980842259 $$$0.30700160886710337/0.883478432025671/0.3015127976458721/0.41770656898588115/0.4520202878964586/0.5919490098620089 $$$0.5537186775874412/0.5125400097975635/0.770370696876381/0.9510399133301844/0.5304516933435702/0.5919490098620089 $$$0.5492896198716324/0.8408166611924275/0.8535809725077342/0.33437323988753626/0.7853536461414874/0.8646762412456465,Normal
$$$0.30596171078287737/0.882438533941445/0.3004728995616461/0.41666667090165516/0.4509803898122326/0.5909091117777829 $$$0.5526787795032152/0.5115001117133375/0.769330798792155/0.9500000152459585/0.5294117952593442/0.5909091117777829 $$$0.5482497217874064/0.8397767631082015/0.8525410744235082/0.33333334180331026/0.7843137480572614/0.8636363431614205 $$$0.3704253352363336/1.0/0.0/0.16666665819668974/0.09803922037553484/0.0,Aggressive
$$$0.303880415929682/0.8803572390882496/0.2983916047084507/0.4145853760484598/0.44889909495903724/0.5888278169245875 $$$0.5505974846500198/0.5094188168601421/0.7672495039389596/0.947918720392763/0.5273305004061488/0.5888278169245875 $$$0.546168426934211/0.8376954682550061/0.8504597795703128/0.3312520469501149/0.782232453204066/0.861555048308225 $$$0.3683440403831382/0.9979187051468046/-0.0020812948531953607/0.16458536334349438/0.09595792552233948/-0.0020812948531953607,Aggressive
$$$0.5526787795032152/0.5115001117133375/0.769330798792155/0.9500000152459585/0.5294117952593442/0.5909091117777829 $$$0.5482497217874064/0.8397767631082015/0.8525410744235082/0.33333334180331026/0.7843137480572614/0.8636363431614205 $$$0.3704253352363336/1.0/0.0/0.16666665819668974/0.09803922037553484/0.0 $$$0.8144928952895286/0.2690960795088409/0.8684374446240342/0.5333333221106139/0.3725490553634532/0.3636363258364686,Aggressive
$$$0.5547215965085508/0.5135429287186731/0.7713736157974906/0.952042832251294/0.5314546122646798/0.5929519287831185 $$$0.550292538792742/0.8418195801135371/0.8545838914288438/0.3353761588086459/0.786356565062597/0.8656791601667561 $$$0.37246815224166924/1.0020428170053357/0.0020428170053356457/0.1687094752020254/0.10008203738087049/0.0020428170053356457 $$$0.8165357122948642/0.27113889651417655/0.8704802616293698/0.5353761391159495/0.3745918723687888/0.36567914284180425,Aggressive
$$$0.5482497217874064/0.8397767631082015/0.8525410744235082/0.33333334180331026/0.7843137480572614/0.8636363431614205 $$$0.3704253352363336/1.0/0.0/0.16666665819668974/0.09803922037553484/0.0 $$$0.8144928952895286/0.2690960795088409/0.8684374446240342/0.5333333221106139/0.3725490553634532/0.3636363258364686 $$$0.6808717285401259/0.0/0.9334432350482654/0.0/0.5098039280163604/1.0,Aggressive
$$$0.5527601710279132/0.8442872123487083/0.857051523664015/0.3378437910438171/0.7888241972977682/0.8681467924019273 $$$0.37493578447684045/1.0045104492405068/0.004510449240506842/0.17117710743719658/0.10254966961604167/0.004510449240506842 $$$0.8190033445300354/0.27360652874934777/0.872947893864541/0.5378437713511207/0.37705950460396004/0.36814677507697546 $$$0.6853821777806327/0.004510449240506842/0.9379536842887722/0.004510449240506842/0.5143143772568672/1.0045104492405068,Aggressive
$$$0.3704253352363336/1.0/0.0/0.16666665819668974/0.09803922037553484/0.0 $$$0.8144928952895286/0.2690960795088409/0.8684374446240342/0.5333333221106139/0.3725490553634532/0.3636363258364686 $$$0.6808717285401259/0.0/0.9334432350482654/0.0/0.5098039280163604/1.0 $$$0.6963778863290543/0.3747554383691751/0.9470968226948832/0.8333333418033103/1.0/0.7272726949853169,Aggressive
$$$0.3769879827779517/1.006562647541618/0.006562647541618125/0.17322930573830786/0.10460186791715297/0.006562647541618125 $$$0.8210555428311468/0.275658727050459/0.8750000921656523/0.5398959696522321/0.3791117029050713/0.3701989733780867 $$$0.6874343760817441/0.006562647541618125/0.9400058825898836/0.006562647541618125/0.5163665755579786/1.006562647541618 $$$0.7029405338706725/0.3813180859107932/0.9536594702365013/0.8398959893449285/1.006562647541618/0.733835342526935,Aggressive
$$$0.8144928952895286/0.2690960795088409/0.8684374446240342/0.5333333221106139/0.3725490553634532/0.3636363258364686 $$$0.6808717285401259/0.0/0.9334432350482654/0.0/0.5098039280163604/1.0 $$$0.6963778863290543/0.3747554383691751/0.9470968226948832/0.8333333418033103/1.0/0.7272726949853169 $$$0.7795591108834778/0.19160142147673817/0.7170317229331228/0.5500000101639723/0.5098039280163604/1.0,Normal
$$$0.823266817974721/0.2778700021940333/0.8772113673092266/0.5421072447958063/0.38132297804864557/0.372410248521661 $$$0.6896456512253183/0.008773922685192377/0.9422171577334578/0.008773922685192377/0.5185778507015528/1.0087739226851924 $$$0.7051518090142467/0.38352936105436747/0.9558707453800755/0.8421072644885027/1.0087739226851924/0.7360466176705093 $$$0.7883330335686702/0.20037534416193054/0.7258056456183152/0.5587739328491647/0.5185778507015528/1.0087739226851924,Normal
$$$0.6808717285401259/0.0/0.9334432350482654/0.0/0.5098039280163604/1.0 $$$0.6963778863290543/0.3747554383691751/0.9470968226948832/0.8333333418033103/1.0/0.7272726949853169 $$$0.7795591108834778/0.19160142147673817/0.7170317229331228/0.5500000101639723/0.5098039280163604/1.0 $$$0.4434493679921985/0.35964103355972177/0.4032981254060904/0.7166666683606621/0.8627450974530582/0.5454545840419383,Normal
$$$0.6904140206293617/0.009542292089235844/0.9429855271375013/0.009542292089235844/0.5193462201055963/1.0095422920892358 $$$0.7059201784182901/0.3842977304584109/0.956639114784119/0.8428756338925462/1.0095422920892358/0.7368149870745527 $$$0.7891014029727137/0.20114371356597402/0.7265740150223586/0.5595423022532081/0.5193462201055963/1.0095422920892358 $$$0.4529916600814343/0.3691833256489576/0.41284041749532624/0.7262089604498979/0.872287389542294/0.5549968761311741,Normal
$$$0.6963778863290543/0.3747554383691751/0.9470968226948832/0.8333333418033103/1.0/0.7272726949853169 $$$0.7795591108834778/0.19160142147673817/0.7170317229331228/0.5500000101639723/0.5098039280163604/1.0 $$$0.4434493679921985/0.35964103355972177/0.4032981254060904/0.7166666683606621/0.8627450974530582/0.5454545840419383 $$$1.0/0.20956667302153092/1.0/1.0/0.8627450974530582/0.7272726949853169,Normal
$$$0.7027392209614394/0.3811167730015601/0.9534581573272682/0.8396946764356954/1.006361334632385/0.733634029617702 $$$0.7859204455158629/0.1979627561091232/0.7233930575655079/0.5563613447963573/0.5161652626487455/1.006361334632385 $$$0.4498107026245835/0.3660023681921068/0.4096594600384754/0.7230280029930471/0.8691064320854432/0.5518159186743233 $$$1.006361334632385/0.21592800765391595/1.006361334632385/1.006361334632385/0.8691064320854432/0.733634029617702,Normal
$$$0.7795591108834778/0.19160142147673817/0.7170317229331228/0.5500000101639723/0.5098039280163604/1.0 $$$0.4434493679921985/0.35964103355972177/0.4032981254060904/0.7166666683606621/0.8627450974530582/0.5454545840419383 $$$1.0/0.20956667302153092/1.0/1.0/0.8627450974530582/0.7272726949853169 $$$0.07611433449643648/0.4066798968614159/0.51573527648157/0.5833333290983449/0.19607844075106967/0.4999999826750481,Normal
$$$0.7784234075974102/0.19046571819067054/0.7158960196470552/0.5488643068779047/0.5086682247302928/0.9988642967139324 $$$0.44231366470613087/0.35850533027365417/0.4021624221200228/0.7155309650745945/0.8616093941669906/0.5443188807558706 $$$0.9988642967139324/0.2084309697354633/0.9988642967139324/0.9988642967139324/0.8616093941669906/0.7261369916992493 $$$0.07497863121036885/0.4055441935753483/0.5145995731955024/0.5821976258122773/0.19494273746500204/0.4988642793889805,Normal
$$$0.4434493679921985/0.35964103355972177/0.4032981254060904/0.7166666683606621/0.8627450974530582/0.5454545840419383 $$$1.0/0.20956667302153092/1.0/1.0/0.8627450974530582/0.7272726949853169 $$$0.07611433449643648/0.4066798968614159/0.51573527648157/0.5833333290983449/0.19607844075106967/0.4999999826750481 $$$0.21779981062509945/0.3913643864781141/0.04615424544597006/0.5166666610553069/0.13725493244097647/0.5454545840419383,Normal
$$$0.4399739747592585/0.3561656403267818/0.3998227321731504/0.7131912751277221/0.8592697042201182/0.5419791908089983 $$$0.99652460676706/0.20609127978859093/0.99652460676706/0.99652460676706/0.8592697042201182/0.7237973017523769 $$$0.07263894126349649/0.40320450362847593/0.51225988324863/0.5798579358654049/0.19260304751812968/0.4965245894421081 $$$0.21432441739215946/0.3878889932451741/0.04267885221303006/0.5131912678223669/0.13377953920803648/0.5419791908089983,Normal
$$$1.0/0.20956667302153092/1.0/1.0/0.8627450974530582/0.7272726949853169 $$$0.07611433449643648/0.4066798968614159/0.51573527648157/0.5833333290983449/0.19607844075106967/0.4999999826750481 $$$0.21779981062509945/0.3913643864781141/0.04615424544597006/0.5166666610553069/0.13725493244097647/0.5454545840419383 $$$0.3955893048386938/0.1978556430763179/0.5500017004337001/0.29999998475404155/0.0/0.6818181672494723,Aggressive
$$$1.0040503874541251/0.21361706047565607/1.0040503874541251/1.0040503874541251/0.8667954849071833/0.731323082439442 $$$0.08016472195056162/0.41073028431554104/0.5197856639356951/0.58738371655247/0.20012882820519481/0.5040503701291732 $$$0.2218501980792246/0.3954147739322392/0.050204632900095206/0.520717048509432/0.14130531989510162/0.5495049714960634 $$$0.3996396922928189/0.20190603053044304/0.5540520878878252/0.30405037220816666/0.004050387454125141/0.6858685547035974,Aggressive
$$$0.5915620019421306/0.5833601818406169/0.44580059884153556/0.5331325428457333/0.4671052671171981/0.4901960813255254 $$$0.5230125264405021/0.5820875779886922/0.6339556223532299/0.5000000114803899/0.45394736894895976/0.5882353222532091 $$$0.5001533560246518/0.752641923903331/0.1840613091834345/0.5210843449776326/0.5657894657656038/0.43137257488380937 $$$0.3465307816420353/0.9814037361176926/0.07327086346335071/0.6596385679380081/0.4736842111861997/0.549019617661276,Slow
$$$0.5945607512958645/0.5863589311943508/0.4487993481952694/0.5361312921994672/0.4701040164709319/0.49319483067925923 $$$0.526011275794236/0.585086327342426/0.6369543717069638/0.5029987608341238/0.4569461183026936/0.591234071606943 $$$0.5031521053783857/0.7556406732570649/0.18706005853716834/0.5240830943313665/0.5687882151193377/0.4343713242375432 $$$0.34952953099576917/0.9844024854714265/0.07626961281708455/0.662637317291742/0.47668296053993353/0.55201836701501,Slow
$$$0.5230125264405021/0.5820875779886922/0.6339556223532299/0.5000000114803899/0.45394736894895976/0.5882353222532091 $$$0.5001533560246518/0.752641923903331/0.1840613091834345/0.5210843449776326/0.5657894657656038/0.43137257488380937 $$$0.3465307816420353/0.9814037361176926/0.07327086346335071/0.6596385679380081/0.4736842111861997/0.549019617661276 $$$0.7067871376348936/0.9797543423926482/0.6766710228485274/0.6445783261995721/0.2631579031833559/0.5294117840490812,Normal
$$$0.522926057125913/0.582001108674103/0.6338691530386408/0.49991354216580075/0.45386089963437065/0.58814885293862 $$$0.5000668867100627/0.7525554545887418/0.18397483986884539/0.5209978756630435/0.5657029964510147/0.43128610556922026 $$$0.3464443123274462/0.9813172668031035/0.0731843941487616/0.659552098623419/0.4735977418716106/0.5489331483466869 $$$0.7067006683203045/0.9796678730780591/0.6765845535339383/0.644491856884983/0.2630714338687668/0.5293253147344921,Normal
$$$0.5001533560246518/0.752641923903331/0.1840613091834345/0.5210843449776326/0.5657894657656038/0.43137257488380937 $$$0.3465307816420353/0.9814037361176926/0.07327086346335071/0.6596385679380081/0.4736842111861997/0.549019617661276 $$$0.7067871376348936/0.9797543423926482/0.6766710228485274/0.6445783261995721/0.2631579031833559/0.5294117840490812 $$$0.5180219906061956/0.6889194483823966/0.823598875732806/0.572289167691942/0.4276315776276006/0.4901960813255254,Normal
$$$0.49088862510855674/0.7433771929872358/0.17479657826733938/0.5118196140615374/0.5565247348495087/0.4221078439677143 $$$0.33726605072594024/0.9721390052015975/0.06400613254725561/0.650373837021913/0.4644194802701046/0.5397548867451809 $$$0.6975224067187985/0.9704896114765531/0.6674062919324323/0.635313595283477/0.2538931722672608/0.520147053132986 $$$0.5087572596901004/0.6796547174663015/0.8143341448167108/0.5630244367758469/0.41836684671150554/0.4809313504094303,Normal
$$$0.3465307816420353/0.9814037361176926/0.07327086346335071/0.6596385679380081/0.4736842111861997/0.549019617661276 $$$0.7067871376348936/0.9797543423926482/0.6766710228485274/0.6445783261995721/0.2631579031833559/0.5294117840490812 $$$0.5180219906061956/0.6889194483823966/0.823598875732806/0.572289167691942/0.4276315776276006/0.4901960813255254 $$$0.520468245413745/0.8034125255775325/0.48716239410214246/0.48493977203803185/0.6052631552552012/0.4705882458449534,Normal
$$$0.34667806681302094/0.9815510212886782/0.07341814863433631/0.6597858531089937/0.4738314963571853/0.5491669028322617 $$$0.7069344228058793/0.9799016275636339/0.676818308019513/0.6447256113705577/0.2633051883543415/0.5295590692200668 $$$0.5181692757771812/0.6890667335533822/0.8237461609037916/0.5724364528629277/0.42777886279858623/0.490343366496511 $$$0.5206155305847306/0.8035598107485181/0.48730967927312807/0.48508705720901746/0.6054104404261869/0.470735531015939,Normal
$$$0.7067871376348936/0.9797543423926482/0.6766710228485274/0.6445783261995721/0.2631579031833559/0.5294117840490812 $$$0.5180219906061956/0.6889194483823966/0.823598875732806/0.572289167691942/0.4276315776276006/0.4901960813255254 $$$0.520468245413745/0.8034125255775325/0.48716239410214246/0.48493977203803185/0.6052631552552012/0.4705882458449534 $$$0.021776901620886403/0.18727430321235092/0.0/0.0/0.26973685477503384/0.2549019640081802,Normal
$$$0.7044841023426749/0.9774513071004295/0.6743679875563087/0.6422752909073534/0.26085486789113715/0.5271087487568624 $$$0.5157189553139768/0.6866164130901778/0.8212958404405872/0.5699861323997233/0.42532854233538187/0.48789304603330663 $$$0.5181652101215263/0.8011094902853138/0.4848593588099237/0.4826367367458131/0.6029601199629825/0.46828521055273464 $$$0.019473866328667645/0.18497126792013216/-0.002303035292218758/-0.002303035292218758/0.2674338194828151/0.25259892871596146,Normal
$$$0.5180219906061956/0.6889194483823966/0.823598875732806/0.572289167691942/0.4276315776276006/0.4901960813255254 $$$0.520468245413745/0.8034125255775325/0.48716239410214246/0.48493977203803185/0.6052631552552012/0.4705882458449534 $$$0.021776901620886403/0.18727430321235092/0.0/0.0/0.26973685477503384/0.2549019640081802 $$$0.04975138424641275/0.9904749859859259/0.4245130246086038/1.0/0.42105263105104024/0.43137257488380937,Aggressive
$$$0.5093985233478373/0.6802959811240383/0.8149754084744477/0.5636657004335838/0.4190081103692424/0.48157261406716717 $$$0.5118447781553868/0.7947890583191742/0.47853892684378424/0.4763163047796736/0.596639687996843/0.4619647785865952 $$$0.013153434362528159/0.17865083595399267/-0.008623467258358244/-0.008623467258358244/0.2611133875166756/0.24627849674982197 $$$0.0411279169880545/0.9818515187275676/0.4158895573502456/0.9913765327416417/0.412429163792682/0.42274910762545115,Aggressive
$$$0.520468245413745/0.8034125255775325/0.48716239410214246/0.48493977203803185/0.6052631552552012/0.4705882458449534 $$$0.021776901620886403/0.18727430321235092/0.0/0.0/0.26973685477503384/0.2549019640081802 $$$0.04975138424641275/0.9904749859859259/0.4245130246086038/1.0/0.42105263105104024/0.43137257488380937 $$$0.02052921203582978/0.538002831877413/0.25794339445407116/0.16566264993848348/0.0/1.0,Aggressive
