accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,label
"[-0.1282646358013153, -0.0942715853452682, 0.0890589505434036, 0.0734134763479232]","[-0.0245136320590972, 0.0016287569887936, 0.1563555300235748, 0.1386080384254455]","[-0.0471992492675781, -0.2079944610595703, -0.1624946594238281, -0.1527366638183593]","[-0.0006108650122769177, 0.0, -0.0018325960263609, 0.0048869219608604]","[-0.0097738439217209, -0.0054977871477603, 0.0012217300245538, -0.0006108650122769177]","[-0.0024434609804302, 0.0006108650122769177, 0.0018325960263609, -0.0006108650122769177]",Normal
"[-0.0942715853452682, 0.0890589505434036, 0.0734134763479232, 0.1190841943025589]","[0.0016287569887936, 0.1563555300235748, 0.1386080384254455, 0.7527624368667603]","[-0.2079944610595703, -0.1624946594238281, -0.1527366638183593, 0.0372943878173828]","[0.0, -0.0018325960263609, 0.0048869219608604, 0.0024434609804302]","[-0.0054977871477603, 0.0012217300245538, -0.0006108650122769177, 0.0054977871477603]","[0.0006108650122769177, 0.0018325960263609, -0.0006108650122769177, 0.0]",Normal
"[0.0890589505434036, 0.0734134763479232, 0.1190841943025589, 0.1923107206821441]","[0.1563555300235748, 0.1386080384254455, 0.7527624368667603, 1.369750738143921]","[-0.1624946594238281, -0.1527366638183593, 0.0372943878173828, -0.2055959701538086]","[-0.0018325960263609, 0.0048869219608604, 0.0024434609804302, 0.0317649915814399]","[0.0012217300245538, -0.0006108650122769177, 0.0054977871477603, -0.0018325960263609]","[0.0018325960263609, -0.0006108650122769177, 0.0, 0.0012217300245538]",Normal
"[0.0734134763479232, 0.1190841943025589, 0.1923107206821441, 0.1726996898651123]","[0.1386080384254455, 0.7527624368667603, 1.369750738143921, 0.5304977893829346]","[-0.1527366638183593, 0.0372943878173828, -0.2055959701538086, 0.9780244827270508]","[0.0048869219608604, 0.0024434609804302, 0.0317649915814399, 0.0109955742955207]","[-0.0006108650122769177, 0.0054977871477603, -0.0018325960263609, 0.0073303831741213]","[-0.0006108650122769177, 0.0, 0.0012217300245538, 0.0067195179872214]",Normal
"[0.1190841943025589, 0.1923107206821441, 0.1726996898651123, 0.393145740032196]","[0.7527624368667603, 1.369750738143921, 0.5304977893829346, 1.281003713607788]","[0.0372943878173828, -0.2055959701538086, 0.9780244827270508, 0.1982402801513672]","[0.0024434609804302, 0.0317649915814399, 0.0109955742955207, 0.0219911485910415]","[0.0054977871477603, -0.0018325960263609, 0.0073303831741213, 0.0006108650122769177]","[0.0, 0.0012217300245538, 0.0067195179872214, 0.0030543259344995]",Aggressive
"[0.1923107206821441, 0.1726996898651123, 0.393145740032196, 0.0673771947622299]","[1.369750738143921, 0.5304977893829346, 1.281003713607788, -0.2663869857788086]","[-0.2055959701538086, 0.9780244827270508, 0.1982402801513672, 1.1492033004760742]","[0.0317649915814399, 0.0109955742955207, 0.0219911485910415, 0.0079412478953599]","[-0.0018325960263609, 0.0073303831741213, 0.0006108650122769177, -0.0006108650122769177]","[0.0012217300245538, 0.0067195179872214, 0.0030543259344995, 0.0183259565383195]",Aggressive
"[0.1726996898651123, 0.393145740032196, 0.0673771947622299, -0.3211856484413147]","[0.5304977893829346, 1.281003713607788, -0.2663869857788086, -2.062924861907959]","[0.9780244827270508, 0.1982402801513672, 1.1492033004760742, 0.1424922943115234]","[0.0109955742955207, 0.0219911485910415, 0.0079412478953599, -0.0769690200686454]","[0.0073303831741213, 0.0006108650122769177, -0.0006108650122769177, -0.0036651920527219]","[0.0067195179872214, 0.0030543259344995, 0.0183259565383195, 0.0445931628346443]",Normal
"[0.393145740032196, 0.0673771947622299, -0.3211856484413147, 0.0617162436246871]","[1.281003713607788, -0.2663869857788086, -2.062924861907959, 1.0038599967956543]","[0.1982402801513672, 1.1492033004760742, 0.1424922943115234, 0.5760812759399414]","[0.0219911485910415, 0.0079412478953599, -0.0769690200686454, 0.0103847095742821]","[0.0006108650122769177, -0.0006108650122769177, -0.0036651920527219, 0.0152716310694813]","[0.0030543259344995, 0.0183259565383195, 0.0445931628346443, 0.0189368221908807]",Normal
"[0.0673771947622299, -0.3211856484413147, 0.0617162436246871, -0.2146684527397155]","[-0.2663869857788086, -2.062924861907959, 1.0038599967956543, 0.1985495090484619]","[1.1492033004760742, 0.1424922943115234, 0.5760812759399414, -0.0496721267700195]","[0.0079412478953599, -0.0769690200686454, 0.0103847095742821, -0.0219911485910415]","[-0.0006108650122769177, -0.0036651920527219, 0.0152716310694813, -0.0134390350431203]","[0.0183259565383195, 0.0445931628346443, 0.0189368221908807, 0.0048869219608604]",Normal
"[-0.3211856484413147, 0.0617162436246871, -0.2146684527397155, 0.1166623085737228]","[-2.062924861907959, 1.0038599967956543, 0.1985495090484619, 0.4537618160247803]","[0.1424922943115234, 0.5760812759399414, -0.0496721267700195, 0.1498088836669922]","[-0.0769690200686454, 0.0103847095742821, -0.0219911485910415, 0.0073303831741213]","[-0.0036651920527219, 0.0152716310694813, -0.0134390350431203, 0.0171042270958423]","[0.0445931628346443, 0.0189368221908807, 0.0048869219608604, -0.0067195179872214]",Normal
"[0.0617162436246871, -0.2146684527397155, 0.1166623085737228, 0.0511867702007293]","[1.0038599967956543, 0.1985495090484619, 0.4537618160247803, -0.0716840326786041]","[0.5760812759399414, -0.0496721267700195, 0.1498088836669922, -0.0692377090454101]","[0.0103847095742821, -0.0219911485910415, 0.0073303831741213, 0.0024434609804302]","[0.0152716310694813, -0.0134390350431203, 0.0171042270958423, -0.0091629782691597]","[0.0189368221908807, 0.0048869219608604, -0.0067195179872214, 0.0012217300245538]",Normal
"[-0.2146684527397155, 0.1166623085737228, 0.0511867702007293, -0.0828591436147689]","[0.1985495090484619, 0.4537618160247803, -0.0716840326786041, 0.058432400226593]","[-0.0496721267700195, 0.1498088836669922, -0.0692377090454101, -0.1410989761352539]","[-0.0219911485910415, 0.0073303831741213, 0.0024434609804302, 0.0012217300245538]","[-0.0134390350431203, 0.0171042270958423, -0.0091629782691597, -0.0067195179872214]","[0.0048869219608604, -0.0067195179872214, 0.0012217300245538, -0.0006108650122769177]",Normal
"[0.1166623085737228, 0.0511867702007293, -0.0828591436147689, -0.1189638003706932]","[0.4537618160247803, -0.0716840326786041, 0.058432400226593, -0.0344003140926361]","[0.1498088836669922, -0.0692377090454101, -0.1410989761352539, -0.0764760971069336]","[0.0073303831741213, 0.0024434609804302, 0.0012217300245538, -0.0006108650122769177]","[0.0171042270958423, -0.0091629782691597, -0.0067195179872214, -0.0018325960263609]","[-0.0067195179872214, 0.0012217300245538, -0.0006108650122769177, 0.0012217300245538]",Normal
"[0.0511867702007293, -0.0828591436147689, -0.1189638003706932, 0.0238858684897422]","[-0.0716840326786041, 0.058432400226593, -0.0344003140926361, -0.0087827444076538]","[-0.0692377090454101, -0.1410989761352539, -0.0764760971069336, 0.0959463119506836]","[0.0024434609804302, 0.0012217300245538, -0.0006108650122769177, 0.0018325960263609]","[-0.0091629782691597, -0.0067195179872214, -0.0018325960263609, 0.0054977871477603]","[0.0012217300245538, -0.0006108650122769177, 0.0012217300245538, 0.0036651920527219]",Normal
"[-0.0828591436147689, -0.1189638003706932, 0.0238858684897422, 0.1324680596590042]","[0.058432400226593, -0.0344003140926361, -0.0087827444076538, 0.0216805636882781]","[-0.1410989761352539, -0.0764760971069336, 0.0959463119506836, -0.0261106491088867]","[0.0012217300245538, -0.0006108650122769177, 0.0018325960263609, 0.0]","[-0.0067195179872214, -0.0018325960263609, 0.0054977871477603, 0.0116064399480819]","[-0.0006108650122769177, 0.0012217300245538, 0.0036651920527219, 0.0048869219608604]",Normal
"[-0.1189638003706932, 0.0238858684897422, 0.1324680596590042, 0.0299767255783081]","[-0.0344003140926361, -0.0087827444076538, 0.0216805636882781, 0.0241979360580444]","[-0.0764760971069336, 0.0959463119506836, -0.0261106491088867, -0.0068044657818973]","[-0.0006108650122769177, 0.0018325960263609, 0.0, -0.0006108650122769177]","[-0.0018325960263609, 0.0054977871477603, 0.0116064399480819, -0.0018325960263609]","[0.0012217300245538, 0.0036651920527219, 0.0048869219608604, -0.0006108650122769177]",Normal
"[0.0238858684897422, 0.1324680596590042, 0.0299767255783081, 0.0361822172999382]","[-0.0087827444076538, 0.0216805636882781, 0.0241979360580444, 0.3789909183979034]","[0.0959463119506836, -0.0261106491088867, -0.0068044657818973, 0.002525330055505]","[0.0018325960263609, 0.0, -0.0006108650122769177, 0.0036651920527219]","[0.0054977871477603, 0.0116064399480819, -0.0018325960263609, 0.0006108650122769177]","[0.0036651920527219, 0.0048869219608604, -0.0006108650122769177, -0.0018325960263609]",Normal
"[0.1324680596590042, 0.0299767255783081, 0.0361822172999382, -0.1328598707914352]","[0.0216805636882781, 0.0241979360580444, 0.3789909183979034, 0.4911006689071655]","[-0.0261106491088867, -0.0068044657818973, 0.002525330055505, 0.0508337020874023]","[0.0, -0.0006108650122769177, 0.0036651920527219, 0.006108651868999]","[0.0116064399480819, -0.0018325960263609, 0.0006108650122769177, -0.0122173046693205]","[0.0048869219608604, -0.0006108650122769177, -0.0018325960263609, -0.0024434609804302]",Normal
"[0.0299767255783081, 0.0361822172999382, -0.1328598707914352, -0.1277412623167038]","[0.0241979360580444, 0.3789909183979034, 0.4911006689071655, 0.27789306640625]","[-0.0068044657818973, 0.002525330055505, 0.0508337020874023, 0.0980758666992187]","[-0.0006108650122769177, 0.0036651920527219, 0.006108651868999, 0.0134390350431203]","[-0.0018325960263609, 0.0006108650122769177, -0.0122173046693205, -0.0091629782691597]","[-0.0006108650122769177, -0.0018325960263609, -0.0024434609804302, -0.0048869219608604]",Normal
"[0.0361822172999382, -0.1328598707914352, -0.1277412623167038, 0.3709278106689453]","[0.3789909183979034, 0.4911006689071655, 0.27789306640625, 0.2933158874511719]","[0.002525330055505, 0.0508337020874023, 0.0980758666992187, 0.4414997100830078]","[0.0036651920527219, 0.006108651868999, 0.0134390350431203, 0.0024434609804302]","[0.0006108650122769177, -0.0122173046693205, -0.0091629782691597, 0.0]","[-0.0018325960263609, -0.0024434609804302, -0.0048869219608604, -0.0116064399480819]",Normal
"[-0.1328598707914352, -0.1277412623167038, 0.3709278106689453, -0.284456342458725]","[0.4911006689071655, 0.27789306640625, 0.2933158874511719, -0.0490717887878418]","[0.0508337020874023, 0.0980758666992187, 0.4414997100830078, -0.1431961059570312]","[0.006108651868999, 0.0134390350431203, 0.0024434609804302, 0.0109955742955207]","[-0.0122173046693205, -0.0091629782691597, 0.0, 0.0103847095742821]","[-0.0024434609804302, -0.0048869219608604, -0.0116064399480819, -0.006108651868999]",Normal
"[-0.1277412623167038, 0.3709278106689453, -0.284456342458725, 0.3922405242919922]","[0.27789306640625, 0.2933158874511719, -0.0490717887878418, 0.7267613410949707]","[0.0980758666992187, 0.4414997100830078, -0.1431961059570312, 0.5885324478149414]","[0.0134390350431203, 0.0024434609804302, 0.0109955742955207, 0.0146607663482427]","[-0.0091629782691597, 0.0, 0.0103847095742821, 0.0048869219608604]","[-0.0048869219608604, -0.0116064399480819, -0.006108651868999, -0.0158824957907199]",Normal
"[0.3709278106689453, -0.284456342458725, 0.3922405242919922, -0.2567333281040191]","[0.2933158874511719, -0.0490717887878418, 0.7267613410949707, -0.8983097076416016]","[0.4414997100830078, -0.1431961059570312, 0.5885324478149414, 0.2159385681152343]","[0.0024434609804302, 0.0109955742955207, 0.0146607663482427, -0.0238237436860799]","[0.0, 0.0103847095742821, 0.0048869219608604, 0.0054977871477603]","[-0.0116064399480819, -0.006108651868999, -0.0158824957907199, -0.0122173046693205]",Normal
"[-0.284456342458725, 0.3922405242919922, -0.2567333281040191, 0.436765044927597]","[-0.0490717887878418, 0.7267613410949707, -0.8983097076416016, 0.3077101707458496]","[-0.1431961059570312, 0.5885324478149414, 0.2159385681152343, 0.4587116241455078]","[0.0109955742955207, 0.0146607663482427, -0.0238237436860799, 0.0195476878434419]","[0.0103847095742821, 0.0048869219608604, 0.0054977871477603, 0.0018325960263609]","[-0.006108651868999, -0.0158824957907199, -0.0122173046693205, -0.0140499006956815]",Normal
"[0.3922405242919922, -0.2567333281040191, 0.436765044927597, -0.16121706366539]","[0.7267613410949707, -0.8983097076416016, 0.3077101707458496, 0.2795977592468261]","[0.5885324478149414, 0.2159385681152343, 0.4587116241455078, -0.2536640167236328]","[0.0146607663482427, -0.0238237436860799, 0.0195476878434419, -0.0164933614432811]","[0.0048869219608604, 0.0054977871477603, 0.0018325960263609, -0.0183259565383195]","[-0.0158824957907199, -0.0122173046693205, -0.0140499006956815, -0.0122173046693205]",Normal
"[-0.2567333281040191, 0.436765044927597, -0.16121706366539, -0.1564238965511322]","[-0.8983097076416016, 0.3077101707458496, 0.2795977592468261, -0.1853877305984497]","[0.2159385681152343, 0.4587116241455078, -0.2536640167236328, -0.0685234069824218]","[-0.0238237436860799, 0.0195476878434419, -0.0164933614432811, 0.0012217300245538]","[0.0054977871477603, 0.0018325960263609, -0.0183259565383195, -0.0036651920527219]","[-0.0122173046693205, -0.0140499006956815, -0.0122173046693205, -0.0097738439217209]",Normal
"[0.436765044927597, -0.16121706366539, -0.1564238965511322, 0.1279284060001373]","[0.3077101707458496, 0.2795977592468261, -0.1853877305984497, 0.3654298782348633]","[0.4587116241455078, -0.2536640167236328, -0.0685234069824218, -0.6382064819335938]","[0.0195476878434419, -0.0164933614432811, 0.0012217300245538, 0.0183259565383195]","[0.0018325960263609, -0.0183259565383195, -0.0036651920527219, 0.0]","[-0.0140499006956815, -0.0122173046693205, -0.0097738439217209, -0.0109955742955207]",Normal
"[-0.16121706366539, -0.1564238965511322, 0.1279284060001373, 0.2829169034957886]","[0.2795977592468261, -0.1853877305984497, 0.3654298782348633, -0.1196589469909668]","[-0.2536640167236328, -0.0685234069824218, -0.6382064819335938, 0.7761611938476562]","[-0.0164933614432811, 0.0012217300245538, 0.0183259565383195, -0.0085521135479211]","[-0.0183259565383195, -0.0036651920527219, 0.0, -0.0219911485910415]","[-0.0122173046693205, -0.0097738439217209, -0.0109955742955207, -0.0067195179872214]",Normal
"[-0.1564238965511322, 0.1279284060001373, 0.2829169034957886, 0.463662713766098]","[-0.1853877305984497, 0.3654298782348633, -0.1196589469909668, 0.3254859447479248]","[-0.0685234069824218, -0.6382064819335938, 0.7761611938476562, 0.5120859146118164]","[0.0012217300245538, 0.0183259565383195, -0.0085521135479211, 0.0030543259344995]","[-0.0036651920527219, 0.0, -0.0219911485910415, 0.0018325960263609]","[-0.0097738439217209, -0.0109955742955207, -0.0067195179872214, -0.0085521135479211]",Normal
"[0.1279284060001373, 0.2829169034957886, 0.463662713766098, 0.0511867702007293]","[0.3654298782348633, -0.1196589469909668, 0.3254859447479248, -0.0716840326786041]","[-0.6382064819335938, 0.7761611938476562, 0.5120859146118164, -0.0692377090454101]","[0.0183259565383195, -0.0085521135479211, 0.0030543259344995, 0.0024434609804302]","[0.0, -0.0219911485910415, 0.0018325960263609, -0.0091629782691597]","[-0.0109955742955207, -0.0067195179872214, -0.0085521135479211, 0.0012217300245538]",Normal
"[0.2829169034957886, 0.463662713766098, 0.0511867702007293, -0.0828591436147689]","[-0.1196589469909668, 0.3254859447479248, -0.0716840326786041, 0.058432400226593]","[0.7761611938476562, 0.5120859146118164, -0.0692377090454101, -0.1410989761352539]","[-0.0085521135479211, 0.0030543259344995, 0.0024434609804302, 0.0012217300245538]","[-0.0219911485910415, 0.0018325960263609, -0.0091629782691597, -0.0067195179872214]","[-0.0067195179872214, -0.0085521135479211, 0.0012217300245538, -0.0006108650122769177]",Normal
"[0.463662713766098, 0.0511867702007293, -0.0828591436147689, -0.1189638003706932]","[0.3254859447479248, -0.0716840326786041, 0.058432400226593, -0.0344003140926361]","[0.5120859146118164, -0.0692377090454101, -0.1410989761352539, -0.0764760971069336]","[0.0030543259344995, 0.0024434609804302, 0.0012217300245538, -0.0006108650122769177]","[0.0018325960263609, -0.0091629782691597, -0.0067195179872214, -0.0018325960263609]","[-0.0085521135479211, 0.0012217300245538, -0.0006108650122769177, 0.0012217300245538]",Normal
"[0.0511867702007293, -0.0828591436147689, -0.1189638003706932, 0.0238858684897422]","[-0.0716840326786041, 0.058432400226593, -0.0344003140926361, -0.0087827444076538]","[-0.0692377090454101, -0.1410989761352539, -0.0764760971069336, 0.0959463119506836]","[0.0024434609804302, 0.0012217300245538, -0.0006108650122769177, 0.0018325960263609]","[-0.0091629782691597, -0.0067195179872214, -0.0018325960263609, 0.0054977871477603]","[0.0012217300245538, -0.0006108650122769177, 0.0012217300245538, 0.0036651920527219]",Normal
"[-0.0828591436147689, -0.1189638003706932, 0.0238858684897422, 0.1324680596590042]","[0.058432400226593, -0.0344003140926361, -0.0087827444076538, 0.0216805636882781]","[-0.1410989761352539, -0.0764760971069336, 0.0959463119506836, -0.0261106491088867]","[0.0012217300245538, -0.0006108650122769177, 0.0018325960263609, 0.0]","[-0.0067195179872214, -0.0018325960263609, 0.0054977871477603, 0.0116064399480819]","[-0.0006108650122769177, 0.0012217300245538, 0.0036651920527219, 0.0048869219608604]",Normal
"[-0.1189638003706932, 0.0238858684897422, 0.1324680596590042, 0.0299767255783081]","[-0.0344003140926361, -0.0087827444076538, 0.0216805636882781, 0.0241979360580444]","[-0.0764760971069336, 0.0959463119506836, -0.0261106491088867, -0.0068044657818973]","[-0.0006108650122769177, 0.0018325960263609, 0.0, -0.0006108650122769177]","[-0.0018325960263609, 0.0054977871477603, 0.0116064399480819, -0.0018325960263609]","[0.0012217300245538, 0.0036651920527219, 0.0048869219608604, -0.0006108650122769177]",Normal
"[0.0238858684897422, 0.1324680596590042, 0.0299767255783081, 0.0361822172999382]","[-0.0087827444076538, 0.0216805636882781, 0.0241979360580444, 0.3789909183979034]","[0.0959463119506836, -0.0261106491088867, -0.0068044657818973, 0.002525330055505]","[0.0018325960263609, 0.0, -0.0006108650122769177, 0.0036651920527219]","[0.0054977871477603, 0.0116064399480819, -0.0018325960263609, 0.0006108650122769177]","[0.0036651920527219, 0.0048869219608604, -0.0006108650122769177, -0.0018325960263609]",Normal
"[0.1324680596590042, 0.0299767255783081, 0.0361822172999382, -0.1328598707914352]","[0.0216805636882781, 0.0241979360580444, 0.3789909183979034, 0.4911006689071655]","[-0.0261106491088867, -0.0068044657818973, 0.002525330055505, 0.0508337020874023]","[0.0, -0.0006108650122769177, 0.0036651920527219, 0.006108651868999]","[0.0116064399480819, -0.0018325960263609, 0.0006108650122769177, -0.0122173046693205]","[0.0048869219608604, -0.0006108650122769177, -0.0018325960263609, -0.0024434609804302]",Normal
"[0.0299767255783081, 0.0361822172999382, -0.1328598707914352, -0.1277412623167038]","[0.0241979360580444, 0.3789909183979034, 0.4911006689071655, 0.27789306640625]","[-0.0068044657818973, 0.002525330055505, 0.0508337020874023, 0.0980758666992187]","[-0.0006108650122769177, 0.0036651920527219, 0.006108651868999, 0.0134390350431203]","[-0.0018325960263609, 0.0006108650122769177, -0.0122173046693205, -0.0091629782691597]","[-0.0006108650122769177, -0.0018325960263609, -0.0024434609804302, -0.0048869219608604]",Normal
"[0.0361822172999382, -0.1328598707914352, -0.1277412623167038, 0.3709278106689453]","[0.3789909183979034, 0.4911006689071655, 0.27789306640625, 0.2933158874511719]","[0.002525330055505, 0.0508337020874023, 0.0980758666992187, 0.4414997100830078]","[0.0036651920527219, 0.006108651868999, 0.0134390350431203, 0.0024434609804302]","[0.0006108650122769177, -0.0122173046693205, -0.0091629782691597, 0.0]","[-0.0018325960263609, -0.0024434609804302, -0.0048869219608604, -0.0116064399480819]",Normal
"[-0.1328598707914352, -0.1277412623167038, 0.3709278106689453, -0.284456342458725]","[0.4911006689071655, 0.27789306640625, 0.2933158874511719, -0.0490717887878418]","[0.0508337020874023, 0.0980758666992187, 0.4414997100830078, -0.1431961059570312]","[0.006108651868999, 0.0134390350431203, 0.0024434609804302, 0.0109955742955207]","[-0.0122173046693205, -0.0091629782691597, 0.0, 0.0103847095742821]","[-0.0024434609804302, -0.0048869219608604, -0.0116064399480819, -0.006108651868999]",Normal
"[-0.1277412623167038, 0.3709278106689453, -0.284456342458725, 0.3922405242919922]","[0.27789306640625, 0.2933158874511719, -0.0490717887878418, 0.7267613410949707]","[0.0980758666992187, 0.4414997100830078, -0.1431961059570312, 0.5885324478149414]","[0.0134390350431203, 0.0024434609804302, 0.0109955742955207, 0.0146607663482427]","[-0.0091629782691597, 0.0, 0.0103847095742821, 0.0048869219608604]","[-0.0048869219608604, -0.0116064399480819, -0.006108651868999, -0.0158824957907199]",Normal
"[0.3709278106689453, -0.284456342458725, 0.3922405242919922, -0.2567333281040191]","[0.2933158874511719, -0.0490717887878418, 0.7267613410949707, -0.8983097076416016]","[0.4414997100830078, -0.1431961059570312, 0.5885324478149414, 0.2159385681152343]","[0.0024434609804302, 0.0109955742955207, 0.0146607663482427, -0.0238237436860799]","[0.0, 0.0103847095742821, 0.0048869219608604, 0.0054977871477603]","[-0.0116064399480819, -0.006108651868999, -0.0158824957907199, -0.0122173046693205]",Normal
"[-0.284456342458725, 0.3922405242919922, -0.2567333281040191, 0.436765044927597]","[-0.0490717887878418, 0.7267613410949707, -0.8983097076416016, 0.3077101707458496]","[-0.1431961059570312, 0.5885324478149414, 0.2159385681152343, 0.4587116241455078]","[0.0109955742955207, 0.0146607663482427, -0.0238237436860799, 0.0195476878434419]","[0.0103847095742821, 0.0048869219608604, 0.0054977871477603, 0.0018325960263609]","[-0.006108651868999, -0.0158824957907199, -0.0122173046693205, -0.0140499006956815]",Normal
"[0.3922405242919922, -0.2567333281040191, 0.436765044927597, -0.16121706366539]","[0.7267613410949707, -0.8983097076416016, 0.3077101707458496, 0.2795977592468261]","[0.5885324478149414, 0.2159385681152343, 0.4587116241455078, -0.2536640167236328]","[0.0146607663482427, -0.0238237436860799, 0.0195476878434419, -0.0164933614432811]","[0.0048869219608604, 0.0054977871477603, 0.0018325960263609, -0.0183259565383195]","[-0.0158824957907199, -0.0122173046693205, -0.0140499006956815, -0.0122173046693205]",Normal
"[-0.2567333281040191, 0.436765044927597, -0.16121706366539, -0.1564238965511322]","[-0.8983097076416016, 0.3077101707458496, 0.2795977592468261, -0.1853877305984497]","[0.2159385681152343, 0.4587116241455078, -0.2536640167236328, -0.0685234069824218]","[-0.0238237436860799, 0.0195476878434419, -0.0164933614432811, 0.0012217300245538]","[0.0054977871477603, 0.0018325960263609, -0.0183259565383195, -0.0036651920527219]","[-0.0122173046693205, -0.0140499006956815, -0.0122173046693205, -0.0097738439217209]",Normal
"[0.436765044927597, -0.16121706366539, -0.1564238965511322, 0.1279284060001373]","[0.3077101707458496, 0.2795977592468261, -0.1853877305984497, 0.3654298782348633]","[0.4587116241455078, -0.2536640167236328, -0.0685234069824218, -0.6382064819335938]","[0.0195476878434419, -0.0164933614432811, 0.0012217300245538, 0.0183259565383195]","[0.0018325960263609, -0.0183259565383195, -0.0036651920527219, 0.0]","[-0.0140499006956815, -0.0122173046693205, -0.0097738439217209, -0.0109955742955207]",Normal
"[-0.16121706366539, -0.1564238965511322, 0.1279284060001373, 0.2829169034957886]","[0.2795977592468261, -0.1853877305984497, 0.3654298782348633, -0.1196589469909668]","[-0.2536640167236328, -0.0685234069824218, -0.6382064819335938, 0.7761611938476562]","[-0.0164933614432811, 0.0012217300245538, 0.0183259565383195, -0.0085521135479211]","[-0.0183259565383195, -0.0036651920527219, 0.0, -0.0219911485910415]","[-0.0122173046693205, -0.0097738439217209, -0.0109955742955207, -0.0067195179872214]",Normal
"[-0.1564238965511322, 0.1279284060001373, 0.2829169034957886, 0.463662713766098]","[-0.1853877305984497, 0.3654298782348633, -0.1196589469909668, 0.3254859447479248]","[-0.0685234069824218, -0.6382064819335938, 0.7761611938476562, 0.5120859146118164]","[0.0012217300245538, 0.0183259565383195, -0.0085521135479211, 0.0030543259344995]","[-0.0036651920527219, 0.0, -0.0219911485910415, 0.0018325960263609]","[-0.0097738439217209, -0.0109955742955207, -0.0067195179872214, -0.0085521135479211]",Normal
"[0.1279284060001373, 0.2829169034957886, 0.463662713766098, 0.192474365234375]","[0.3654298782348633, -0.1196589469909668, 0.3254859447479248, -0.1530927717685699]","[-0.6382064819335938, 0.7761611938476562, 0.5120859146118164, 0.1338405609130859]","[0.0183259565383195, -0.0085521135479211, 0.0030543259344995, 0.0036651920527219]","[0.0, -0.0219911485910415, 0.0018325960263609, -0.0030543259344995]","[-0.0109955742955207, -0.0067195179872214, -0.0085521135479211, 0.0006108650122769177]",Normal
"[0.2829169034957886, 0.463662713766098, 0.192474365234375, 0.1098410487174987]","[-0.1196589469909668, 0.3254859447479248, -0.1530927717685699, -0.1580204367637634]","[0.7761611938476562, 0.5120859146118164, 0.1338405609130859, 0.5483665466308594]","[-0.0085521135479211, 0.0030543259344995, 0.0036651920527219, -0.0030543259344995]","[-0.0219911485910415, 0.0018325960263609, -0.0030543259344995, -0.0042760567739605]","[-0.0067195179872214, -0.0085521135479211, 0.0006108650122769177, 0.0036651920527219]",Normal
"[0.463662713766098, 0.192474365234375, 0.1098410487174987, 0.0822853446006774]","[0.3254859447479248, -0.1530927717685699, -0.1580204367637634, 0.502385139465332]","[0.5120859146118164, 0.1338405609130859, 0.5483665466308594, -0.4427995681762695]","[0.0030543259344995, 0.0036651920527219, -0.0030543259344995, 0.0012217300245538]","[0.0018325960263609, -0.0030543259344995, -0.0042760567739605, 0.006108651868999]","[-0.0085521135479211, 0.0006108650122769177, 0.0036651920527219, -0.0012217300245538]",Normal
"[0.192474365234375, 0.1098410487174987, 0.0822853446006774, -0.1028997749090194]","[-0.1530927717685699, -0.1580204367637634, 0.502385139465332, 1.3881765604019165]","[0.1338405609130859, 0.5483665466308594, -0.4427995681762695, -0.6868829727172852]","[0.0036651920527219, -0.0030543259344995, 0.0012217300245538, 0.0293215326964855]","[-0.0030543259344995, -0.0042760567739605, 0.006108651868999, -0.0024434609804302]","[0.0006108650122769177, 0.0036651920527219, -0.0012217300245538, 0.0024434609804302]",Normal
"[0.1098410487174987, 0.0822853446006774, -0.1028997749090194, 0.3313730955123901]","[-0.1580204367637634, 0.502385139465332, 1.3881765604019165, 1.3817899227142334]","[0.5483665466308594, -0.4427995681762695, -0.6868829727172852, 0.6424732208251953]","[-0.0030543259344995, 0.0012217300245538, 0.0293215326964855, 0.0262672062963247]","[-0.0042760567739605, 0.006108651868999, -0.0024434609804302, -0.0219911485910415]","[0.0036651920527219, -0.0012217300245538, 0.0024434609804302, 0.0018325960263609]",Normal
"[0.0822853446006774, -0.1028997749090194, 0.3313730955123901, 0.1038251817226409]","[0.502385139465332, 1.3881765604019165, 1.3817899227142334, 0.2556445598602295]","[-0.4427995681762695, -0.6868829727172852, 0.6424732208251953, 0.9661712646484376]","[0.0012217300245538, 0.0293215326964855, 0.0262672062963247, 0.0116064399480819]","[0.006108651868999, -0.0024434609804302, -0.0219911485910415, -0.0067195179872214]","[-0.0012217300245538, 0.0024434609804302, 0.0018325960263609, 0.0006108650122769177]",Aggressive
"[-0.1028997749090194, 0.3313730955123901, 0.1038251817226409, 0.1067740321159362]","[1.3881765604019165, 1.3817899227142334, 0.2556445598602295, 0.698974609375]","[-0.6868829727172852, 0.6424732208251953, 0.9661712646484376, 0.2249650955200195]","[0.0293215326964855, 0.0262672062963247, 0.0116064399480819, -0.006108651868999]","[-0.0024434609804302, -0.0219911485910415, -0.0067195179872214, 0.0097738439217209]","[0.0024434609804302, 0.0018325960263609, 0.0006108650122769177, 0.0]",Aggressive
