sensor_data,label
$$$0.5208071000599891/0.5118615122199555/0.4102141372044091/0.3993055720249546/0.6119403049604187/0.5074627028693689 $$$0.587898912115952/0.4836326999504415/0.5678387100296195/0.6006944597374578/0.8159204040855405/0.3880597072662348 $$$1.0/0.0/0.5482082964843898/0.08680557202495458/0.9303482577253165/0.35820896405424146 $$$0.19487628946727462/0.4705703297228911/0.29917754717834577/0.7743055720249545/0.8258706518983447/0.3731343470378185,Normal
$$$0.5200209432055993/0.5110753553655657/0.40942798035001937/0.3985194151705649/0.611154148106029/0.5066765460149791 $$$0.5871127552615623/0.4828465430960518/0.5670525531752297/0.5999083028830681/0.8151342472311507/0.3872735504118451 $$$0.9992138431456102/-0.0007861568543897166/0.5474221396300001/0.08601941517056486/0.9295621008709267/0.35742280719985176 $$$0.1940901326128849/0.4697841728685014/0.29839139032395606/0.7735194151705648/0.825084495043955/0.3723481901834288,Normal
$$$0.587898912115952/0.4836326999504415/0.5678387100296195/0.6006944597374578/0.8159204040855405/0.3880597072662348 $$$1.0/0.0/0.5482082964843898/0.08680557202495458/0.9303482577253165/0.35820896405424146 $$$0.19487628946727462/0.4705703297228911/0.29917754717834577/0.7743055720249545/0.8258706518983447/0.3731343470378185 $$$0.29451103064027057/0.6665715229643693/1.0/0.6875000105874708/0.7164179164761807/0.6865671777855019,Normal
$$$0.5878459161844349/0.48357970401892436/0.5677857140981024/0.6006414638059407/0.8158674081540234/0.38800671133471765 $$$0.9999470040684829/-5.299593151713959e-05/0.5481553005528728/0.08675257609343744/0.9302952617937994/0.3581559681227243 $$$0.19482329353575747/0.47051733379137395/0.29912455124682863/0.7742525760934375/0.8258176559668277/0.37308135110630136 $$$0.2944580347087534/0.6665185270328522/0.9999470040684829/0.6874470146559537/0.7163649205446636/0.6865141818539848,Normal
$$$1.0/0.0/0.5482082964843898/0.08680557202495458/0.9303482577253165/0.35820896405424146 $$$0.19487628946727462/0.4705703297228911/0.29917754717834577/0.7743055720249545/0.8258706518983447/0.3731343470378185 $$$0.29451103064027057/0.6665715229643693/1.0/0.6875000105874708/0.7164179164761807/0.6865671777855019 $$$0.32711432458630996/0.5785388316652393/0.3321853620138994/0.32986112287496755/0.0/1.0,Aggressive
$$$0.9912271365835492/-0.008772863416450744/0.5394354330679391/0.07803270860850384/0.9215753943088657/0.34943610063779074 $$$0.18610342605082386/0.46179746630644036/0.29040468376189504/0.7655327086085038/0.817097788481894/0.3643614836213678 $$$0.28573816722381984/0.6577986595479185/0.9912271365835492/0.67872714717102/0.7076450530597299/0.6777943143690511 $$$0.31834146116985923/0.5697659682487886/0.3234124985974487/0.3210882594585168/-0.008772863416450744/0.9912271365835492,Aggressive
$$$0.34159432738718165/0.5717540685306439/0.47148086127947125/0.47560975836495506/0.3285714179926004/0.5357143148838467 $$$0.3930250210948264/0.5093500794267073/0.4658205785560152/0.5487805018627214/0.41428571308003903/0.6785713974572303 $$$0.3247460137655829/0.5480877379668069/0.40286268613501464/0.5121951301138382/0.3714285634944503/0.5714285855271926 $$$0.3581382318817461/0.6878295837309287/0.5265265550531033/1.0/0.4428571316171379/0.7499999931937691,Slow
$$$0.33739904820163635/0.5675587893450986/0.46728558209392596/0.47141447917940976/0.3243761388070551/0.5315190356983014 $$$0.3888297419092811/0.505154800241162/0.4616252993704699/0.5445852226771761/0.41009043389449373/0.674376118271685 $$$0.3205507345800376/0.5438924587812616/0.39866740694946934/0.5079998509282929/0.367233284308905/0.5672333063416473 $$$0.3539429526962008/0.6836343045453834/0.522331275867558/0.9958047208144547/0.4386618524315926/0.7458047140082238,Slow
$$$0.3930250210948264/0.5093500794267073/0.4658205785560152/0.5487805018627214/0.41428571308003903/0.6785713974572303 $$$0.3247460137655829/0.5480877379668069/0.40286268613501464/0.5121951301138382/0.3714285634944503/0.5714285855271926 $$$0.3581382318817461/0.6878295837309287/0.5265265550531033/1.0/0.4428571316171379/0.7499999931937691 $$$0.9543824515563323/0.5307193304416323/0.777266649415847/0.8414634200758921/0.4999999891100298/0.8928571302169998,Normal
$$$0.39679491038546144/0.5131199687173423/0.46959046784665026/0.5525503911533565/0.4180556023706741/0.6823412867478653 $$$0.3285159030562179/0.5518576272574419/0.4066325754256497/0.5159650194044733/0.37519845278508535/0.5751984748178276 $$$0.36190812117238114/0.6915994730215638/0.5302964443437383/1.003769889290635/0.44662702090777295/0.7537698824844041 $$$0.9581523408469673/0.5344892197322674/0.781036538706482/0.8452333093665272/0.5037698784006649/0.8966270195076348,Normal
$$$0.3247460137655829/0.5480877379668069/0.40286268613501464/0.5121951301138382/0.3714285634944503/0.5714285855271926 $$$0.3581382318817461/0.6878295837309287/0.5265265550531033/1.0/0.4428571316171379/0.7499999931937691 $$$0.9543824515563323/0.5307193304416323/0.777266649415847/0.8414634200758921/0.4999999891100298/0.8928571302169998 $$$0.2625791790286886/0.8632402905281394/0.4997326882894672/0.5731707342014506/0.31428570464031214/0.8571428493643075,Normal
$$$0.3259435580644614/0.5492852822656854/0.40406023043389316/0.5133926744127167/0.37262610779332883/0.5726261298260711 $$$0.3593357761806246/0.6890271280298073/0.5277240993519818/1.0011975442988785/0.44405467591601644/0.7511975374926476 $$$0.9555799958552108/0.5319168747405109/0.7784641937147255/0.8426609643747707/0.5011975334089084/0.8940546745158783 $$$0.26377672332756713/0.864437834827018/0.5009302325883458/0.5743682785003291/0.31548324893919066/0.858340393663186,Normal
$$$0.3581382318817461/0.6878295837309287/0.5265265550531033/1.0/0.4428571316171379/0.7499999931937691 $$$0.9543824515563323/0.5307193304416323/0.777266649415847/0.8414634200758921/0.4999999891100298/0.8928571302169998 $$$0.2625791790286886/0.8632402905281394/0.4997326882894672/0.5731707342014506/0.31428570464031214/0.8571428493643075 $$$0.0/0.970677138118644/0.42123822888038/0.5487805018627214/0.38571427140175346/0.6071428561705384,Normal
$$$0.35038471176760416/0.6800760636167869/0.5187730349389614/0.9922464798858581/0.435103611502996/0.7422464730796272 $$$0.9466289314421904/0.5229658103274905/0.7695131293017051/0.8337098999617503/0.49224646899588786/0.8851036101028579 $$$0.25482565891454667/0.8554867704139976/0.4919791681753253/0.5654172140873087/0.3065321845261702/0.8493893292501656 $$$-0.007753520114141916/0.9629236180045021/0.41348470876623805/0.5410269817485795/0.37796075128761153/0.5993893360563965,Normal
$$$0.9543824515563323/0.5307193304416323/0.777266649415847/0.8414634200758921/0.4999999891100298/0.8928571302169998 $$$0.2625791790286886/0.8632402905281394/0.4997326882894672/0.5731707342014506/0.31428570464031214/0.8571428493643075 $$$0.0/0.970677138118644/0.42123822888038/0.5487805018627214/0.38571427140175346/0.6071428561705384 $$$0.22240396079948935/0.8690861165644616/0.4606704109304841/0.5365853647766463/0.0/0.28571430127138486,Normal
$$$0.9463713034934061/0.5227081823787062/0.7692555013529209/0.833452272012966/0.49198884104710366/0.8848459821540736 $$$0.25456803096576247/0.8552291424652133/0.4917215402265411/0.5651595861385245/0.306274556577386/0.8491317013013814 $$$-0.00801114806292615/0.9626659900557178/0.41322708081745385/0.5407693537997953/0.37770312333882733/0.5991317081076123 $$$0.2143928127365632/0.8610749685015354/0.452659262867558/0.5285742167137202/-0.00801114806292615/0.27770315320845873,Normal
$$$0.2625791790286886/0.8632402905281394/0.4997326882894672/0.5731707342014506/0.31428570464031214/0.8571428493643075 $$$0.0/0.970677138118644/0.42123822888038/0.5487805018627214/0.38571427140175346/0.6071428561705384 $$$0.22240396079948935/0.8690861165644616/0.4606704109304841/0.5365853647766463/0.0/0.28571430127138486 $$$0.7982693886867805/0.05165275930932063/0.6711843675655712/0.0/0.8571428446971769/1.0,Aggressive
$$$0.26894249396626274/0.8696036054657136/0.5060960032270414/0.5795340491390247/0.3206490195778863/0.8635061643018817 $$$0.006363314937574164/0.9770404530562181/0.4276015438179541/0.5551438168002956/0.3920775863393276/0.6135061711081126 $$$0.2287672757370635/0.8754494315020357/0.46703372586805825/0.5429486797142205/0.006363314937574164/0.292077616208959 $$$0.8046327036243547/0.0580160742468948/0.6775476825031453/0.006363314937574164/0.8635061596347511/1.0063633149375741,Aggressive
$$$0.0/0.970677138118644/0.42123822888038/0.5487805018627214/0.38571427140175346/0.6071428561705384 $$$0.22240396079948935/0.8690861165644616/0.4606704109304841/0.5365853647766463/0.0/0.28571430127138486 $$$0.7982693886867805/0.05165275930932063/0.6711843675655712/0.0/0.8571428446971769/1.0 $$$0.3192231390050364/0.880995233824283/0.24778370663879176/0.3902439219386135/0.42857142234858847/0.4285714519070773,Aggressive
$$$-0.0030347998721580735/0.9676423382464859/0.4182034290082219/0.5457457019905634/0.38267947152959536/0.6041080562983804 $$$0.21936916092733127/0.8660513166923035/0.457635611058326/0.5335505649044883/-0.0030347998721580735/0.28267950139922676 $$$0.7952345888146225/0.04861795943716256/0.6681495676934132/-0.0030347998721580735/0.8541080448250189/0.996965200127842 $$$0.3161883391328783/0.877960433952125/0.2447489067666337/0.3872091220664554/0.42553662247643037/0.4255366520349192,Aggressive
$$$0.22240396079948935/0.8690861165644616/0.4606704109304841/0.5365853647766463/0.0/0.28571430127138486 $$$0.7982693886867805/0.05165275930932063/0.6711843675655712/0.0/0.8571428446971769/1.0 $$$0.3192231390050364/0.880995233824283/0.24778370663879176/0.3902439219386135/0.42857142234858847/0.4285714519070773 $$$0.6509790093798/0.5400337706776652/0.7164603597821837/0.6585365985167394/0.31428570464031214/0.7142857259535387,Aggressive
$$$0.2180121939594766/0.8646943497244488/0.45627864409047136/0.5321935979366336/-0.004391766840012752/0.2813225344313721 $$$0.7938776218467678/0.04726099246930788/0.6667926007255585/-0.004391766840012752/0.8527510778571642/0.9956082331599873 $$$0.31483137216502366/0.8766034669842703/0.24339193979877902/0.38585215509860077/0.4241796555085757/0.42417968506706455 $$$0.6465872425397873/0.5356420038376525/0.712068592942171/0.6541448316767267/0.3098939378002994/0.7098939591135259,Aggressive
$$$0.7982693886867805/0.05165275930932063/0.6711843675655712/0.0/0.8571428446971769/1.0 $$$0.3192231390050364/0.880995233824283/0.24778370663879176/0.3902439219386135/0.42857142234858847/0.4285714519070773 $$$0.6509790093798/0.5400337706776652/0.7164603597821837/0.6585365985167394/0.31428570464031214/0.7142857259535387 $$$0.22737189002274366/0.5604925694776272/0.2054293345249318/0.4634146421955905/0.25714284034118884/0.6428571268138844,Aggressive
$$$0.7983345894531965/0.05171796007573658/0.6712495683319871/6.520076641594423e-05/0.8572080454635929/1.000065200766416 $$$0.3192883397714523/0.8810604345906989/0.2478489074052077/0.39030912270502943/0.4286366231150044/0.4286366526734932 $$$0.6510442101462159/0.5400989714440811/0.7165255605485996/0.6586017992831553/0.31435090540672805/0.7143509267199546 $$$0.2274370907891596/0.5605577702440431/0.20549453529134776/0.4634798429620064/0.25720804110760476/0.6429223275803003,Aggressive
$$$0.3192231390050364/0.880995233824283/0.24778370663879176/0.3902439219386135/0.42857142234858847/0.4285714519070773 $$$0.6509790093798/0.5400337706776652/0.7164603597821837/0.6585365985167394/0.31428570464031214/0.7142857259535387 $$$0.22737189002274366/0.5604925694776272/0.2054293345249318/0.4634146421955905/0.25714284034118884/0.6428571268138844 $$$0.5740042924496394/0.7116152048423012/0.5711345529738855/0.8170731784408473/0.4000000038114896/0.6071428561705384,Normal
$$$0.3131419131140834/0.8749140079333301/0.24170248074783876/0.3841626960476605/0.42249019645763547/0.4224902260161243 $$$0.6448977834888471/0.5339525447867123/0.7103791338912308/0.6524553726257865/0.30820447874935913/0.7082045000625857 $$$0.22129066413179066/0.5544113435866742/0.1993481086339788/0.4573334163046375/0.25106161445023584/0.6367759009229315 $$$0.5679230665586864/0.7055339789513483/0.5650533270829325/0.8109919525498943/0.3939187779205366/0.6010616302795855,Normal
$$$0.6509790093798/0.5400337706776652/0.7164603597821837/0.6585365985167394/0.31428570464031214/0.7142857259535387 $$$0.22737189002274366/0.5604925694776272/0.2054293345249318/0.4634146421955905/0.25714284034118884/0.6428571268138844 $$$0.5740042924496394/0.7116152048423012/0.5711345529738855/0.8170731784408473/0.4000000038114896/0.6071428561705384 $$$0.38755193253275033/0.01975729190742544/0.514674215990142/0.10975609665401798/0.6000000043559881/0.8928571302169998,Normal
$$$0.6592705347546124/0.5483252960524776/0.7247518851569961/0.6668281238915518/0.3225772300151245/0.722577251328351 $$$0.23566341539755603/0.5687840948524395/0.21372085989974418/0.47170616757040285/0.2654343657160012/0.6511486521886968 $$$0.5822958178244517/0.7199067302171136/0.5794260783486979/0.8253647038156596/0.40829152918630196/0.6154343815453508 $$$0.3958434579075627/0.028048817282237813/0.5229657413649543/0.11804762202883035/0.6082915297308005/0.9011486555918121,Normal
$$$0.22737189002274366/0.5604925694776272/0.2054293345249318/0.4634146421955905/0.25714284034118884/0.6428571268138844 $$$0.5740042924496394/0.7116152048423012/0.5711345529738855/0.8170731784408473/0.4000000038114896/0.6071428561705384 $$$0.38755193253275033/0.01975729190742544/0.514674215990142/0.10975609665401798/0.6000000043559881/0.8928571302169998 $$$0.6941099844077434/0.48343600346377325/0.6061010905633837/0.2560975650569191/1.0/0.7499999931937691,Normal
$$$0.21776562752797354/0.550886306982857/0.1958230720301617/0.45380837970082033/0.24753657784641872/0.6332508643191143 $$$0.5643980299548692/0.7020089423475311/0.5615282904791153/0.8074669159460771/0.39039374131671944/0.5975365936757683 $$$0.3779456700379802/0.010151029412655317/0.5050679534953718/0.10014983415924786/0.590393741861218/0.8832508677222296 $$$0.6845037219129733/0.4738297409690031/0.5964948280686135/0.246491302562149/0.9903937375052299/0.7403937306989989,Normal
$$$0.5740042924496394/0.7116152048423012/0.5711345529738855/0.8170731784408473/0.4000000038114896/0.6071428561705384 $$$0.38755193253275033/0.01975729190742544/0.514674215990142/0.10975609665401798/0.6000000043559881/0.8928571302169998 $$$0.6941099844077434/0.48343600346377325/0.6061010905633837/0.2560975650569191/1.0/0.7499999931937691 $$$0.3414712210232102/0.21795785984572522/1.0/0.6341463382890629/0.4428571316171379/0.8928571302169998,Normal
$$$0.5790550335210031/0.716665945913665/0.5761852940452492/0.822123919512211/0.40505074488285336/0.6121935972419021 $$$0.3926026736041141/0.024808032978789203/0.5197249570615057/0.11480683772538174/0.6050507454273518/0.8979078712883635 $$$0.6991607254791071/0.488486744535137/0.6111518316347474/0.2611483061282829/1.0050507410713638/0.7550507342651328 $$$0.346521962094574/0.223008600917089/1.0050507410713638/0.6391970793604266/0.4479078726885017/0.8979078712883635,Normal
$$$0.38755193253275033/0.01975729190742544/0.514674215990142/0.10975609665401798/0.6000000043559881/0.8928571302169998 $$$0.6941099844077434/0.48343600346377325/0.6061010905633837/0.2560975650569191/1.0/0.7499999931937691 $$$0.3414712210232102/0.21795785984572522/1.0/0.6341463382890629/0.4428571316171379/0.8928571302169998 $$$1.0/1.0/0.5385755306621921/0.9756097769575865/0.6285714310605646/0.6428571268138844,Aggressive
$$$0.37996218814588545/0.012167547520560556/0.5070844716032771/0.1021663522671531/0.5924102599691232/0.8852673858301349 $$$0.6865202400208785/0.47584625907690836/0.5985113461765188/0.24850782067005422/0.9924102556131351/0.7424102488069042 $$$0.3338814766363453/0.21036811545886033/0.9924102556131351/0.626556593902198/0.43526738723027303/0.8852673858301349 $$$0.9924102556131351/0.9924102556131351/0.5309857862753272/0.9680200325707217/0.6209816866736997/0.6352673824270195,Aggressive
$$$0.6941099844077434/0.48343600346377325/0.6061010905633837/0.2560975650569191/1.0/0.7499999931937691 $$$0.3414712210232102/0.21795785984572522/1.0/0.6341463382890629/0.4428571316171379/0.8928571302169998 $$$1.0/1.0/0.5385755306621921/0.9756097769575865/0.6285714310605646/0.6428571268138844 $$$0.23866200968986465/0.9538053684663822/0.13082257911913667/0.5243902474452423/0.05714285340915308/0.10714286978300021,Aggressive
$$$0.7013224156780187/0.4906484347340485/0.613313521833659/0.2633099963271944/1.0072124312702753/0.7572124244640444 $$$0.34868365229348547/0.22517029111600048/1.0072124312702753/0.6413587695593381/0.4500695628874132/0.900069561487275 $$$1.0072124312702753/1.0072124312702753/0.5457879619324674/0.9828222082278618/0.6357838623308398/0.6500695580841597 $$$0.2458744409601399/0.9610177997366575/0.13803501038941193/0.5316026787155176/0.06435528467942835/0.11435530105327547,Aggressive
$$$0.3414712210232102/0.21795785984572522/1.0/0.6341463382890629/0.4428571316171379/0.8928571302169998 $$$1.0/1.0/0.5385755306621921/0.9756097769575865/0.6285714310605646/0.6428571268138844 $$$0.23866200968986465/0.9538053684663822/0.13082257911913667/0.5243902474452423/0.05714285340915308/0.10714286978300021 $$$0.6059795468299308/0.0/0.6827705348400063/0.10975609665401798/0.6285714310605646/0.46428571914730776,Aggressive
$$$0.351021398609306/0.227508037431821/1.0095501775860958/0.6436965158751586/0.4524073092032337/0.9024073078030955 $$$1.0095501775860958/1.0095501775860958/0.5481257082482879/0.9851599545436823/0.6381216086466603/0.6524073043999802 $$$0.24821218727596042/0.963355546052478/0.14037275670523244/0.5339404250313381/0.06669303099524886/0.11669304736909598 $$$0.6155297244160266/0.009550177586095774/0.692320712426102/0.11930627424011375/0.6381216086466603/0.47383589673340354,Aggressive
$$$1.0/1.0/0.5385755306621921/0.9756097769575865/0.6285714310605646/0.6428571268138844 $$$0.23866200968986465/0.9538053684663822/0.13082257911913667/0.5243902474452423/0.05714285340915308/0.10714286978300021 $$$0.6059795468299308/0.0/0.6827705348400063/0.10975609665401798/0.6285714310605646/0.46428571914730776 $$$0.43008138666074314/0.4997227064071238/0.7273038678693604/0.7926829368058023/0.2714285536934771/0.21428571234107688,Aggressive
$$$0.9966123435518233/0.9966123435518233/0.5351878742140154/0.9722221205094098/0.6251837746123878/0.6394694703657077 $$$0.23527435324168788/0.9504177120182055/0.1274349226709599/0.5210025909970656/0.05375519696097631/0.10375521333482345 $$$0.6025918903817541/-0.0033876564481767676/0.6793828783918295/0.10636844020584121/0.6251837746123878/0.460898062699131 $$$0.42669373021256635/0.496335049958947/0.7239162114211837/0.7892952803576255/0.26804089724530034/0.21089805589290012,Aggressive
$$$0.23866200968986465/0.9538053684663822/0.13082257911913667/0.5243902474452423/0.05714285340915308/0.10714286978300021 $$$0.6059795468299308/0.0/0.6827705348400063/0.10975609665401798/0.6285714310605646/0.46428571914730776 $$$0.43008138666074314/0.4997227064071238/0.7273038678693604/0.7926829368058023/0.2714285536934771/0.21428571234107688 $$$0.5506074062160468/0.5186168895605212/0.7459757903364251/0.5000000127824341/0.4999999891100298/0.28571430127138486,Normal
$$$0.23998782999675417/0.9551311887732717/0.1321483994260262/0.5257160677521319/0.058468673716042585/0.10846869008988971 $$$0.6073053671368204/0.0013258203068895053/0.6840963551468958/0.11108191696090748/0.6298972513674541/0.46561153945419725 $$$0.43140720696763263/0.5010485267140133/0.72862968817625/0.7940087571126918/0.2727543740003666/0.2156115326479664 $$$0.5519332265229363/0.5199427098674108/0.7473016106433147/0.5013258330893237/0.5013258094169193/0.28704012157827435,Normal
$$$0.6059795468299308/0.0/0.6827705348400063/0.10975609665401798/0.6285714310605646/0.46428571914730776 $$$0.43008138666074314/0.4997227064071238/0.7273038678693604/0.7926829368058023/0.2714285536934771/0.21428571234107688 $$$0.5506074062160468/0.5186168895605212/0.7459757903364251/0.5000000127824341/0.4999999891100298/0.28571430127138486 $$$0.2085892667450743/0.7588159154324132/0.6174131065952467/0.6219512267678562/0.1428571335228827/0.17857143148838467,Normal
$$$0.5963122008754075/-0.009667345954523314/0.6731031888854829/0.10008875069949466/0.6189040851060412/0.4546183731927845 $$$0.42041404070621985/0.4900553604526005/0.7176365219148371/0.7830155908512789/0.26176120773895384/0.20461836638655356 $$$0.5409400602615234/0.5089495436059979/0.7363084443819018/0.4903326668279108/0.4903326431555065/0.2760469553168616 $$$0.198921920790551/0.7491485694778899/0.6077457606407234/0.6122838808133328/0.1331897875683594/0.16890408553386135,Normal
$$$0.43008138666074314/0.4997227064071238/0.7273038678693604/0.7926829368058023/0.2714285536934771/0.21428571234107688 $$$0.5506074062160468/0.5186168895605212/0.7459757903364251/0.5000000127824341/0.4999999891100298/0.28571430127138486 $$$0.2085892667450743/0.7588159154324132/0.6174131065952467/0.6219512267678562/0.1428571335228827/0.17857143148838467 $$$0.22623583793364618/0.49129991153294517/0.0/0.7439024535357124/0.9142857416662108/0.28571430127138486,Normal
$$$0.4391742089082109/0.5088155286545916/0.7363966901168282/0.80177575905327/0.2805213759409449/0.22337853458854462 $$$0.5597002284635145/0.527709711807989/0.7550686125838929/0.5090928350299019/0.5090928113574975/0.29480712351885263 $$$0.21768208899254204/0.767908737679881/0.6265059288427145/0.631044049015324/0.15194995577035045/0.1876642537358524 $$$0.23532866018111392/0.5003927337804129/0.009092822247467743/0.7529952757831802/0.9233785639136786/0.29480712351885263,Normal
$$$0.5506074062160468/0.5186168895605212/0.7459757903364251/0.5000000127824341/0.4999999891100298/0.28571430127138486 $$$0.2085892667450743/0.7588159154324132/0.6174131065952467/0.6219512267678562/0.1428571335228827/0.17857143148838467 $$$0.22623583793364618/0.49129991153294517/0.0/0.7439024535357124/0.9142857416662108/0.28571430127138486 $$$0.8832367516353553/0.6187288420911959/0.6838352219941112/0.47560975836495506/0.1571428359852008/0.0,Normal
$$$0.5448219257853305/0.512831409129805/0.7401903099057089/0.4942145323517178/0.4942145086793135/0.27992882084066856 $$$0.202803786314358/0.753030435001697/0.6116276261645305/0.6161657463371399/0.1370716530921664/0.17278595105766836 $$$0.22045035750292988/0.48551443110222886/-0.005785480430716304/0.7381169731049961/0.9085002612354945/0.27992882084066856 $$$0.8774512712046391/0.6129433616604797/0.6780497415633949/0.46982427793423875/0.15135735555448449/-0.005785480430716304,Normal
$$$0.37668307782897403/0.29413643734693407/0.5760566653213196/0.5466666563671754/0.881578949216096/0.6764705948295665 $$$0.33403570003507893/0.2815902719350523/0.6232259327011949/0.5733333124294315/0.7368420978064698/0.7058823456874768 $$$0.3562841756596849/0.26421581902936836/0.6748457655636567/0.5866666620589995/0.6447368275878173/0.5882352862045201 $$$0.3880592529120905/0.300406675131974/0.5257507298944863/0.5466666563671754/0.5263157968643839/0.5882352862045201,Slow
$$$0.3680250318821845/0.2854783914001445/0.5673986193745301/0.5380086104203858/0.8729209032693065/0.667812548882777 $$$0.3253776540882894/0.2729322259882628/0.6145678867544053/0.564675266482642/0.7281840518596803/0.6972242997406872 $$$0.34762612971289536/0.2555577730825788/0.6661877196168672/0.57800861611221/0.6360787816410277/0.5795772402577306 $$$0.37940120696530094/0.29174862918518446/0.5170926839476968/0.5380086104203858/0.5176577509175944/0.5795772402577306,Slow
$$$0.33403570003507893/0.2815902719350523/0.6232259327011949/0.5733333124294315/0.7368420978064698/0.7058823456874768 $$$0.3562841756596849/0.26421581902936836/0.6748457655636567/0.5866666620589995/0.6447368275878173/0.5882352862045201 $$$0.3880592529120905/0.300406675131974/0.5257507298944863/0.5466666563671754/0.5263157968643839/0.5882352862045201 $$$0.47368978645729215/0.26905873111224066/0.5597482628423864/0.5333333283360473/0.6710526294673189/0.6470587935254721,Slow
$$$0.3422941630321282/0.28984873493210156/0.6314843956982441/0.5815917754264808/0.745100560803519/0.714140808684526 $$$0.36454263865673414/0.2724742820264176/0.683104228560706/0.5949251250560488/0.6529952905848665/0.5964937492015694 $$$0.3963177159091397/0.30866513812902324/0.5340091928915356/0.5549251193642246/0.5345742598614331/0.5964937492015694 $$$0.4819482494543414/0.2773171941092899/0.5680067258394357/0.5415917913330965/0.6793110924643682/0.6553172565225214,Slow
$$$0.3562841756596849/0.26421581902936836/0.6748457655636567/0.5866666620589995/0.6447368275878173/0.5882352862045201 $$$0.3880592529120905/0.300406675131974/0.5257507298944863/0.5466666563671754/0.5263157968643839/0.5882352862045201 $$$0.47368978645729215/0.26905873111224066/0.5597482628423864/0.5333333283360473/0.6710526294673189/0.6470587935254721 $$$0.5314855953236508/0.2961811920333331/0.6210580892926095/0.4799999971540879/0.7105263184949977/0.7058823456874768,Slow
$$$0.35143738705395555/0.259369030423639/0.6699989769579273/0.5818198734532701/0.6398900389820878/0.5833884975987907 $$$0.38321246430636113/0.29555988652624465/0.5209039412887569/0.541819867761446/0.5214690082586545/0.5833884975987907 $$$0.4688429978515628/0.2642119425065113/0.554901474236657/0.5284865397303179/0.6662058408615895/0.6422120049197427 $$$0.5266388067179214/0.29133440342760375/0.6162113006868801/0.4751532085483586/0.7056795298892683/0.7010355570817474,Slow
$$$0.3880592529120905/0.300406675131974/0.5257507298944863/0.5466666563671754/0.5263157968643839/0.5882352862045201 $$$0.47368978645729215/0.26905873111224066/0.5597482628423864/0.5333333283360473/0.6710526294673189/0.6470587935254721 $$$0.5314855953236508/0.2961811920333331/0.6210580892926095/0.4799999971540879/0.7105263184949977/0.7058823456874768 $$$0.0991776554126062/0.5067577632155318/0.4461437459705107/0.7733333281835877/0.39473684263317027/0.6764705948295665,Slow
$$$0.3899876146857239/0.3023350369056074/0.5276790916681198/0.5485950181408088/0.5282441586380173/0.5901636479781536 $$$0.4756181482309256/0.2709870928858741/0.5616766246160199/0.5352616901096807/0.6729809912409523/0.6489871552991056 $$$0.5334139570972842/0.2981095538069665/0.622986451066243/0.48192835892772135/0.7124546802686311/0.7078107074611102 $$$0.1011060171862396/0.5086861249891652/0.44807210774414413/0.7752616899572211/0.3966652044068037/0.6783989566031999,Slow
$$$0.47368978645729215/0.26905873111224066/0.5597482628423864/0.5333333283360473/0.6710526294673189/0.6470587935254721 $$$0.5314855953236508/0.2961811920333331/0.6210580892926095/0.4799999971540879/0.7105263184949977/0.7058823456874768 $$$0.0991776554126062/0.5067577632155318/0.4461437459705107/0.7733333281835877/0.39473684263317027/0.6764705948295665 $$$1.0/0.3747369648004368/0.7300032497995084/0.7199999804851743/0.763157898432192/0.7058823456874768,Normal
$$$0.4834043680605043/0.2787733127154528/0.5694628444455986/0.5430479099392594/0.6807672110705311/0.6567733751286843 $$$0.541200176926863/0.30589577363654524/0.6307726708958217/0.48971457875730007/0.7202409000982098/0.7155969272906889 $$$0.10889223701581836/0.5164723448187439/0.45585832757372285/0.7830479097867998/0.4044514242363824/0.6861851764327787 $$$1.0097145816032123/0.3844515464036489/0.7397178314027205/0.7297145620883865/0.7728724800354041/0.7155969272906889,Normal
$$$0.5314855953236508/0.2961811920333331/0.6210580892926095/0.4799999971540879/0.7105263184949977/0.7058823456874768 $$$0.0991776554126062/0.5067577632155318/0.4461437459705107/0.7733333281835877/0.39473684263317027/0.6764705948295665 $$$1.0/0.3747369648004368/0.7300032497995084/0.7199999804851743/0.763157898432192/0.7058823456874768 $$$0.2350842068707778/0.6219523434135005/0.5512446207955719/0.8133333135474684/0.5789473605024458/0.8823529068862539,Normal
$$$0.5303009559224303/0.29499655263211266/0.619873449891389/0.4788153577528675/0.7093416790937772/0.7046977062862563 $$$0.09799301601138574/0.5055731238143113/0.4449591065692903/0.7721486887823672/0.39355220323194984/0.675285955428346 $$$0.9988153605987795/0.37355232539921635/0.7288186103982879/0.7188153410839538/0.7619732590309715/0.7046977062862563 $$$0.23389956746955734/0.62076770401228/0.5500599813943514/0.8121486741462479/0.5777627211012253/0.8811682674850334,Normal
$$$0.0991776554126062/0.5067577632155318/0.4461437459705107/0.7733333281835877/0.39473684263317027/0.6764705948295665 $$$1.0/0.3747369648004368/0.7300032497995084/0.7199999804851743/0.763157898432192/0.7058823456874768 $$$0.2350842068707778/0.6219523434135005/0.5512446207955719/0.8133333135474684/0.5789473605024458/0.8823529068862539 $$$0.2695690151140324/0.3289166105220808/0.5978940949745171/0.6666666531147044/0.39473684263317027/0.32352940517043344,Normal
