sensor_data,label
$$$0.4641962265806978/0.6912878560840442/0.3813494596367381/0.45647184427841636/0.7885209496361575/0.8941005608033634 $$$0.4566552898373756/0.5190121178232234/0.5890595214512272/0.5147242649960326/0.6139177736885422/0.606221778502685 $$$0.5125772814204065/0.3478830837443506/0.5906085706373575/0.611811647660627/0.6774098398694871/0.3562217745323835 $$$0.4612139735427073/0.38032705398378996/0.8154898505807259/0.650646609607605/0.8520130198504247/0.19713089861482,Normal
$$$0.45649412632027186/0.5188509543061197/0.5888983579341235/0.5145631014789289/0.6137566101714385/0.6060606149855813 $$$0.5124161179033028/0.3477219202272469/0.5904474071202538/0.6116504841435233/0.6772486763523834/0.3560606110152798 $$$0.4610528100256036/0.38016589046668625/0.8153286870636222/0.6504854460905013/0.851851856333321/0.19696973509771626 $$$0.5314509311224281/0.5531215634650096/0.5827311301475204/0.5922330105709845/0.8201058232428485/0.15909092211743547,Slow
$$$0.46596175259553435/0.5283185805813821/0.5983659842093859/0.5240307277541913/0.6232242364467009/0.6155282412608437 $$$0.5218837441785652/0.3571895465025094/0.5999150333955162/0.6211181104187857/0.6867163026276458/0.3655282372905423 $$$0.4705204363008661/0.38963351674194874/0.8247963133388846/0.6599530723657637/0.8613194826085834/0.20643736137297874 $$$0.5409185573976906/0.562589189740272/0.5921987564227829/0.601700636846247/0.829573449518111/0.16855854839269796,Slow
$$$0.5124161179033028/0.3477219202272469/0.5904474071202538/0.6116504841435233/0.6772486763523834/0.3560606110152798 $$$0.4610528100256036/0.38016589046668625/0.8153286870636222/0.6504854460905013/0.851851856333321/0.19696973509771626 $$$0.5314509311224281/0.5531215634650096/0.5827311301475204/0.5922330105709845/0.8201058232428485/0.15909092211743547 $$$0.31166975606629344/0.0/0.8210619071897793/0.0/0.8571428571428571/0.0,Normal
$$$0.5145319181580204/0.34983772048196443/0.5925632073749714/0.6137662843982409/0.679364476607101/0.35817641126999733 $$$0.46316861028032114/0.3822816907214038/0.8174444873183397/0.6526012463452189/0.8539676565880385/0.1990855353524338 $$$0.5335667313771457/0.5552373637197272/0.584846930402238/0.5943488108257021/0.8222216234975661/0.16120672237215303 $$$0.31378555632101096/0.0021158002547175484/0.8231777074444969/0.0021158002547175484/0.8592586573975747/0.0021158002547175484,Normal
$$$0.4610528100256036/0.38016589046668625/0.8153286870636222/0.6504854460905013/0.851851856333321/0.19696973509771626 $$$0.5314509311224281/0.5531215634650096/0.5827311301475204/0.5922330105709845/0.8201058232428485/0.15909092211743547 $$$0.31166975606629344/0.0/0.8210619071897793/0.0/0.8571428571428571/0.0 $$$0.6550557968798428/0.6464731993415117/0.7851556739127686/1.0/0.9947089911238194/0.06818186336450541,Normal
$$$0.45781323629538523/0.37692631673646787/0.8120891133334037/0.6472458723602829/0.8486122826031025/0.19373016136749785 $$$0.5282113573922097/0.5498819897347912/0.579491556417302/0.5889934368407661/0.8168662495126301/0.15585134838721706 $$$0.30843018233607505/-0.0032395737302183996/0.8178223334595609/-0.0032395737302183996/0.8539032834126387/-0.0032395737302183996 $$$0.6518162231496244/0.6432336256112933/0.7819161001825502/0.9967604262697816/0.991469417393601/0.06494228963428701,Normal
$$$0.5314509311224281/0.5531215634650096/0.5827311301475204/0.5922330105709845/0.8201058232428485/0.15909092211743547 $$$0.31166975606629344/0.0/0.8210619071897793/0.0/0.8571428571428571/0.0 $$$0.6550557968798428/0.6464731993415117/0.7851556739127686/1.0/0.9947089911238194/0.06818186336450541 $$$0.6705878452242624/0.30655357769258323/0.49049976192783673/0.5145631014789289/0.7513227552440368/0.16666668471349164,Normal
$$$0.5401554422684882/0.5618260746110697/0.5914356412935805/0.6009375217170446/0.8288103343889086/0.16779543326349552 $$$0.32037426721235346/0.008704511146060042/0.8297664183358394/0.008704511146060042/0.8658473682889172/0.008704511146060042 $$$0.6637603080259029/0.6551777104875718/0.7938601850588287/1.00870451114606/1.0034135022698794/0.07688637451056544 $$$0.6792923563703225/0.31525808883864326/0.49920427307389675/0.523267612624989/0.7600272663900969/0.1753711958595517,Normal
$$$0.31166975606629344/0.0/0.8210619071897793/0.0/0.8571428571428571/0.0 $$$0.6550557968798428/0.6464731993415117/0.7851556739127686/1.0/0.9947089911238194/0.06818186336450541 $$$0.6705878452242624/0.30655357769258323/0.49049976192783673/0.5145631014789289/0.7513227552440368/0.16666668471349164 $$$0.4654266952386861/0.1719335308900513/0.7720780328918815/0.30097087737910205/0.7513227552440368/0.13636363432926701,Normal
$$$0.31777173820328497/0.006101982136991547/0.8271638893267709/0.006101982136991547/0.8632448392798486/0.006101982136991547 $$$0.6611577790168344/0.6525751814785032/0.7912576560497602/1.0061019821369916/1.000810973260811/0.07428384550149696 $$$0.6766898273612539/0.31265555982957477/0.49660174406482827/0.5206650836159205/0.7574247373810283/0.17276866685048317 $$$0.4715286773756776/0.17803551302704285/0.778180015028873/0.3070728595160936/0.7574247373810283/0.14246561646625855,Normal
$$$0.6550557968798428/0.6464731993415117/0.7851556739127686/1.0/0.9947089911238194/0.06818186336450541 $$$0.6705878452242624/0.30655357769258323/0.49049976192783673/0.5145631014789289/0.7513227552440368/0.16666668471349164 $$$0.4654266952386861/0.1719335308900513/0.7720780328918815/0.30097087737910205/0.7513227552440368/0.13636363432926701 $$$0.4265306566743433/0.1669623866939163/0.5455908192631983/0.7475727991512946/0.8624338660190377/0.13636363432926701,Normal
$$$0.646363941955987/0.6377813444176559/0.7764638189889128/0.9913081450761442/0.9860171361999636/0.05949000844064961 $$$0.6618959903004066/0.29786172276872747/0.48180790700398096/0.5058712465550731/0.742630900320181/0.15797482978963584 $$$0.4567348403148303/0.16324167596619552/0.7633861779680257/0.2922790224552463/0.742630900320181/0.12767177940541122 $$$0.41783880175048754/0.1582705317700605/0.5368989643393425/0.7388809442274388/0.8537420110951819/0.12767177940541122,Normal
$$$0.6705878452242624/0.30655357769258323/0.49049976192783673/0.5145631014789289/0.7513227552440368/0.16666668471349164 $$$0.4654266952386861/0.1719335308900513/0.7720780328918815/0.30097087737910205/0.7513227552440368/0.13636363432926701 $$$0.4265306566743433/0.1669623866939163/0.5455908192631983/0.7475727991512946/0.8624338660190377/0.13636363432926701 $$$0.6246697368428233/0.29812774545147896/1.0/0.5922330105709845/0.8306878288952431/0.13636363432926701,Slow
$$$0.6611404377945637/0.2971061702628845/0.481052354498138/0.5051156940492302/0.7418753478143381/0.1572192772837929 $$$0.45597928780898733/0.16248612346035257/0.7626306254621827/0.2915234699494033/0.7418753478143381/0.12691622689956827 $$$0.41708324924464457/0.15751497926421756/0.5361434118334996/0.7381253917215959/0.852986458589339/0.12691622689956827 $$$0.6152223294131246/0.2886803380217802/0.9905525925703013/0.5827856031412858/0.8212404214655443/0.12691622689956827,Slow
$$$0.4654266952386861/0.1719335308900513/0.7720780328918815/0.30097087737910205/0.7513227552440368/0.13636363432926701 $$$0.4265306566743433/0.1669623866939163/0.5455908192631983/0.7475727991512946/0.8624338660190377/0.13636363432926701 $$$0.6246697368428233/0.29812774545147896/1.0/0.5922330105709845/0.8306878288952431/0.13636363432926701 $$$0.6260791446635253/0.3278525821344113/0.5732329989086603/0.49514562790639016/1.0/0.1893939725016601,Slow
$$$0.4691490407759776/0.17565587642734284/0.775800378429173/0.30469322291639356/0.7550451007813284/0.14008597986655855 $$$0.4302530022116348/0.17068473223120784/0.5493131648004899/0.7512951446885862/0.8661562115563293/0.14008597986655855 $$$0.6283920823801149/0.30185009098877047/1.0037223455372914/0.5959553561082761/0.8344101744325346/0.14008597986655855 $$$0.6298014902008169/0.3315749276717028/0.5769553444459519/0.49886797344368167/1.0037223455372914/0.19311631803895163,Slow
$$$0.4265306566743433/0.1669623866939163/0.5455908192631983/0.7475727991512946/0.8624338660190377/0.13636363432926701 $$$0.6246697368428233/0.29812774545147896/1.0/0.5922330105709845/0.8306878288952431/0.13636363432926701 $$$0.6260791446635253/0.3278525821344113/0.5732329989086603/0.49514562790639016/1.0/0.1893939725016601 $$$0.5993018666353269/1.0/0.7010393008684367/0.7864077759001732/0.9365079418856994/0.12121210913715469,Normal
$$$0.42951903381435524/0.16995076383392826/0.5485791964032103/0.7505611762913066/0.8654222431590497/0.13935201146927897 $$$0.6276581139828353/0.3011161225914909/1.0029883771400119/0.5952213877109965/0.833676206035255/0.13935201146927897 $$$0.6290675218035373/0.33084095927442325/0.5762213760486723/0.4981340050464021/1.0029883771400119/0.19238234964167206 $$$0.6022902437753389/1.0029883771400119/0.7040276780084487/0.7893961530401852/0.9394963190257114/0.12420048627716664,Normal
$$$0.6246697368428233/0.29812774545147896/1.0/0.5922330105709845/0.8306878288952431/0.13636363432926701 $$$0.6260791446635253/0.3278525821344113/0.5732329989086603/0.49514562790639016/1.0/0.1893939725016601 $$$0.5993018666353269/1.0/0.7010393008684367/0.7864077759001732/0.9365079418856994/0.12121210913715469 $$$0.3358300952095416/0.532207063342879/0.47891691913552414/0.5631067928112261/0.915343922514266/0.12878787173321085,Normal
$$$0.6234355664355803/0.2968935750442359/0.998765829592757/0.5909988401637415/0.829453658488/0.13512946392202396 $$$0.6248449742562823/0.32661841172716827/0.5719988285014173/0.4939114574991471/0.998765829592757/0.18815980209441704 $$$0.5980676962280839/0.998765829592757/0.6998051304611936/0.7851736054929301/0.9352737714784564/0.11997793872991164 $$$0.33459592480229855/0.530972892935636/0.4776827487282811/0.5618726224039831/0.9141097521070229/0.1275537013259678,Normal
$$$0.6260791446635253/0.3278525821344113/0.5732329989086603/0.49514562790639016/1.0/0.1893939725016601 $$$0.5993018666353269/1.0/0.7010393008684367/0.7864077759001732/0.9365079418856994/0.12121210913715469 $$$0.3358300952095416/0.532207063342879/0.47891691913552414/0.5631067928112261/0.915343922514266/0.12878787173321085 $$$0.6310154831406832/0.12437475308971843/0.5892517792207245/0.3203883583525911/0.9312169330095189/0.06060610076844925,Normal
$$$0.6199054825189946/0.3216789199898805/0.5670593367641296/0.48897196576185936/0.9938263378554693/0.1832203103571293 $$$0.5931282044907962/0.9938263378554693/0.6948656387239059/0.7802341137556424/0.9303342797411687/0.11503844699262389 $$$0.3296564330650108/0.5260334011983483/0.47274325699099334/0.5569331306666954/0.9091702603697353/0.12261420958868005 $$$0.6248418209961525/0.11820109094518763/0.5830781170761937/0.3142146962080603/0.9250432708649882/0.05443243862391845,Normal
$$$0.5993018666353269/1.0/0.7010393008684367/0.7864077759001732/0.9365079418856994/0.12121210913715469 $$$0.3358300952095416/0.532207063342879/0.47891691913552414/0.5631067928112261/0.915343922514266/0.12878787173321085 $$$0.6310154831406832/0.12437475308971843/0.5892517792207245/0.3203883583525911/0.9312169330095189/0.06060610076844925 $$$0.7928358796547708/0.31403356467750254/0.6971058430914829/0.8058252346708114/0.94179895076188/0.030303050384224626,Normal
$$$0.5957712492650069/0.99646938262968/0.6975086834981167/0.7828771585298532/0.9329773245153794/0.11768149176683466 $$$0.3322994778392216/0.528676445972559/0.47538630176520413/0.5595761754409061/0.911813305143946/0.12525725436289084 $$$0.6274848657703632/0.12084413571939841/0.5857211618504045/0.3168577409822711/0.9276863156391989/0.05707548339812923 $$$0.7893052622844507/0.31050294730718253/0.6935752257211629/0.8022946173004913/0.93826833339156/0.026772433013904605,Normal
$$$0.3358300952095416/0.532207063342879/0.47891691913552414/0.5631067928112261/0.915343922514266/0.12878787173321085 $$$0.6310154831406832/0.12437475308971843/0.5892517792207245/0.3203883583525911/0.9312169330095189/0.06060610076844925 $$$0.7928358796547708/0.31403356467750254/0.6971058430914829/0.8058252346708114/0.94179895076188/0.030303050384224626 $$$0.34101151776936917/0.35643408954874223/0.5219616303518833/0.6601941606739199/0.894179895076188/0.030303050384224626,Slow
$$$0.32647656277439835/0.5228535309077358/0.4695633867003809/0.5537532603760829/0.9059903900791227/0.1194343392980676 $$$0.62166195070554/0.11502122065457518/0.5798982467855812/0.31103482591744785/0.9218634005743757/0.051252568333306006 $$$0.7834823472196275/0.3046800322423593/0.6877523106563397/0.7964717022356681/0.9324454183267368/0.02094951794908138 $$$0.3316579853342259/0.347080557113599/0.51260809791674/0.6508406282387766/0.8848263626410448/0.02094951794908138,Slow
$$$0.6310154831406832/0.12437475308971843/0.5892517792207245/0.3203883583525911/0.9312169330095189/0.06060610076844925 $$$0.7928358796547708/0.31403356467750254/0.6971058430914829/0.8058252346708114/0.94179895076188/0.030303050384224626 $$$0.34101151776936917/0.35643408954874223/0.5219616303518833/0.6601941606739199/0.894179895076188/0.030303050384224626 $$$0.2606437533819208/0.11501684052284689/0.7451595504860464/0.922330105709845/0.7407407405166673/0.06060610076844925,Normal
$$$0.6362846607229812/0.12964393067201635/0.5945209568030224/0.325657535934889/0.9364861105918169/0.06587527835074716 $$$0.7981050572370687/0.31930274225980043/0.7023750206737809/0.8110944122531093/0.947068128344178/0.03557222796652254 $$$0.34628069535166706/0.3617032671310401/0.5272308079341812/0.6654633382562178/0.899449072658486/0.03557222796652254 $$$0.2659129309642187/0.1202860181051448/0.7504287280683444/0.9275992832921429/0.7460099180989652/0.06587527835074716,Normal
$$$0.7928358796547708/0.31403356467750254/0.6971058430914829/0.8058252346708114/0.94179895076188/0.030303050384224626 $$$0.34101151776936917/0.35643408954874223/0.5219616303518833/0.6601941606739199/0.894179895076188/0.030303050384224626 $$$0.2606437533819208/0.11501684052284689/0.7451595504860464/0.922330105709845/0.7407407405166673/0.06060610076844925 $$$0.04308231301885555/0.4162566539953654/0.5602527989280432/0.6213592135288424/0.6296296287333358/0.3257576068309271,Normal
$$$0.7832155177234229/0.30441320274615463/0.6874854811601351/0.7962048727394635/0.9321785888305322/0.020682688452876727 $$$0.33139115583802126/0.3468137276173943/0.5123412684205354/0.650573798742572/0.8845595331448401/0.020682688452876727 $$$0.2510233914505729/0.10539647859149899/0.7355391885546986/0.9127097437784971/0.7311203785853194/0.05098573883710135 $$$0.03346195108750766/0.40663629206401747/0.5506324369966954/0.6117388515974945/0.620009266801988/0.3161372448995792,Normal
$$$0.34101151776936917/0.35643408954874223/0.5219616303518833/0.6601941606739199/0.894179895076188/0.030303050384224626 $$$0.2606437533819208/0.11501684052284689/0.7451595504860464/0.922330105709845/0.7407407405166673/0.06060610076844925 $$$0.04308231301885555/0.4162566539953654/0.5602527989280432/0.6213592135288424/0.6296296287333358/0.3257576068309271 $$$0.005809641922543484/0.48037033970521886/0.0/0.40776699312949066/0.0/0.09090905875293007,Normal
$$$0.33251123503996766/0.3479338068193407/0.5134613476224817/0.6516938779445184/0.8856796123467865/0.021802767654823117 $$$0.2521434706525193/0.10651655779344538/0.7366592677566449/0.9138298229804435/0.7322404577872658/0.05210581803904774 $$$0.034582030289454044/0.40775637126596387/0.5517525161986417/0.6128589307994409/0.6211293460039343/0.3172573241015256 $$$-0.002690640806858025/0.47187005697581735/-0.00850028272940151/0.39926671040008915/-0.00850028272940151/0.08240877602352856,Normal
$$$0.2606437533819208/0.11501684052284689/0.7451595504860464/0.922330105709845/0.7407407405166673/0.06060610076844925 $$$0.04308231301885555/0.4162566539953654/0.5602527989280432/0.6213592135288424/0.6296296287333358/0.3257576068309271 $$$0.005809641922543484/0.48037033970521886/0.0/0.40776699312949066/0.0/0.09090905875293007 $$$0.6652878678254841/0.23283981096122927/0.760358772643191/0.7961164904835917/0.5661375625523909/0.25000002707023744,Normal
$$$0.26358966155169167/0.11796274869261775/0.7481054586558173/0.9252760138796159/0.7436866486864382/0.06355200893822012 $$$0.04602822118862642/0.41920256216513624/0.5631987070978142/0.6243051216986133/0.6325755369031067/0.32870351500069794 $$$0.008755550092314351/0.4833162478749897/0.002945908169770868/0.4107129012992615/0.002945908169770868/0.09385496692270093 $$$0.668233775995255/0.23578571913100013/0.7633046808129619/0.7990623986533626/0.5690834707221618/0.2529459352400083,Normal
$$$0.04308231301885555/0.4162566539953654/0.5602527989280432/0.6213592135288424/0.6296296287333358/0.3257576068309271 $$$0.005809641922543484/0.48037033970521886/0.0/0.40776699312949066/0.0/0.09090905875293007 $$$0.6652878678254841/0.23283981096122927/0.760358772643191/0.7961164904835917/0.5661375625523909/0.25000002707023744 $$$0.9778221494277318/0.464713571399033/0.3998838081433321/0.40776699312949066/0.5714285714285714/0.2575757434664217,Normal
$$$0.04236424211563261/0.4155385830921424/0.5595347280248203/0.6206411426256194/0.6289115578301129/0.3250395359277041 $$$0.005091571019320544/0.4796522688019959/-0.0007180709032229404/0.4070489222262677/-0.0007180709032229404/0.09019098784970712 $$$0.6645697969222611/0.23212174005800634/0.759640701739968/0.7953984195803687/0.5654194916491679/0.2492819561670145 $$$0.9771040785245089/0.46399550049581006/0.3991657372401091/0.4070489222262677/0.5707105005253484/0.25685767256319875,Normal
$$$0.005809641922543484/0.48037033970521886/0.0/0.40776699312949066/0.0/0.09090905875293007 $$$0.6652878678254841/0.23283981096122927/0.760358772643191/0.7961164904835917/0.5661375625523909/0.25000002707023744 $$$0.9778221494277318/0.464713571399033/0.3998838081433321/0.40776699312949066/0.5714285714285714/0.2575757434664217 $$$0.0/0.18545732448601027/0.8839119048722627/0.5242718456661486/0.6455026472952331/0.4318181907759695,Normal
$$$0.011012558539048561/0.48557325632172393/0.005202916616505078/0.41296990974599573/0.005202916616505078/0.09611197536943514 $$$0.6704907844419892/0.23804272757773434/0.765561689259696/0.8013194071000967/0.571340479168896/0.2552029436867425 $$$0.9830250660442369/0.4699164880155381/0.40508672475983715/0.41296990974599573/0.5766314880450765/0.2627786600829268 $$$0.005202916616505078/0.19066024110251534/0.8891148214887677/0.5294747622826537/0.6507055639117382/0.4370211073924746,Normal
$$$0.48112811959270074/0.4869338244538832/0.25637809258476585/0.3776607314626303/0.5286624035131791/0.9281767860361021 $$$0.690303504134204/0.6190383096956391/0.3142676755586557/0.6914893252044616/0.5159235551902344/0.8563535811165263 $$$0.6321926768990567/0.5254203591040282/0.4082356335911595/0.3829787026543131/0.5923566764085826/0.9171270663766237 $$$0.5079907603723802/0.7688388490132803/0.283790699187749/0.6861702046141944/0.4522292822948307/0.6795579942102953,Slow
$$$0.490305930251318/0.4961116351125005/0.26555590324338313/0.3868385421212476/0.5378402141717964/0.9373545966947194 $$$0.6994813147928214/0.6282161203542564/0.323445486217273/0.7006671358630789/0.5251013658488517/0.8655313917751436 $$$0.641370487557674/0.5345981697626455/0.4174134442497768/0.3921565133129304/0.6015344870671999/0.926304877035241 $$$0.5171685710309976/0.7780166596718976/0.2929685098463663/0.6953480152728118/0.461407092953448/0.6887358048689126,Slow
$$$0.690303504134204/0.6190383096956391/0.3142676755586557/0.6914893252044616/0.5159235551902344/0.8563535811165263 $$$0.6321926768990567/0.5254203591040282/0.4082356335911595/0.3829787026543131/0.5923566764085826/0.9171270663766237 $$$0.5079907603723802/0.7688388490132803/0.283790699187749/0.6861702046141944/0.4522292822948307/0.6795579942102953 $$$0.6284515082614728/0.5278948213590755/0.2755127336557355/0.5159574227237563/0.3757961715033758/0.4419889220439669,Slow
$$$0.692930769774761/0.621665575336196/0.3168949411992127/0.6941165908450185/0.5185508208307913/0.8589808467570832 $$$0.6348199425396136/0.5280476247445851/0.4108628992317165/0.3856059682948701/0.5949839420491395/0.9197543320171806 $$$0.5106180260129372/0.7714661146538372/0.286417964828306/0.6887974702547514/0.4548565479353877/0.6821852598508522 $$$0.6310787739020297/0.5305220869996324/0.27813999929629246/0.5185846883643133/0.3784234371439328/0.4446161876845239,Slow
$$$0.6321926768990567/0.5254203591040282/0.4082356335911595/0.3829787026543131/0.5923566764085826/0.9171270663766237 $$$0.5079907603723802/0.7688388490132803/0.283790699187749/0.6861702046141944/0.4522292822948307/0.6795579942102953 $$$0.6284515082614728/0.5278948213590755/0.2755127336557355/0.5159574227237563/0.3757961715033758/0.4419889220439669 $$$0.44032825555992494/0.0/0.38265548721099396/0.0/0.6178343834813653/0.43093919334016634,Normal
$$$0.6385839808526463/0.5318116630576178/0.41462693754474916/0.3893700066079028/0.5987479803621722/0.9235183703302133 $$$0.5143820643259699/0.7752301529668699/0.2901820031413387/0.6925615085677841/0.4586205862484204/0.685949298163885 $$$0.6348428122150624/0.5342861253126652/0.28190403760932514/0.522348726677346/0.38218747545696546/0.44838022599755656 $$$0.4467195595135146/0.0063913039535896925/0.3890467911645836/0.0063913039535896925/0.624225687434955/0.437330497293756,Normal
$$$0.5079907603723802/0.7688388490132803/0.283790699187749/0.6861702046141944/0.4522292822948307/0.6795579942102953 $$$0.6284515082614728/0.5278948213590755/0.2755127336557355/0.5159574227237563/0.3757961715033758/0.4419889220439669 $$$0.44032825555992494/0.0/0.38265548721099396/0.0/0.6178343834813653/0.43093919334016634 $$$0.5368342080217503/0.75482456293207/0.49823205242888813/1.0/0.5923566764085826/0.45303865074776734,Normal
$$$0.5145634703691443/0.7754115590100443/0.2903634091845131/0.6927429146109585/0.4588019922915948/0.6861307042070593 $$$0.6350242182582368/0.5344675313558396/0.28208544365249955/0.5225301327205204/0.38236888150013987/0.44856163204073096 $$$0.446900965556689/0.006572709996764075/0.38922819720775803/0.006572709996764075/0.6244070934781294/0.4375119033369304 $$$0.5434069180185144/0.7613972729288341/0.5048047624256522/1.006572709996764/0.5989293864053467/0.4596113607445314,Normal
$$$0.6284515082614728/0.5278948213590755/0.2755127336557355/0.5159574227237563/0.3757961715033758/0.4419889220439669 $$$0.44032825555992494/0.0/0.38265548721099396/0.0/0.6178343834813653/0.43093919334016634 $$$0.5368342080217503/0.75482456293207/0.49823205242888813/1.0/0.5923566764085826/0.45303865074776734 $$$0.4196837302964115/0.3964074816386548/0.22625992525092387/0.2021276447530808/0.6624203734654586/0.5359115753268215,Normal
$$$0.6320352368990548/0.5314785499966576/0.2790964622933175/0.5195411513613384/0.37937990014095785/0.44557265068154894 $$$0.443911984197507/0.0035837286375820614/0.386239215848576/0.0035837286375820614/0.6214181121189474/0.4345229219777484 $$$0.5404179366593324/0.7584082915696521/0.5018157810664702/1.0035837286375822/0.5959404050461646/0.4566223793853494 $$$0.42326745893399353/0.39999121027623685/0.22984365388850592/0.20571137339066284/0.6660041021030406/0.5394953039644036,Normal
$$$0.44032825555992494/0.0/0.38265548721099396/0.0/0.6178343834813653/0.43093919334016634 $$$0.5368342080217503/0.75482456293207/0.49823205242888813/1.0/0.5923566764085826/0.45303865074776734 $$$0.4196837302964115/0.3964074816386548/0.22625992525092387/0.2021276447530808/0.6624203734654586/0.5359115753268215 $$$0.5364722964351882/0.5547519213012398/0.17628696277600728/0.7446808184567778/0.9044585750165549/0.569060761438223,Normal
$$$0.45026032814251127/0.009932072582586335/0.3925875597935803/0.009932072582586335/0.6277664560639517/0.44087126592275266 $$$0.5467662806043366/0.7647566355146563/0.5081641250114745/1.0099320725825864/0.6022887489911689/0.46297072333035366 $$$0.4296158028789978/0.40633955422124113/0.2361919978335102/0.21205971733566711/0.6723524460480449/0.5458436479094079 $$$0.5464043690177746/0.5646839938838262/0.1862190353585936/0.7546128910393641/0.9143906475991412/0.5789928340208094,Normal
$$$0.5368342080217503/0.75482456293207/0.49823205242888813/1.0/0.5923566764085826/0.45303865074776734 $$$0.4196837302964115/0.3964074816386548/0.22625992525092387/0.2021276447530808/0.6624203734654586/0.5359115753268215 $$$0.5364722964351882/0.5547519213012398/0.17628696277600728/0.7446808184567778/0.9044585750165549/0.569060761438223 $$$0.5106639397446592/0.5344908512937648/0.4530500895225201/0.49999998258486994/0.3566878781651721/0.5414364351565607,Normal
$$$0.5309278796450098/0.7489182345553295/0.4923257240521476/0.9940936716232595/0.586450348031842/0.4471323223710268 $$$0.41377740191967094/0.39050115326191426/0.22035359687418332/0.19622131637634024/0.656514045088718/0.530005246950081 $$$0.5305659680584477/0.5488455929244993/0.17038063439926673/0.7387744900800373/0.8985522466398144/0.5631544330614825 $$$0.5047576113679186/0.5285845229170243/0.4471437611457796/0.4940936542081294/0.35078154978843157/0.5355301067798202,Normal
$$$0.4196837302964115/0.3964074816386548/0.22625992525092387/0.2021276447530808/0.6624203734654586/0.5359115753268215 $$$0.5364722964351882/0.5547519213012398/0.17628696277600728/0.7446808184567778/0.9044585750165549/0.569060761438223 $$$0.5106639397446592/0.5344908512937648/0.4530500895225201/0.49999998258486994/0.3566878781651721/0.5414364351565607 $$$0.7025179786705552/0.47374495398293176/0.4310968084468226/0.10638296908950251/0.7515923430067516/0.5138121450521869,Normal
$$$0.4102767919691262/0.3870005433113695/0.21685298692363855/0.19272070642579547/0.6530134351381732/0.5265046369995362 $$$0.5270653581079029/0.5453449829739545/0.16688002444872196/0.7352738801294925/0.8950516366892696/0.5596538231109377 $$$0.5012570014173738/0.5250839129664795/0.44364315119523484/0.49059304425758465/0.3472809398378868/0.5320294968292754 $$$0.6931110403432699/0.4643380156556465/0.4216898701195373/0.09697603076221721/0.7421854046794663/0.5044052067249015,Normal
$$$0.5364722964351882/0.5547519213012398/0.17628696277600728/0.7446808184567778/0.9044585750165549/0.569060761438223 $$$0.5106639397446592/0.5344908512937648/0.4530500895225201/0.49999998258486994/0.3566878781651721/0.5414364351565607 $$$0.7025179786705552/0.47374495398293176/0.4310968084468226/0.10638296908950251/0.7515923430067516/0.5138121450521869 $$$0.5900589257330504/0.5157368881357285/0.5458296303599001/0.4893616804513807/0.5541401105859618/0.3370165400573117,Normal
$$$0.5294334083909162/0.5477130332569679/0.16924807473173528/0.7376419304125058/0.8974196869722829/0.562021873393951 $$$0.5036250517003872/0.5274519632494928/0.44601120147824813/0.49296109454059794/0.3496489901209001/0.5343975471122887 $$$0.6954790906262832/0.46670606593865976/0.4240579204025506/0.09934408104523051/0.7445534549624796/0.5067732570079149 $$$0.5830200376887784/0.5086980000914565/0.5387907423156281/0.4823227924071087/0.5471012225416898/0.3299776520130397,Normal
$$$0.5106639397446592/0.5344908512937648/0.4530500895225201/0.49999998258486994/0.3566878781651721/0.5414364351565607 $$$0.7025179786705552/0.47374495398293176/0.4310968084468226/0.10638296908950251/0.7515923430067516/0.5138121450521869 $$$0.5900589257330504/0.5157368881357285/0.5458296303599001/0.4893616804513807/0.5541401105859618/0.3370165400573117 $$$1.0/0.5688826463372586/0.5596404957055582/0.7074467827584779/0.6496815147156205/0.15469610236566367,Normal
$$$0.5078137665633005/0.5316406781124061/0.45019991634116147/0.4971498094035113/0.35383770498381345/0.538586261975202 $$$0.6996678054891965/0.4708947808015731/0.4282466352654639/0.10353279590814385/0.7487421698253929/0.5109619718708281 $$$0.5872087525516917/0.5128867149543698/0.5429794571785413/0.486511507270022/0.5512899374046031/0.334166366875953 $$$0.9971498268186413/0.5660324731558999/0.5567903225241995/0.7045966095771192/0.6468313415342618/0.151845929184305,Normal
$$$0.7025179786705552/0.47374495398293176/0.4310968084468226/0.10638296908950251/0.7515923430067516/0.5138121450521869 $$$0.5900589257330504/0.5157368881357285/0.5458296303599001/0.4893616804513807/0.5541401105859618/0.3370165400573117 $$$1.0/0.5688826463372586/0.5596404957055582/0.7074467827584779/0.6496815147156205/0.15469610236566367 $$$0.47903471188648306/0.7278937463974134/0.24990250533919312/0.5425531737036969/1.0/0.18232043769164802,Normal
$$$0.6950625376550645/0.4662895129674411/0.4236413674313319/0.09892752807401185/0.7441369019912609/0.5063567040366962 $$$0.5826034847175597/0.5082814471202378/0.5383741893444094/0.48190623943589/0.5466846695704711/0.329561099041821 $$$0.9925445589845093/0.5614272053217679/0.5521850546900675/0.6999913417429873/0.6422260737001299/0.147240661350173 $$$0.4715792708709924/0.7204383053819228/0.24244706432370244/0.5350977326882063/0.9925445589845093/0.17486499667615735,Normal
