accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,label
"[0.3559252250213007, 0.4556874102834209, 0.691704803138625, 0.2198631358395687]","[0.4095483980474116, 0.4921516445021685, 0.3855378640574225, 0.4074129547760905]","[0.0, 0.8437951279755876, 0.7349170462045126, 0.2723820561477689]","[0.6335877949659336, 0.3816793967311782, 0.4732824479896947, 0.493670891572409]","[1.0, 0.7272727293727215, 0.6666666743666454, 0.1322313907967335]","[0.0933333174775366, 0.1066666601617244, 0.3199999804851733, 0.9391304288744396]",Normal
"[0.4556874102834209, 0.691704803138625, 0.2198631358395687, 0.24346772452913]","[0.4921516445021685, 0.3855378640574225, 0.4074129547760905, 0.4926461903713602]","[0.8437951279755876, 0.7349170462045126, 0.2723820561477689, 0.1986127561481934]","[0.3816793967311782, 0.4732824479896947, 0.493670891572409, 0.4367088578280485]","[0.7272727293727215, 0.6666666743666454, 0.1322313907967335, 0.2644627941934321]","[0.1066666601617244, 0.3199999804851733, 0.9391304288744396, 0.930434780591272]",Normal
"[0.691704803138625, 0.2198631358395687, 0.24346772452913, 1.0]","[0.3855378640574225, 0.4074129547760905, 0.4926461903713602, 0.7541884358580742]","[0.7349170462045126, 0.2723820561477689, 0.1986127561481934, 1.0]","[0.4732824479896947, 0.493670891572409, 0.4367088578280485, 0.8924050698868908]","[0.6666666743666454, 0.1322313907967335, 0.2644627941934321, 0.7190082315571162]","[0.3199999804851733, 0.9391304288744396, 0.930434780591272, 1.0]",Normal
"[0.2198631358395687, 0.24346772452913, 1.0, 0.0]","[0.4074129547760905, 0.4926461903713602, 0.7541884358580742, 1.0]","[0.2723820561477689, 0.1986127561481934, 1.0, 0.0]","[0.493670891572409, 0.4367088578280485, 0.8924050698868908, 0.4810126584339653]","[0.1322313907967335, 0.2644627941934321, 0.7190082315571162, 0.0]","[0.9391304288744396, 0.930434780591272, 1.0, 0.6434782579875316]",Aggressive
"[0.24346772452913, 1.0, 0.0, 0.4679913231001063]","[0.4926461903713602, 0.7541884358580742, 1.0, 0.6993348489866933]","[0.1986127561481934, 1.0, 0.0, 0.8898753804811574]","[0.4367088578280485, 0.8924050698868908, 0.4810126584339653, 0.7025316433710364]","[0.2644627941934321, 0.7190082315571162, 0.0, 0.3719008055157606]","[0.930434780591272, 1.0, 0.6434782579875316, 0.5217391223650882]",Aggressive
"[1.0, 0.0, 0.4679913231001063, 0.0681162761827837]","[0.7541884358580742, 1.0, 0.6993348489866933, 0.1005433311900685]","[1.0, 0.0, 0.8898753804811574, 0.2349691369817071]","[0.8924050698868908, 0.4810126584339653, 0.7025316433710364, 0.2151898795248989]","[0.7190082315571162, 0.0, 0.3719008055157606, 0.2231404845694529]","[1.0, 0.6434782579875316, 0.5217391223650882, 0.3391304056740684]",Aggressive
"[0.0, 0.4679913231001063, 0.0681162761827837, 0.1432789558987935]","[1.0, 0.6993348489866933, 0.1005433311900685, 0.6514196938169542]","[0.0, 0.8898753804811574, 0.2349691369817071, 0.4152455668903917]","[0.4810126584339653, 0.7025316433710364, 0.2151898795248989, 1.0]","[0.0, 0.3719008055157606, 0.2231404845694529, 0.3553718879661514]","[0.6434782579875316, 0.5217391223650882, 0.3391304056740684, 0.2521738764416503]",Normal
"[0.4679913231001063, 0.0681162761827837, 0.1432789558987935, 0.6015911910542846]","[0.6993348489866933, 0.1005433311900685, 0.6514196938169542, 0.2273472965090331]","[0.8898753804811574, 0.2349691369817071, 0.4152455668903917, 0.3922808492212076]","[0.7025316433710364, 0.2151898795248989, 1.0, 0.3291139277149393]","[0.3719008055157606, 0.2231404845694529, 0.3553718879661514, 0.2809917267054997]","[0.5217391223650882, 0.3391304056740684, 0.2521738764416503, 0.2434782182154665]",Normal
"[0.0681162761827837, 0.1432789558987935, 0.6015911910542846, 0.3295284829047969]","[0.1005433311900685, 0.6514196938169542, 0.2273472965090331, 0.4777908359845083]","[0.2349691369817071, 0.4152455668903917, 0.3922808492212076, 0.607026643232848]","[0.2151898795248989, 1.0, 0.3291139277149393, 0.8037974554072144]","[0.2231404845694529, 0.3553718879661514, 0.2809917267054997, 0.545454524836421]","[0.3391304056740684, 0.2521738764416503, 0.2434782182154665, 0.2347825599892827]",Normal
"[0.1432789558987935, 0.6015911910542846, 0.3295284829047969, 0.176231797242418]","[0.6514196938169542, 0.2273472965090331, 0.4777908359845083, 0.3734271637610355]","[0.4152455668903917, 0.3922808492212076, 0.607026643232848, 0.6756273428511995]","[1.0, 0.3291139277149393, 0.8037974554072144, 0.5759493686764737]","[0.3553718879661514, 0.2809917267054997, 0.545454524836421, 0.2231404845694529]","[0.2521738764416503, 0.2434782182154665, 0.2347825599892827, 0.1217391091077332]",Normal
"[0.6015911910542846, 0.3295284829047969, 0.176231797242418, 0.3965029218819892]","[0.2273472965090331, 0.4777908359845083, 0.3734271637610355, 0.413151730060415]","[0.3922808492212076, 0.607026643232848, 0.6756273428511995, 0.2572901678194031]","[0.3291139277149393, 0.8037974554072144, 0.5759493686764737, 0.7468354506108746]","[0.2809917267054997, 0.545454524836421, 0.2231404845694529, 0.3305784958917814]","[0.2434782182154665, 0.2347825599892827, 0.1217391091077332, 0.0608695545538666]",Normal
"[0.3295284829047969, 0.176231797242418, 0.3965029218819892, 0.6157727789289102]","[0.4777908359845083, 0.3734271637610355, 0.413151730060415, 0.0]","[0.607026643232848, 0.6756273428511995, 0.2572901678194031, 0.6239015397547091]","[0.8037974554072144, 0.5759493686764737, 0.7468354506108746, 0.0]","[0.545454524836421, 0.2231404845694529, 0.3305784958917814, 0.6859504090578629]","[0.2347825599892827, 0.1217391091077332, 0.0608695545538666, 0.0]",Normal
"[0.176231797242418, 0.3965029218819892, 0.6157727789289102, 0.5262422661530533]","[0.3734271637610355, 0.413151730060415, 0.0, 0.4184915836470899]","[0.6756273428511995, 0.2572901678194031, 0.6239015397547091, 0.3267760032603574]","[0.5759493686764737, 0.7468354506108746, 0.0, 0.7784810216968504]","[0.2231404845694529, 0.3305784958917814, 0.6859504090578629, 1.0]","[0.1217391091077332, 0.0608695545538666, 0.0, 0.086956476202998]",Normal
"[0.3965029218819892, 0.6157727789289102, 0.5262422661530533, 0.2198631358395687]","[0.413151730060415, 0.0, 0.4184915836470899, 0.4074129547760905]","[0.2572901678194031, 0.6239015397547091, 0.3267760032603574, 0.2723820561477689]","[0.7468354506108746, 0.0, 0.7784810216968504, 0.493670891572409]","[0.3305784958917814, 0.6859504090578629, 1.0, 0.1322313907967335]","[0.0608695545538666, 0.0, 0.086956476202998, 0.9391304288744396]",Normal
"[0.6157727789289102, 0.5262422661530533, 0.2198631358395687, 0.24346772452913]","[0.0, 0.4184915836470899, 0.4074129547760905, 0.4926461903713602]","[0.6239015397547091, 0.3267760032603574, 0.2723820561477689, 0.1986127561481934]","[0.0, 0.7784810216968504, 0.493670891572409, 0.4367088578280485]","[0.6859504090578629, 1.0, 0.1322313907967335, 0.2644627941934321]","[0.0, 0.086956476202998, 0.9391304288744396, 0.930434780591272]",Normal
"[0.5262422661530533, 0.2198631358395687, 0.24346772452913, 1.0]","[0.4184915836470899, 0.4074129547760905, 0.4926461903713602, 0.7541884358580742]","[0.3267760032603574, 0.2723820561477689, 0.1986127561481934, 1.0]","[0.7784810216968504, 0.493670891572409, 0.4367088578280485, 0.8924050698868908]","[1.0, 0.1322313907967335, 0.2644627941934321, 0.7190082315571162]","[0.086956476202998, 0.9391304288744396, 0.930434780591272, 1.0]",Normal
"[0.2198631358395687, 0.24346772452913, 1.0, 0.0]","[0.4074129547760905, 0.4926461903713602, 0.7541884358580742, 1.0]","[0.2723820561477689, 0.1986127561481934, 1.0, 0.0]","[0.493670891572409, 0.4367088578280485, 0.8924050698868908, 0.4810126584339653]","[0.1322313907967335, 0.2644627941934321, 0.7190082315571162, 0.0]","[0.9391304288744396, 0.930434780591272, 1.0, 0.6434782579875316]",Aggressive
"[0.24346772452913, 1.0, 0.0, 0.4679913231001063]","[0.4926461903713602, 0.7541884358580742, 1.0, 0.6993348489866933]","[0.1986127561481934, 1.0, 0.0, 0.8898753804811574]","[0.4367088578280485, 0.8924050698868908, 0.4810126584339653, 0.7025316433710364]","[0.2644627941934321, 0.7190082315571162, 0.0, 0.3719008055157606]","[0.930434780591272, 1.0, 0.6434782579875316, 0.5217391223650882]",Aggressive
"[1.0, 0.0, 0.4679913231001063, 0.0681162761827837]","[0.7541884358580742, 1.0, 0.6993348489866933, 0.1005433311900685]","[1.0, 0.0, 0.8898753804811574, 0.2349691369817071]","[0.8924050698868908, 0.4810126584339653, 0.7025316433710364, 0.2151898795248989]","[0.7190082315571162, 0.0, 0.3719008055157606, 0.2231404845694529]","[1.0, 0.6434782579875316, 0.5217391223650882, 0.3391304056740684]",Aggressive
"[0.0, 0.4679913231001063, 0.0681162761827837, 0.1432789558987935]","[1.0, 0.6993348489866933, 0.1005433311900685, 0.6514196938169542]","[0.0, 0.8898753804811574, 0.2349691369817071, 0.4152455668903917]","[0.4810126584339653, 0.7025316433710364, 0.2151898795248989, 1.0]","[0.0, 0.3719008055157606, 0.2231404845694529, 0.3553718879661514]","[0.6434782579875316, 0.5217391223650882, 0.3391304056740684, 0.2521738764416503]",Normal
"[0.4679913231001063, 0.0681162761827837, 0.1432789558987935, 0.6015911910542846]","[0.6993348489866933, 0.1005433311900685, 0.6514196938169542, 0.2273472965090331]","[0.8898753804811574, 0.2349691369817071, 0.4152455668903917, 0.3922808492212076]","[0.7025316433710364, 0.2151898795248989, 1.0, 0.3291139277149393]","[0.3719008055157606, 0.2231404845694529, 0.3553718879661514, 0.2809917267054997]","[0.5217391223650882, 0.3391304056740684, 0.2521738764416503, 0.2434782182154665]",Normal
"[0.0681162761827837, 0.1432789558987935, 0.6015911910542846, 0.3295284829047969]","[0.1005433311900685, 0.6514196938169542, 0.2273472965090331, 0.4777908359845083]","[0.2349691369817071, 0.4152455668903917, 0.3922808492212076, 0.607026643232848]","[0.2151898795248989, 1.0, 0.3291139277149393, 0.8037974554072144]","[0.2231404845694529, 0.3553718879661514, 0.2809917267054997, 0.545454524836421]","[0.3391304056740684, 0.2521738764416503, 0.2434782182154665, 0.2347825599892827]",Normal
"[0.1432789558987935, 0.6015911910542846, 0.3295284829047969, 0.176231797242418]","[0.6514196938169542, 0.2273472965090331, 0.4777908359845083, 0.3734271637610355]","[0.4152455668903917, 0.3922808492212076, 0.607026643232848, 0.6756273428511995]","[1.0, 0.3291139277149393, 0.8037974554072144, 0.5759493686764737]","[0.3553718879661514, 0.2809917267054997, 0.545454524836421, 0.2231404845694529]","[0.2521738764416503, 0.2434782182154665, 0.2347825599892827, 0.1217391091077332]",Normal
"[0.6015911910542846, 0.3295284829047969, 0.176231797242418, 0.3965029218819892]","[0.2273472965090331, 0.4777908359845083, 0.3734271637610355, 0.413151730060415]","[0.3922808492212076, 0.607026643232848, 0.6756273428511995, 0.2572901678194031]","[0.3291139277149393, 0.8037974554072144, 0.5759493686764737, 0.7468354506108746]","[0.2809917267054997, 0.545454524836421, 0.2231404845694529, 0.3305784958917814]","[0.2434782182154665, 0.2347825599892827, 0.1217391091077332, 0.0608695545538666]",Normal
"[0.3295284829047969, 0.176231797242418, 0.3965029218819892, 0.6157727789289102]","[0.4777908359845083, 0.3734271637610355, 0.413151730060415, 0.0]","[0.607026643232848, 0.6756273428511995, 0.2572901678194031, 0.6239015397547091]","[0.8037974554072144, 0.5759493686764737, 0.7468354506108746, 0.0]","[0.545454524836421, 0.2231404845694529, 0.3305784958917814, 0.6859504090578629]","[0.2347825599892827, 0.1217391091077332, 0.0608695545538666, 0.0]",Normal
"[0.176231797242418, 0.3965029218819892, 0.6157727789289102, 0.5262422661530533]","[0.3734271637610355, 0.413151730060415, 0.0, 0.4184915836470899]","[0.6756273428511995, 0.2572901678194031, 0.6239015397547091, 0.3267760032603574]","[0.5759493686764737, 0.7468354506108746, 0.0, 0.7784810216968504]","[0.2231404845694529, 0.3305784958917814, 0.6859504090578629, 1.0]","[0.1217391091077332, 0.0608695545538666, 0.0, 0.086956476202998]",Normal
"[0.3965029218819892, 0.6157727789289102, 0.5262422661530533, 0.3569560318212405]","[0.413151730060415, 0.0, 0.4184915836470899, 0.4712251410060072]","[0.2572901678194031, 0.6239015397547091, 0.3267760032603574, 0.0476624080092644]","[0.7468354506108746, 0.0, 0.7784810216968504, 0.1328124964639501]","[0.3305784958917814, 0.6859504090578629, 1.0, 0.3370786612610325]","[0.0608695545538666, 0.0, 0.086956476202998, 1.0]",Normal
"[0.6157727789289102, 0.5262422661530533, 0.3569560318212405, 0.0]","[0.0, 0.4184915836470899, 0.4712251410060072, 0.5248227256976803]","[0.6239015397547091, 0.3267760032603574, 0.0476624080092644, 0.2900706040569315]","[0.0, 0.7784810216968504, 0.1328124964639501, 0.3203125068859918]","[0.6859504090578629, 1.0, 0.3370786612610325, 0.0]","[0.0, 0.086956476202998, 1.0, 0.901315783905914]",Normal
"[0.5262422661530533, 0.3569560318212405, 0.0, 0.261388699735381]","[0.4184915836470899, 0.4712251410060072, 0.5248227256976803, 0.7914028208246946]","[0.3267760032603574, 0.0476624080092644, 0.2900706040569315, 0.1561171504352049]","[0.7784810216968504, 0.1328124964639501, 0.3203125068859918, 0.4140625001861079]","[1.0, 0.3370786612610325, 0.0, 0.2584269717776769]","[0.086956476202998, 1.0, 0.901315783905914, 0.8947368424352051]",Normal
"[0.3569560318212405, 0.0, 0.261388699735381, 0.179707181999503]","[0.4712251410060072, 0.5248227256976803, 0.7914028208246946, 0.3871895097679405]","[0.0476624080092644, 0.2900706040569315, 0.1561171504352049, 0.2945823527214315]","[0.1328124964639501, 0.3203125068859918, 0.4140625001861079, 0.4218750055832366]","[0.3370786612610325, 0.0, 0.2584269717776769, 0.2359550727326392]","[1.0, 0.901315783905914, 0.8947368424352051, 0.7236842237734847]",Normal
"[0.0, 0.261388699735381, 0.179707181999503, 0.3210397844745591]","[0.5248227256976803, 0.7914028208246946, 0.3871895097679405, 0.4943632023959812]","[0.2900706040569315, 0.1561171504352049, 0.2945823527214315, 0.4727445926257985]","[0.3203125068859918, 0.4140625001861079, 0.4218750055832366, 0.3515625046526971]","[0.0, 0.2584269717776769, 0.2359550727326392, 0.314606740803133]","[0.901315783905914, 0.8947368424352051, 0.7236842237734847, 0.618421080000263]",Normal
"[0.261388699735381, 0.179707181999503, 0.3210397844745591, 0.3813730355370444]","[0.7914028208246946, 0.3871895097679405, 0.4943632023959812, 0.1320863284700191]","[0.1561171504352049, 0.2945823527214315, 0.4727445926257985, 0.8017109342896634]","[0.4140625001861079, 0.4218750055832366, 0.3515625046526971, 0.3125000133997679]","[0.2584269717776769, 0.2359550727326392, 0.314606740803133, 0.6853932591968669]","[0.8947368424352051, 0.7236842237734847, 0.618421080000263, 0.427631606835711]",Normal
"[0.179707181999503, 0.3210397844745591, 0.3813730355370444, 0.7610879126416403]","[0.3871895097679405, 0.4943632023959812, 0.1320863284700191, 0.3345841892010471]","[0.2945823527214315, 0.4727445926257985, 0.8017109342896634, 0.5716472412118495]","[0.4218750055832366, 0.3515625046526971, 0.3125000133997679, 0.1640625106081496]","[0.2359550727326392, 0.314606740803133, 0.6853932591968669, 0.6067415739960836]","[0.7236842237734847, 0.618421080000263, 0.427631606835711, 0.4407895098375987]",Normal
"[0.3210397844745591, 0.3813730355370444, 0.7610879126416403, 0.6767713515310944]","[0.4943632023959812, 0.1320863284700191, 0.3345841892010471, 0.481796838621619]","[0.4727445926257985, 0.8017109342896634, 0.5716472412118495, 0.7007023049049274]","[0.3515625046526971, 0.3125000133997679, 0.1640625106081496, 0.671875011538689]","[0.314606740803133, 0.6853932591968669, 0.6067415739960836, 0.7865168520078326]","[0.618421080000263, 0.427631606835711, 0.4407895098375987, 0.3157895115615453]",Normal
"[0.3813730355370444, 0.7610879126416403, 0.6767713515310944, 1.0]","[0.1320863284700191, 0.3345841892010471, 0.481796838621619, 0.3552417454000913]","[0.8017109342896634, 0.5716472412118495, 0.7007023049049274, 0.6518650304456648]","[0.3125000133997679, 0.1640625106081496, 0.671875011538689, 0.1250000029777262]","[0.6853932591968669, 0.6067415739960836, 0.7865168520078326, 0.7528089991577037]","[0.427631606835711, 0.4407895098375987, 0.3157895115615453, 0.2631578995539944]",Normal
"[0.7610879126416403, 0.6767713515310944, 1.0, 0.5929495873520819]","[0.3345841892010471, 0.481796838621619, 0.3552417454000913, 0.5162546812521257]","[0.5716472412118495, 0.7007023049049274, 0.6518650304456648, 0.0]","[0.1640625106081496, 0.671875011538689, 0.1250000029777262, 0.6171875214024071]","[0.6067415739960836, 0.7865168520078326, 0.7528089991577037, 0.6853932591968669]","[0.4407895098375987, 0.3157895115615453, 0.2631578995539944, 0.2434210450511628]",Normal
"[0.6767713515310944, 1.0, 0.5929495873520819, 0.5054668727399814]","[0.481796838621619, 0.3552417454000913, 0.5162546812521257, 0.4490468884204701]","[0.7007023049049274, 0.6518650304456648, 0.0, 0.1490184541820763]","[0.671875011538689, 0.1250000029777262, 0.6171875214024071, 0.0]","[0.7865168520078326, 0.7528089991577037, 0.6853932591968669, 0.7078651839373388]","[0.3157895115615453, 0.2631578995539944, 0.2434210450511628, 0.2302632222911551]",Normal
"[1.0, 0.5929495873520819, 0.5054668727399814, 0.7742142887554984]","[0.3552417454000913, 0.5162546812521257, 0.4490468884204701, 0.4895010891697267]","[0.6518650304456648, 0.0, 0.1490184541820763, 0.6779212895513467]","[0.1250000029777262, 0.6171875214024071, 0.0, 0.6640625061415603]","[0.7528089991577037, 0.6853932591968669, 0.7078651839373388, 0.5730337211459547]","[0.2631578995539944, 0.2434210450511628, 0.2302632222911551, 0.2434210450511628]",Normal
"[0.5929495873520819, 0.5054668727399814, 0.7742142887554984, 0.856052707954356]","[0.5162546812521257, 0.4490468884204701, 0.4895010891697267, 0.4296760160406743]","[0.0, 0.1490184541820763, 0.6779212895513467, 1.0]","[0.6171875214024071, 0.0, 0.6640625061415603, 0.2656250107942575]","[0.6853932591968669, 0.7078651839373388, 0.5730337211459547, 0.3483146107835514]","[0.2434210450511628, 0.2302632222911551, 0.2434210450511628, 0.1118420952741656]",Normal
"[0.5054668727399814, 0.7742142887554984, 0.856052707954356, 0.4226936294071984]","[0.4490468884204701, 0.4895010891697267, 0.4296760160406743, 0.7335835925755838]","[0.1490184541820763, 0.6779212895513467, 1.0, 0.4713969516978594]","[0.0, 0.6640625061415603, 0.2656250107942575, 0.4140625001861079]","[0.7078651839373388, 0.5730337211459547, 0.3483146107835514, 0.5842696663859013]","[0.2302632222911551, 0.2434210450511628, 0.1118420952741656, 0.2039474162873797]",Normal
"[0.7742142887554984, 0.856052707954356, 0.4226936294071984, 0.3558110012994627]","[0.4895010891697267, 0.4296760160406743, 0.7335835925755838, 0.2018746945617092]","[0.6779212895513467, 1.0, 0.4713969516978594, 0.482628226680115]","[0.6640625061415603, 0.2656250107942575, 0.4140625001861079, 0.2265625135858758]","[0.5730337211459547, 0.3483146107835514, 0.5842696663859013, 0.4606741659647531]","[0.2434210450511628, 0.1118420952741656, 0.2039474162873797, 0.092105321013214]",Normal
"[0.856052707954356, 0.4226936294071984, 0.3558110012994627, 0.2959022356916942]","[0.4296760160406743, 0.7335835925755838, 0.2018746945617092, 0.0]","[1.0, 0.4713969516978594, 0.482628226680115, 0.543759572639994]","[0.2656250107942575, 0.4140625001861079, 0.2265625135858758, 0.046874996650058]","[0.3483146107835514, 0.5842696663859013, 0.4606741659647531, 1.0]","[0.1118420952741656, 0.2039474162873797, 0.092105321013214, 0.0]",Normal
"[0.4226936294071984, 0.3558110012994627, 0.2959022356916942, 0.114156381834128]","[0.7335835925755838, 0.2018746945617092, 0.0, 1.0]","[0.4713969516978594, 0.482628226680115, 0.543759572639994, 0.4063403563823826]","[0.4140625001861079, 0.2265625135858758, 0.046874996650058, 1.0]","[0.5842696663859013, 0.4606741659647531, 1.0, 0.0898876647013085]","[0.2039474162873797, 0.092105321013214, 0.0, 0.0328947575047193]",Normal
"[0.3558110012994627, 0.2959022356916942, 0.114156381834128, 0.4664051190611313]","[0.2018746945617092, 0.0, 1.0, 0.3198185711005543]","[0.482628226680115, 0.543759572639994, 0.4063403563823826, 0.3956400012750087]","[0.2265625135858758, 0.046874996650058, 1.0, 0.4521739078558178]","[0.4606741659647531, 1.0, 0.0898876647013085, 0.4358974421622114]","[0.092105321013214, 0.0, 0.0328947575047193, 1.0]",Normal
"[0.2959022356916942, 0.114156381834128, 0.4664051190611313, 0.5428451216737404]","[0.0, 1.0, 0.3198185711005543, 0.2536076779323052]","[0.543759572639994, 0.4063403563823826, 0.3956400012750087, 0.3481076744902621]","[0.046874996650058, 1.0, 0.4521739078558178, 0.3913043553193743]","[1.0, 0.0898876647013085, 0.4358974421622114, 0.1282051352216768]","[0.0, 0.0328947575047193, 1.0, 0.9857142815916544]",Normal
"[0.114156381834128, 0.4664051190611313, 0.5428451216737404, 0.7107132107199902]","[1.0, 0.3198185711005543, 0.2536076779323052, 0.245523250512987]","[0.4063403563823826, 0.3956400012750087, 0.3481076744902621, 0.4483812701212321]","[1.0, 0.4521739078558178, 0.3913043553193743, 0.5652173947627881]","[0.0898876647013085, 0.4358974421622114, 0.1282051352216768, 0.1666666796973998]","[0.0328947575047193, 1.0, 0.9857142815916544, 0.8928571418848241]",Normal
"[0.4664051190611313, 0.5428451216737404, 0.7107132107199902, 1.0]","[0.3198185711005543, 0.2536076779323052, 0.245523250512987, 0.2624194041250544]","[0.3956400012750087, 0.3481076744902621, 0.4483812701212321, 0.4179919674447762]","[0.4521739078558178, 0.3913043553193743, 0.5652173947627881, 0.6434782631751921]","[0.4358974421622114, 0.1282051352216768, 0.1666666796973998, 0.0128205213406075]","[1.0, 0.9857142815916544, 0.8928571418848241, 0.7285714155812502]",Normal
"[0.5428451216737404, 0.7107132107199902, 1.0, 0.4501934029292921]","[0.2536076779323052, 0.245523250512987, 0.2624194041250544, 0.3456978243785512]","[0.3481076744902621, 0.4483812701212321, 0.4179919674447762, 0.3629976518588565]","[0.3913043553193743, 0.5652173947627881, 0.6434782631751921, 0.4695652237317783]","[0.1282051352216768, 0.1666666796973998, 0.0128205213406075, 0.3589743764217588]","[0.9857142815916544, 0.8928571418848241, 0.7285714155812502, 0.5642857001676462]",Normal
"[0.7107132107199902, 1.0, 0.4501934029292921, 0.7076172915356951]","[0.245523250512987, 0.2624194041250544, 0.3456978243785512, 0.2575030291661885]","[0.4483812701212321, 0.4179919674447762, 0.3629976518588565, 0.5094228460320664]","[0.5652173947627881, 0.6434782631751921, 0.4695652237317783, 0.7652173947627882]","[0.1666666796973998, 0.0128205213406075, 0.3589743764217588, 0.2948717953729769]","[0.8928571418848241, 0.7285714155812502, 0.5642857001676462, 0.4928571244608723]",Normal
