accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,label
"[0.3465307816420353, 0.7067871376348936, 0.5180219906061956, 0.520468245413745]","[0.9814037361176926, 0.9797543423926482, 0.6889194483823966, 0.8034125255775325]","[0.0732708634633507, 0.6766710228485274, 0.823598875732806, 0.4871623941021424]","[0.6596385679380081, 0.6445783261995721, 0.572289167691942, 0.4849397720380318]","[0.4736842111861997, 0.2631579031833559, 0.4276315776276006, 0.6052631552552012]","[0.549019617661276, 0.5294117840490812, 0.4901960813255254, 0.4705882458449534]",Aggressive
"[0.7067871376348936, 0.5180219906061956, 0.520468245413745, 0.0217769016208864]","[0.9797543423926482, 0.6889194483823966, 0.8034125255775325, 0.1872743032123509]","[0.6766710228485274, 0.823598875732806, 0.4871623941021424, 0.0]","[0.6445783261995721, 0.572289167691942, 0.4849397720380318, 0.0]","[0.2631579031833559, 0.4276315776276006, 0.6052631552552012, 0.2697368547750338]","[0.5294117840490812, 0.4901960813255254, 0.4705882458449534, 0.2549019640081802]",Normal
"[0.5180219906061956, 0.520468245413745, 0.0217769016208864, 0.0497513842464127]","[0.6889194483823966, 0.8034125255775325, 0.1872743032123509, 0.990474985985926]","[0.823598875732806, 0.4871623941021424, 0.0, 0.4245130246086038]","[0.572289167691942, 0.4849397720380318, 0.0, 1.0]","[0.4276315776276006, 0.6052631552552012, 0.2697368547750338, 0.4210526310510402]","[0.4901960813255254, 0.4705882458449534, 0.2549019640081802, 0.4313725748838093]",Normal
"[0.520468245413745, 0.0217769016208864, 0.0497513842464127, 0.0205292120358297]","[0.8034125255775325, 0.1872743032123509, 0.990474985985926, 0.538002831877413]","[0.4871623941021424, 0.0, 0.4245130246086038, 0.2579433944540711]","[0.4849397720380318, 0.0, 1.0, 0.1656626499384834]","[0.6052631552552012, 0.2697368547750338, 0.4210526310510402, 0.0]","[0.4705882458449534, 0.2549019640081802, 0.4313725748838093, 1.0]",Normal
"[0.0217769016208864, 0.0497513842464127, 0.0205292120358297, 0.6129544133332272]","[0.1872743032123509, 0.990474985985926, 0.538002831877413, 0.8285461149242748]","[0.0, 0.4245130246086038, 0.2579433944540711, 0.7995235759765589]","[0.0, 1.0, 0.1656626499384834, 0.740963867814975]","[0.2697368547750338, 0.4210526310510402, 0.0, 0.8552631452249662]","[0.2549019640081802, 0.4313725748838093, 1.0, 0.5294117840490812]",Normal
"[0.0497513842464127, 0.0205292120358297, 0.6129544133332272, 0.345247528194096]","[0.990474985985926, 0.538002831877413, 0.8285461149242748, 0.5300620362917725]","[0.4245130246086038, 0.2579433944540711, 0.7995235759765589, 0.30008999505222]","[1.0, 0.1656626499384834, 0.740963867814975, 0.6054216921690516]","[0.4210526310510402, 0.0, 0.8552631452249662, 0.3355263205406377]","[0.4313725748838093, 1.0, 0.5294117840490812, 0.2549019640081802]",Normal
"[0.0205292120358297, 0.6129544133332272, 0.345247528194096, 0.4216360116449215]","[0.538002831877413, 0.8285461149242748, 0.5300620362917725, 0.0]","[0.2579433944540711, 0.7995235759765589, 0.30008999505222, 0.2927462429554738]","[0.1656626499384834, 0.740963867814975, 0.6054216921690516, 0.1295180844611362]","[0.0, 0.8552631452249662, 0.3355263205406377, 0.2631579031833559]","[1.0, 0.5294117840490812, 0.2549019640081802, 0.3333333432980115]",Normal
"[0.6129544133332272, 0.345247528194096, 0.4216360116449215, 1.0]","[0.8285461149242748, 0.5300620362917725, 0.0, 0.5940445049066501]","[0.7995235759765589, 0.30008999505222, 0.2927462429554738, 1.0]","[0.740963867814975, 0.6054216921690516, 0.1295180844611362, 0.7228915667076777]","[0.8552631452249662, 0.3355263205406377, 0.2631579031833559, 1.0]","[0.5294117840490812, 0.2549019640081802, 0.3333333432980115, 0.0392157120654416]",Normal
"[0.345247528194096, 0.4216360116449215, 1.0, 0.0810270141470747]","[0.5300620362917725, 0.0, 0.5940445049066501, 1.0]","[0.30008999505222, 0.2927462429554738, 1.0, 0.0986430616152272]","[0.6054216921690516, 0.1295180844611362, 0.7228915667076777, 0.5813253090612789]","[0.3355263205406377, 0.2631579031833559, 1.0, 0.5263157888138004]","[0.2549019640081802, 0.3333333432980115, 0.0392157120654416, 0.1176470764082556]",Normal
"[0.4216360116449215, 1.0, 0.0810270141470747, 0.0]","[0.0, 0.5940445049066501, 1.0, 0.7252708238305268]","[0.2927462429554738, 1.0, 0.0986430616152272, 0.4852962629327305]","[0.1295180844611362, 0.7228915667076777, 0.5813253090612789, 0.6626506089382458]","[0.2631579031833559, 1.0, 0.5263157888138004, 0.2697368547750338]","[0.3333333432980115, 0.0392157120654416, 0.1176470764082556, 0.1372549025469418]",Normal
"[1.0, 0.0810270141470747, 0.0, 0.3767071828520522]","[0.5940445049066501, 1.0, 0.7252708238305268, 0.4276695210388443]","[1.0, 0.0986430616152272, 0.4852962629327305, 0.0380632753091063]","[0.7228915667076777, 0.5813253090612789, 0.6626506089382458, 0.1957831517839791]","[1.0, 0.5263157888138004, 0.2697368547750338, 0.440789475795839]","[0.0392157120654416, 0.1176470764082556, 0.1372549025469418, 0.0392157120654416]",Normal
"[0.0810270141470747, 0.0, 0.3767071828520522, 0.3353811459658119]","[1.0, 0.7252708238305268, 0.4276695210388443, 0.4299740696526578]","[0.0986430616152272, 0.4852962629327305, 0.0380632753091063, 0.3322436385532051]","[0.5813253090612789, 0.6626506089382458, 0.1957831517839791, 0.4337349510457808]","[0.5263157888138004, 0.2697368547750338, 0.440789475795839, 0.2434210684687923]","[0.1176470764082556, 0.1372549025469418, 0.0392157120654416, 0.0]",Normal
"[0.0, 0.3767071828520522, 0.3353811459658119, 0.5340936673776802]","[0.7252708238305268, 0.4276695210388443, 0.4299740696526578, 0.4255152727547679]","[0.4852962629327305, 0.0380632753091063, 0.3322436385532051, 0.7882285259641569]","[0.6626506089382458, 0.1957831517839791, 0.4337349510457808, 0.5692771175073924]","[0.2697368547750338, 0.440789475795839, 0.2434210684687923, 0.8881579031833559]","[0.1372549025469418, 0.0392157120654416, 0.0, 0.0392157120654416]",Normal
"[0.3767071828520522, 0.3353811459658119, 0.5340936673776802, 0.560990499933577]","[0.4276695210388443, 0.4299740696526578, 0.4255152727547679, 0.5187181878195695]","[0.0380632753091063, 0.3322436385532051, 0.7882285259641569, 0.2134669953342488]","[0.1957831517839791, 0.4337349510457808, 0.5692771175073924, 0.4770642144009681]","[0.440789475795839, 0.2434210684687923, 0.8881579031833559, 0.9230769027790507]","[0.0392157120654416, 0.0, 0.0392157120654416, 0.9487179517250413]",Normal
"[0.3353811459658119, 0.5340936673776802, 0.560990499933577, 0.5089209775319967]","[0.4299740696526578, 0.4255152727547679, 0.5187181878195695, 0.4722859075133513]","[0.3322436385532051, 0.7882285259641569, 0.2134669953342488, 0.4265683552035905]","[0.4337349510457808, 0.5692771175073924, 0.4770642144009681, 0.5321100783334518]","[0.2434210684687923, 0.8881579031833559, 0.9230769027790507, 0.6153846018527005]","[0.0, 0.0392157120654416, 0.9487179517250413, 0.8974358839039818]",Normal
"[0.5340936673776802, 0.560990499933577, 0.5089209775319967, 0.6766400054292374]","[0.4255152727547679, 0.5187181878195695, 0.4722859075133513, 0.5051216933253163]","[0.7882285259641569, 0.2134669953342488, 0.4265683552035905, 0.4786237550415672]","[0.5692771175073924, 0.4770642144009681, 0.5321100783334518, 0.5596330186045445]","[0.8881579031833559, 0.9230769027790507, 0.6153846018527005, 1.0]","[0.0392157120654416, 0.9487179517250413, 0.8974358839039818, 0.8717948695395525]",Normal
"[0.560990499933577, 0.5089209775319967, 0.6766400054292374, 0.6635573566922426]","[0.5187181878195695, 0.4722859075133513, 0.5051216933253163, 0.5068167341835577]","[0.2134669953342488, 0.4265683552035905, 0.4786237550415672, 0.2195485008512721]","[0.4770642144009681, 0.5321100783334518, 0.5596330186045445, 0.5045871398107487]","[0.9230769027790507, 0.6153846018527005, 1.0, 0.8461538641963994]","[0.9487179517250413, 0.8974358839039818, 0.8717948695395525, 1.0]",Normal
"[0.5089209775319967, 0.6766400054292374, 0.6635573566922426, 0.7076935913979558]","[0.4722859075133513, 0.5051216933253163, 0.5068167341835577, 1.0]","[0.4265683552035905, 0.4786237550415672, 0.2195485008512721, 0.201953810363426]","[0.5321100783334518, 0.5596330186045445, 0.5045871398107487, 0.7614678696333529]","[0.6153846018527005, 1.0, 0.8461538641963994, 0.8653846165122749]","[0.8974358839039818, 0.8717948695395525, 1.0, 0.7948717800242763]",Normal
"[0.6766400054292374, 0.6635573566922426, 0.7076935913979558, 0.3227883413446182]","[0.5051216933253163, 0.5068167341835577, 1.0, 0.8350841124316114]","[0.4786237550415672, 0.2195485008512721, 0.201953810363426, 0.3047406973168411]","[0.5596330186045445, 0.5045871398107487, 0.7614678696333529, 0.3761467757736415]","[1.0, 0.8461538641963994, 0.8653846165122749, 0.5192307669754501]","[0.8717948695395525, 1.0, 0.7948717800242763, 0.8974358839039818]",Normal
"[0.6635573566922426, 0.7076935913979558, 0.3227883413446182, 0.6885639268663037]","[0.5068167341835577, 1.0, 0.8350841124316114, 0.7786464308764729]","[0.2195485008512721, 0.201953810363426, 0.3047406973168411, 0.4723247744020517]","[0.5045871398107487, 0.7614678696333529, 0.3761467757736415, 0.8807339488037937]","[0.8461538641963994, 0.8653846165122749, 0.5192307669754501, 0.5]","[1.0, 0.7948717800242763, 0.8974358839039818, 0.6923076712580457]",Normal
"[0.7076935913979558, 0.3227883413446182, 0.6885639268663037, 0.484213808781764]","[1.0, 0.8350841124316114, 0.7786464308764729, 0.8764902480959632]","[0.201953810363426, 0.3047406973168411, 0.4723247744020517, 0.3367493967448046]","[0.7614678696333529, 0.3761467757736415, 0.8807339488037937, 0.3853210868661528]","[0.8653846165122749, 0.5192307669754501, 0.5, 0.7692307559807692]","[0.7948717800242763, 0.8974358839039818, 0.6923076712580457, 0.7948717800242763]",Normal
"[0.3227883413446182, 0.6885639268663037, 0.484213808781764, 0.7012061026167083]","[0.8350841124316114, 0.7786464308764729, 0.8764902480959632, 0.4957386286864226]","[0.3047406973168411, 0.4723247744020517, 0.3367493967448046, 0.8466549120352119]","[0.3761467757736415, 0.8807339488037937, 0.3853210868661528, 0.5779816337960085]","[0.5192307669754501, 0.5, 0.7692307559807692, 0.8269230679018004]","[0.8974358839039818, 0.6923076712580457, 0.7948717800242763, 0.4871794586121096]",Normal
"[0.6885639268663037, 0.484213808781764, 0.7012061026167083, 0.7480266466752035]","[0.7786464308764729, 0.8764902480959632, 0.4957386286864226, 0.2312039169758902]","[0.4723247744020517, 0.3367493967448046, 0.8466549120352119, 0.5308195173092002]","[0.8807339488037937, 0.3853210868661528, 0.5779816337960085, 0.5412844034130804]","[0.5, 0.7692307559807692, 0.8269230679018004, 0.9230769027790507]","[0.6923076712580457, 0.7948717800242763, 0.4871794586121096, 0.0512820091827579]",Normal
"[0.484213808781764, 0.7012061026167083, 0.7480266466752035, 0.7310142920003786]","[0.8764902480959632, 0.4957386286864226, 0.2312039169758902, 0.0637467400356784]","[0.3367493967448046, 0.8466549120352119, 0.5308195173092002, 0.6822099284758113]","[0.3853210868661528, 0.5779816337960085, 0.5412844034130804, 0.2293577843063425]","[0.7692307559807692, 0.8269230679018004, 0.9230769027790507, 0.6538461577929624]","[0.7948717800242763, 0.4871794586121096, 0.0512820091827579, 0.0512820091827579]",Normal
"[0.7012061026167083, 0.7480266466752035, 0.7310142920003786, 0.5333492836286443]","[0.4957386286864226, 0.2312039169758902, 0.0637467400356784, 0.9088074751319692]","[0.8466549120352119, 0.5308195173092002, 0.6822099284758113, 0.3982809934540854]","[0.5779816337960085, 0.5412844034130804, 0.2293577843063425, 1.0]","[0.8269230679018004, 0.9230769027790507, 0.6538461577929624, 0.5769230825613748]","[0.4871794586121096, 0.0512820091827579, 0.0512820091827579, 0.0]",Normal
"[0.7480266466752035, 0.7310142920003786, 0.5333492836286443, 0.7710839392799144]","[0.2312039169758902, 0.0637467400356784, 0.9088074751319692, 0.397758499245966]","[0.5308195173092002, 0.6822099284758113, 0.3982809934540854, 0.0990724815990919]","[0.5412844034130804, 0.2293577843063425, 1.0, 0.2477064204784825]","[0.9230769027790507, 0.6538461577929624, 0.5769230825613748, 0.1538461944418985]","[0.0512820091827579, 0.0512820091827579, 0.0, 0.3076922896497534]",Normal
"[0.7310142920003786, 0.5333492836286443, 0.7710839392799144, 0.2929801004436396]","[0.0637467400356784, 0.9088074751319692, 0.397758499245966, 0.6905859284655645]","[0.6822099284758113, 0.3982809934540854, 0.0990724815990919, 0.2000641161715714]","[0.2293577843063425, 1.0, 0.2477064204784825, 0.486238522870895]","[0.6538461577929624, 0.5769230825613748, 0.1538461944418985, 0.0]","[0.0512820091827579, 0.0, 0.3076922896497534, 0.2564102413747945]",Normal
"[0.5333492836286443, 0.7710839392799144, 0.2929801004436396, 0.3223479027029002]","[0.9088074751319692, 0.397758499245966, 0.6905859284655645, 0.6362690881856542]","[0.3982809934540854, 0.0990724815990919, 0.2000641161715714, 1.0]","[1.0, 0.2477064204784825, 0.486238522870895, 0.0]","[0.5769230825613748, 0.1538461944418985, 0.0, 0.0384615632700491]","[0.0, 0.3076922896497534, 0.2564102413747945, 0.2564102413747945]",Normal
"[0.7710839392799144, 0.2929801004436396, 0.3223479027029002, 0.3688404532314197]","[0.397758499245966, 0.6905859284655645, 0.6362690881856542, 0.6047436231746218]","[0.0990724815990919, 0.2000641161715714, 1.0, 0.0939787116981688]","[0.2477064204784825, 0.486238522870895, 0.0, 0.7981651419776329]","[0.1538461944418985, 0.0, 0.0384615632700491, 0.1538461944418985]","[0.3076922896497534, 0.2564102413747945, 0.2564102413747945, 0.2051281930998356]",Normal
"[0.2929801004436396, 0.3223479027029002, 0.3688404532314197, 0.3564830479892657]","[0.6905859284655645, 0.6362690881856542, 0.6047436231746218, 0.4890758950929355]","[0.2000641161715714, 1.0, 0.0939787116981688, 0.3998102507895387]","[0.486238522870895, 0.0, 0.7981651419776329, 0.2935779689474806]","[0.0, 0.0384615632700491, 0.1538461944418985, 0.3076923302454992]","[0.2564102413747945, 0.2564102413747945, 0.2051281930998356, 0.0]",Normal
"[0.3223479027029002, 0.3688404532314197, 0.3564830479892657, 0.0]","[0.6362690881856542, 0.6047436231746218, 0.4890758950929355, 0.0]","[1.0, 0.0939787116981688, 0.3998102507895387, 0.0]","[0.0, 0.7981651419776329, 0.2935779689474806, 0.2568807245774352]","[0.0384615632700491, 0.1538461944418985, 0.3076923302454992, 0.8846153834877251]","[0.2564102413747945, 0.2051281930998356, 0.0, 0.0769230528663379]",Normal
"[0.3688404532314197, 0.3564830479892657, 0.0, 1.0]","[0.6047436231746218, 0.4890758950929355, 0.0, 0.0206128364418298]","[0.0939787116981688, 0.3998102507895387, 0.0, 0.4766378865923554]","[0.7981651419776329, 0.2935779689474806, 0.2568807245774352, 0.192660539936297]","[0.1538461944418985, 0.3076923302454992, 0.8846153834877251, 0.8846153834877251]","[0.2051281930998356, 0.0, 0.0769230528663379, 0.5384615264331689]",Normal
"[0.3564830479892657, 0.0, 1.0, 0.560990499933577]","[0.4890758950929355, 0.0, 0.0206128364418298, 0.5187181878195695]","[0.3998102507895387, 0.0, 0.4766378865923554, 0.2134669953342488]","[0.2935779689474806, 0.2568807245774352, 0.192660539936297, 0.4770642144009681]","[0.3076923302454992, 0.8846153834877251, 0.8846153834877251, 0.9230769027790507]","[0.0, 0.0769230528663379, 0.5384615264331689, 0.9487179517250413]",Normal
"[0.0, 1.0, 0.560990499933577, 0.5089209775319967]","[0.0, 0.0206128364418298, 0.5187181878195695, 0.4722859075133513]","[0.0, 0.4766378865923554, 0.2134669953342488, 0.4265683552035905]","[0.2568807245774352, 0.192660539936297, 0.4770642144009681, 0.5321100783334518]","[0.8846153834877251, 0.8846153834877251, 0.9230769027790507, 0.6153846018527005]","[0.0769230528663379, 0.5384615264331689, 0.9487179517250413, 0.8974358839039818]",Normal
"[1.0, 0.560990499933577, 0.5089209775319967, 0.6766400054292374]","[0.0206128364418298, 0.5187181878195695, 0.4722859075133513, 0.5051216933253163]","[0.4766378865923554, 0.2134669953342488, 0.4265683552035905, 0.4786237550415672]","[0.192660539936297, 0.4770642144009681, 0.5321100783334518, 0.5596330186045445]","[0.8846153834877251, 0.9230769027790507, 0.6153846018527005, 1.0]","[0.5384615264331689, 0.9487179517250413, 0.8974358839039818, 0.8717948695395525]",Normal
"[0.560990499933577, 0.5089209775319967, 0.6766400054292374, 0.6635573566922426]","[0.5187181878195695, 0.4722859075133513, 0.5051216933253163, 0.5068167341835577]","[0.2134669953342488, 0.4265683552035905, 0.4786237550415672, 0.2195485008512721]","[0.4770642144009681, 0.5321100783334518, 0.5596330186045445, 0.5045871398107487]","[0.9230769027790507, 0.6153846018527005, 1.0, 0.8461538641963994]","[0.9487179517250413, 0.8974358839039818, 0.8717948695395525, 1.0]",Normal
"[0.5089209775319967, 0.6766400054292374, 0.6635573566922426, 0.7076935913979558]","[0.4722859075133513, 0.5051216933253163, 0.5068167341835577, 1.0]","[0.4265683552035905, 0.4786237550415672, 0.2195485008512721, 0.201953810363426]","[0.5321100783334518, 0.5596330186045445, 0.5045871398107487, 0.7614678696333529]","[0.6153846018527005, 1.0, 0.8461538641963994, 0.8653846165122749]","[0.8974358839039818, 0.8717948695395525, 1.0, 0.7948717800242763]",Normal
"[0.6766400054292374, 0.6635573566922426, 0.7076935913979558, 0.3227883413446182]","[0.5051216933253163, 0.5068167341835577, 1.0, 0.8350841124316114]","[0.4786237550415672, 0.2195485008512721, 0.201953810363426, 0.3047406973168411]","[0.5596330186045445, 0.5045871398107487, 0.7614678696333529, 0.3761467757736415]","[1.0, 0.8461538641963994, 0.8653846165122749, 0.5192307669754501]","[0.8717948695395525, 1.0, 0.7948717800242763, 0.8974358839039818]",Normal
"[0.6635573566922426, 0.7076935913979558, 0.3227883413446182, 0.6885639268663037]","[0.5068167341835577, 1.0, 0.8350841124316114, 0.7786464308764729]","[0.2195485008512721, 0.201953810363426, 0.3047406973168411, 0.4723247744020517]","[0.5045871398107487, 0.7614678696333529, 0.3761467757736415, 0.8807339488037937]","[0.8461538641963994, 0.8653846165122749, 0.5192307669754501, 0.5]","[1.0, 0.7948717800242763, 0.8974358839039818, 0.6923076712580457]",Normal
"[0.7076935913979558, 0.3227883413446182, 0.6885639268663037, 0.484213808781764]","[1.0, 0.8350841124316114, 0.7786464308764729, 0.8764902480959632]","[0.201953810363426, 0.3047406973168411, 0.4723247744020517, 0.3367493967448046]","[0.7614678696333529, 0.3761467757736415, 0.8807339488037937, 0.3853210868661528]","[0.8653846165122749, 0.5192307669754501, 0.5, 0.7692307559807692]","[0.7948717800242763, 0.8974358839039818, 0.6923076712580457, 0.7948717800242763]",Normal
"[0.3227883413446182, 0.6885639268663037, 0.484213808781764, 0.7012061026167083]","[0.8350841124316114, 0.7786464308764729, 0.8764902480959632, 0.4957386286864226]","[0.3047406973168411, 0.4723247744020517, 0.3367493967448046, 0.8466549120352119]","[0.3761467757736415, 0.8807339488037937, 0.3853210868661528, 0.5779816337960085]","[0.5192307669754501, 0.5, 0.7692307559807692, 0.8269230679018004]","[0.8974358839039818, 0.6923076712580457, 0.7948717800242763, 0.4871794586121096]",Normal
"[0.6885639268663037, 0.484213808781764, 0.7012061026167083, 0.7480266466752035]","[0.7786464308764729, 0.8764902480959632, 0.4957386286864226, 0.2312039169758902]","[0.4723247744020517, 0.3367493967448046, 0.8466549120352119, 0.5308195173092002]","[0.8807339488037937, 0.3853210868661528, 0.5779816337960085, 0.5412844034130804]","[0.5, 0.7692307559807692, 0.8269230679018004, 0.9230769027790507]","[0.6923076712580457, 0.7948717800242763, 0.4871794586121096, 0.0512820091827579]",Normal
"[0.484213808781764, 0.7012061026167083, 0.7480266466752035, 0.7310142920003786]","[0.8764902480959632, 0.4957386286864226, 0.2312039169758902, 0.0637467400356784]","[0.3367493967448046, 0.8466549120352119, 0.5308195173092002, 0.6822099284758113]","[0.3853210868661528, 0.5779816337960085, 0.5412844034130804, 0.2293577843063425]","[0.7692307559807692, 0.8269230679018004, 0.9230769027790507, 0.6538461577929624]","[0.7948717800242763, 0.4871794586121096, 0.0512820091827579, 0.0512820091827579]",Normal
"[0.7012061026167083, 0.7480266466752035, 0.7310142920003786, 0.5333492836286443]","[0.4957386286864226, 0.2312039169758902, 0.0637467400356784, 0.9088074751319692]","[0.8466549120352119, 0.5308195173092002, 0.6822099284758113, 0.3982809934540854]","[0.5779816337960085, 0.5412844034130804, 0.2293577843063425, 1.0]","[0.8269230679018004, 0.9230769027790507, 0.6538461577929624, 0.5769230825613748]","[0.4871794586121096, 0.0512820091827579, 0.0512820091827579, 0.0]",Normal
"[0.7480266466752035, 0.7310142920003786, 0.5333492836286443, 0.7710839392799144]","[0.2312039169758902, 0.0637467400356784, 0.9088074751319692, 0.397758499245966]","[0.5308195173092002, 0.6822099284758113, 0.3982809934540854, 0.0990724815990919]","[0.5412844034130804, 0.2293577843063425, 1.0, 0.2477064204784825]","[0.9230769027790507, 0.6538461577929624, 0.5769230825613748, 0.1538461944418985]","[0.0512820091827579, 0.0512820091827579, 0.0, 0.3076922896497534]",Normal
"[0.7310142920003786, 0.5333492836286443, 0.7710839392799144, 0.2929801004436396]","[0.0637467400356784, 0.9088074751319692, 0.397758499245966, 0.6905859284655645]","[0.6822099284758113, 0.3982809934540854, 0.0990724815990919, 0.2000641161715714]","[0.2293577843063425, 1.0, 0.2477064204784825, 0.486238522870895]","[0.6538461577929624, 0.5769230825613748, 0.1538461944418985, 0.0]","[0.0512820091827579, 0.0, 0.3076922896497534, 0.2564102413747945]",Normal
"[0.5333492836286443, 0.7710839392799144, 0.2929801004436396, 0.3223479027029002]","[0.9088074751319692, 0.397758499245966, 0.6905859284655645, 0.6362690881856542]","[0.3982809934540854, 0.0990724815990919, 0.2000641161715714, 1.0]","[1.0, 0.2477064204784825, 0.486238522870895, 0.0]","[0.5769230825613748, 0.1538461944418985, 0.0, 0.0384615632700491]","[0.0, 0.3076922896497534, 0.2564102413747945, 0.2564102413747945]",Normal
"[0.7710839392799144, 0.2929801004436396, 0.3223479027029002, 0.3688404532314197]","[0.397758499245966, 0.6905859284655645, 0.6362690881856542, 0.6047436231746218]","[0.0990724815990919, 0.2000641161715714, 1.0, 0.0939787116981688]","[0.2477064204784825, 0.486238522870895, 0.0, 0.7981651419776329]","[0.1538461944418985, 0.0, 0.0384615632700491, 0.1538461944418985]","[0.3076922896497534, 0.2564102413747945, 0.2564102413747945, 0.2051281930998356]",Normal
"[0.2929801004436396, 0.3223479027029002, 0.3688404532314197, 0.3564830479892657]","[0.6905859284655645, 0.6362690881856542, 0.6047436231746218, 0.4890758950929355]","[0.2000641161715714, 1.0, 0.0939787116981688, 0.3998102507895387]","[0.486238522870895, 0.0, 0.7981651419776329, 0.2935779689474806]","[0.0, 0.0384615632700491, 0.1538461944418985, 0.3076923302454992]","[0.2564102413747945, 0.2564102413747945, 0.2051281930998356, 0.0]",Normal
"[0.3223479027029002, 0.3688404532314197, 0.3564830479892657, 0.0]","[0.6362690881856542, 0.6047436231746218, 0.4890758950929355, 0.0]","[1.0, 0.0939787116981688, 0.3998102507895387, 0.0]","[0.0, 0.7981651419776329, 0.2935779689474806, 0.2568807245774352]","[0.0384615632700491, 0.1538461944418985, 0.3076923302454992, 0.8846153834877251]","[0.2564102413747945, 0.2051281930998356, 0.0, 0.0769230528663379]",Normal
"[0.3688404532314197, 0.3564830479892657, 0.0, 1.0]","[0.6047436231746218, 0.4890758950929355, 0.0, 0.0206128364418298]","[0.0939787116981688, 0.3998102507895387, 0.0, 0.4766378865923554]","[0.7981651419776329, 0.2935779689474806, 0.2568807245774352, 0.192660539936297]","[0.1538461944418985, 0.3076923302454992, 0.8846153834877251, 0.8846153834877251]","[0.2051281930998356, 0.0, 0.0769230528663379, 0.5384615264331689]",Normal
"[0.3564830479892657, 0.0, 1.0, 0.3288988340380507]","[0.4890758950929355, 0.0, 0.0206128364418298, 0.5160761565455722]","[0.3998102507895387, 0.0, 0.4766378865923554, 0.1590039061179904]","[0.2935779689474806, 0.2568807245774352, 0.192660539936297, 0.5625000132343385]","[0.3076923302454992, 0.8846153834877251, 0.8846153834877251, 0.711442794466042]","[0.0, 0.0769230528663379, 0.5384615264331689, 0.6865671777855019]",Normal
"[0.0, 1.0, 0.3288988340380507, 0.5292223680511339]","[0.0, 0.0206128364418298, 0.5160761565455722, 0.5250771567757556]","[0.0, 0.4766378865923554, 0.1590039061179904, 0.4724229525635167]","[0.2568807245774352, 0.192660539936297, 0.5625000132343385, 0.5694444544437224]","[0.8846153834877251, 0.8846153834877251, 0.711442794466042, 0.7462686589664618]","[0.0769230528663379, 0.5384615264331689, 0.6865671777855019, 0.805970157744463]",Normal
"[1.0, 0.3288988340380507, 0.5292223680511339, 0.3866115330432821]","[0.0206128364418298, 0.5160761565455722, 0.5250771567757556, 0.5565725886123247]","[0.4766378865923554, 0.1590039061179904, 0.4724229525635167, 0.0]","[0.192660539936297, 0.5625000132343385, 0.5694444544437224, 0.5798611228749676]","[0.8846153834877251, 0.711442794466042, 0.7462686589664618, 0.8557214029218112]","[0.5384615264331689, 0.6865671777855019, 0.805970157744463, 0.6716418104460978]",Normal
"[0.3288988340380507, 0.5292223680511339, 0.3866115330432821, 0.2351279662118811]","[0.5160761565455722, 0.5250771567757556, 0.5565725886123247, 0.8380241310305981]","[0.1590039061179904, 0.4724229525635167, 0.0, 0.0755804975894162]","[0.5625000132343385, 0.5694444544437224, 0.5798611228749676, 0.6840277860124773]","[0.711442794466042, 0.7462686589664618, 0.8557214029218112, 0.711442794466042]","[0.6865671777855019, 0.805970157744463, 0.6716418104460978, 0.641791053012129]",Normal
"[0.5292223680511339, 0.3866115330432821, 0.2351279662118811, 0.6154577068194214]","[0.5250771567757556, 0.5565725886123247, 0.8380241310305981, 1.0]","[0.4724229525635167, 0.0, 0.0755804975894162, 0.6502394466445495]","[0.5694444544437224, 0.5798611228749676, 0.6840277860124773, 0.9097222457499352]","[0.7462686589664618, 0.8557214029218112, 0.711442794466042, 0.6417910483988316]","[0.805970157744463, 0.6716418104460978, 0.641791053012129, 0.3432835810706644]",Aggressive
"[0.3866115330432821, 0.2351279662118811, 0.6154577068194214, 0.5047440892530745]","[0.5565725886123247, 0.8380241310305981, 1.0, 0.4534389563142961]","[0.0, 0.0755804975894162, 0.6502394466445495, 0.4135878626988868]","[0.5798611228749676, 0.6840277860124773, 0.9097222457499352, 0.420138898299974]","[0.8557214029218112, 0.711442794466042, 0.6417910483988316, 0.7562189115199246]","[0.6716418104460978, 0.641791053012129, 0.3432835810706644, 0.4179104504782281]",Aggressive
"[0.2351279662118811, 0.6154577068194214, 0.5047440892530745, 0.3945243938939695]","[0.8380241310305981, 1.0, 0.4534389563142961, 0.5263189286478636]","[0.0755804975894162, 0.6502394466445495, 0.4135878626988868, 0.2903701947547901]","[0.6840277860124773, 0.9097222457499352, 0.420138898299974, 0.7187500105874708]","[0.711442794466042, 0.6417910483988316, 0.7562189115199246, 1.0]","[0.641791053012129, 0.3432835810706644, 0.4179104504782281, 0.2388059912062681]",Aggressive
"[0.6154577068194214, 0.5047440892530745, 0.3945243938939695, 0.4248866332408468]","[1.0, 0.4534389563142961, 0.5263189286478636, 0.8858339524631745]","[0.6502394466445495, 0.4135878626988868, 0.2903701947547901, 0.4048543381409831]","[0.9097222457499352, 0.420138898299974, 0.7187500105874708, 0.8923611228749676]","[0.6417910483988316, 0.7562189115199246, 1.0, 0.572139306124148]","[0.3432835810706644, 0.4179104504782281, 0.2388059912062681, 0.029850765967154]",Aggressive
