"label","sensor_data"
"Normal","$$$0.4014014548570207/0.46358356270083095/0.4454801484438949|$$$0.37573215208145067/0.44715009528604277/0.3468249417229675|$$$0.3588885545157282/0.42509976052506787/0.5357312067468338|$$$0.35132185827907075/0.554277913498844/0.36436409905625833|$$$0.4699167338663056/0.659460293316133/0.601284959369238|$$$0.5637552140946871/0.7482197208740247/0.563807808101043|$$$0.5945132481328205/0.47831342222104006/0.5287005977910775|$$$0.26474313861207266/0.43922944047500495/0.5635223390724399|$$$0.5681190026452689/0.22709251346610862/0.5579101076462356|$$$0.12416187778070847/0.3534398353582803/0.39940604506823607|$$$0.4858036636140695/0.6922795592430666/0.3510272650323357|$$$0.39440461585802/0.25250845404754774/0.1863778962277734|$$$0.32921032877413764/0.4246943031308317/0.6832977701032721|$$$0.338995085251951/0.09086948443949719/0.28251768737205585|$$$0.4240536021417161/0.5406891872393373/0.2918200917386857|$$$0.13735526358580466/1.0/0.11318124593032264|$$$0.3594168275143344/0.8089966896842794/0.5186643437226457|$$$0.3352227003558809/0.4248755256715509/0.37445017319949003|$$$0.41450312695973357/0.6520655003316405/0.0|$$$0.13372632185827907/0.6237917395689483/0.4206533103256184|$$$0.0/0.6443475992539912/0.8807511671598024|$$$0.8249072064576511/0.5195244855126518/1.0|$$$0.09705077344611755/0.4905064464991723/0.1773549824807707|$$$0.6651577188500999/0.4278458288091123/0.5151051975789437|$$$0.7019853474231315/0.44179467678415074/0.5763579831438759|$$$0.5888115318910462/0.4491301838799906/0.5814525839929096|$$$0.4395147627157947/0.25991258055369976/0.4831261897656613|$$$0.27018815192593876/0.0/0.6250162537994035|$$$0.4943821662276925/0.9407759609501477/0.1997844783564158|$$$0.48957052083505115/0.5353179658434768/0.24170906770199424|$$$0.3838184958403784/0.5361990422765268/0.48179001535952903|$$$1.0/0.3481946365338393/0.2825241639817798|$$$0.39191634407308396/0.4380495311167194/0.255360266397904|$$$0.23091658848845079/0.4950886848795587/0.42139662584163234|$$$0.324647083280782/0.49724753244520403/0.31857247550471474|$$$0.3028931598061002/0.42311829994349415/0.533891351384475|$$$0.6051150065046916/0.6529715329191706/0.8021111754897189|$$$0.5399799465160584/0.44717967814331977/0.5064494577832159|$$$0.617740469758412/0.4906332702312494/0.48764188134552067|$$$0.2717564800244102/0.19434653371031682/0.7313686620769092"
"Slow","$$$0.4328356729861501/0.5530848647195361/0.5684221090883896|$$$0.5753416944938514/0.4695724555569042/0.5777049591235677|$$$0.23076652463090735/1.0/0.5763467417812822|$$$0.2158212829144743/0.6940029438918099/0.4727202607206703|$$$0.4418368043413441/0.582948127894961/0.6381247430416834|$$$0.8196058799357729/0.4198046664782494/0.6022389698334121|$$$0.0/0.5546777678673901/0.4432934070418424|$$$0.15522666725751602/0.6519292910846822/0.4867706269676655|$$$0.2799954697981968/0.5336688350810397/0.6267383373402273|$$$0.6847431780180921/0.0/0.44132536743447215|$$$0.6838445767932715/0.8524655093908695/0.8814168254904687|$$$0.5798841878188772/0.25638006603710617/0.3252599386509631|$$$0.5245507181192266/0.17564007728487/0.9976819621502628|$$$0.5873183463825052/0.6524850707192688/0.0|$$$0.450027520342647/0.35095422192062725/1.0|$$$1.0/0.91155889468802/0.7543903891603455|$$$0.5611268082228961/0.35237794601205535/0.5781940396369188|$$$0.5310528974649102/0.485618183135888/0.5248913961057983|$$$0.34228867029603727/0.5126652442115099/0.560277390164489|$$$0.6016388612463446/0.5333650617492541/0.38727738557935915"
"Slow","$$$0.5823601439782358/0.45200145195140734/0.2222279989293836|$$$0.37722459150512866/1.0/0.2619457490174784|$$$0.19901152492938834/0.6214985711871845/0.20092927962536128|$$$0.5201839984949228/0.543136343990324/0.6200881140399016|$$$0.6968421658216438/0.5467108653829537/0.48946328613763584|$$$0.6739001723506249/0.4791546467118535/0.4924392531102754|$$$0.3463736299478127/0.1835759032224676/0.41311639872373285|$$$0.02549179545471145/0.5866492957455779/0.6316752258211108|$$$0.45632592959259477/0.2567804562716667/0.5624067302489568|$$$0.37752036434367325/0.28262052163809326/0.08769330306338781|$$$0.0/0.2899582212027253/0.0|$$$0.47520663509789535/0.6906114276564582/0.516164189422079|$$$0.580524904670708/0.4230844021436141/0.47448813560627506|$$$0.5543710580186899/0.3734793052287762/1.0|$$$0.2948384616306234/0.35477260257959625/0.664694883955581|$$$0.5149010181110454/0.46078462678824783/0.395132546545818|$$$0.3523674851513405/0.3644731090839441/0.3009789593069492|$$$0.3690902908884075/0.382715170496323/0.16775653875111443|$$$0.2678860321373129/0.40824327499623164/0.3137936213599524|$$$0.3175913310258505/0.41654680570881136/0.6968518871539512|$$$0.3467605580543632/0.3768900443051576/0.7757077910449486|$$$0.005366352925421863/0.47252045190184916/0.6383319180400788|$$$1.0/0.0/0.0647443710802635|$$$0.5360146352855623/0.2829582535166368/0.6569136594091969|$$$0.4464601308710541/0.2650546011633542/0.44154068631132215"
"Slow","$$$0.2037222702202555/0.5394197100303928/0.5421840698120284|$$$0.35244858798154716/0.4514180192135438/0.5553122748321907|$$$1.0/0.7610590825889045/0.7639103668839514|$$$0.4640350630635941/0.6911266925669405/0.3811882961196344|$$$0.45649412632027186/0.5188509543061197/0.5888983579341235|$$$0.5124161179033028/0.3477219202272469/0.5904474071202538|$$$0.4610528100256036/0.38016589046668625/0.8153286870636222|$$$0.5314509311224281/0.5531215634650096/0.5827311301475204|$$$0.31166975606629344/0.0/0.8210619071897793|$$$0.6550557968798428/0.6464731993415117/0.7851556739127686|$$$0.6705878452242624/0.30655357769258323/0.49049976192783673|$$$0.4654266952386861/0.1719335308900513/0.7720780328918815|$$$0.4265306566743433/0.1669623866939163/0.5455908192631983|$$$0.6246697368428233/0.29812774545147896/1.0|$$$0.6260791446635253/0.3278525821344113/0.5732329989086603|$$$0.5993018666353269/1.0/0.7010393008684367|$$$0.3358300952095416/0.532207063342879/0.47891691913552414|$$$0.6310154831406832/0.12437475308971843/0.5892517792207245|$$$0.7928358796547708/0.31403356467750254/0.6971058430914829|$$$0.34101151776936917/0.35643408954874223/0.5219616303518833|$$$0.2606437533819208/0.11501684052284689/0.7451595504860464|$$$0.04308231301885555/0.4162566539953654/0.5602527989280432|$$$0.005809641922543484/0.48037033970521886/0.0|$$$0.6652878678254841/0.23283981096122927/0.760358772643191|$$$0.9778221494277318/0.464713571399033/0.3998838081433321|$$$0.0/0.18545732448601027/0.8839119048722627"
"Slow","$$$0.5114232904016681/0.5435706457989671/0.7015699590057031|$$$0.8165436562577651/0.5459145163995159/0.7276992775827058|$$$0.6936900325890238/0.5754565427864141/0.769490024840811|$$$0.9398184741533946/1.0/0.6197084201504636|$$$0.8290820313929429/0.8372178851366572/0.7154548633979877|$$$0.4920560537810377/0.7453880494385842/0.8229738666408067|$$$0.06419203023937999/0.1618109100042584/0.7945647425700924|$$$0.3325004744071087/0.4113895016254161/0.9130984657780005|$$$0.05998657894012312/0.5982990053595784/0.971733644370995|$$$0.4917370719053061/0.26438147460437905/0.6169037834983925|$$$0.056149152549461186/0.3446525030226119/0.706931856802355|$$$0.4627929126278895/0.5137301341189827/0.6808959213570365|$$$0.3384030202089587/0.712964501712523/0.7862159314316397|$$$0.4610130664307613/0.824934135767804/0.7476253522631716|$$$0.9129861997629446/0.0/0.9587866119118266|$$$0.4696364529891743/0.6619765950384778/0.6810368939692905|$$$0.8484254911616518/0.6741124897914417/0.8894756761634618|$$$0.41148327891374104/0.48071053232357924/0.7484123745220288|$$$0.7385738677570799/0.4925539294409293/0.9420862958907381|$$$0.32929906502156747/0.8776664239285729/0.6324763186214495|$$$0.5415423607865626/0.6051517638252777/0.8629122158156006|$$$0.40727704347050275/0.444545717450132/0.6167170172350243|$$$0.33974974393342655/0.5473849653973237/0.0|$$$0.9388451772182823/0.6235373035226514/0.516986526340553|$$$1.0/0.4507813646829556/0.5691154148164012|$$$0.21786869840114784/0.6086136827024794/0.6899962871226009|$$$0.0/0.6497418073620994/0.6857895566231762|$$$0.2406411544551053/0.45464745990769084/0.9053445231466704|$$$0.28504907957179465/0.7646742903698016/0.4286582056161872|$$$0.9197895636360721/0.6550011293608211/0.474689355176007|$$$0.2928350194171475/0.6029862996640398/0.5592949214391957|$$$0.9954492639676082/0.3517928205373697/0.9091269889372416|$$$0.7325354145560125/0.7177005153248431/0.2523782393957393|$$$0.6170601827891897/0.17142397477745683/1.0|$$$0.2974030501806842/0.5070199886796561/0.19600311217244631|$$$0.6178151500799304/0.47909006997189396/0.5768370325175329"
"Slow","$$$0.6444903254771146/0.4015800913461414/0.7531006066073483|$$$0.0/0.4093725549228488/0.7800148922193524|$$$0.5299076208179925/0.42482371721601736/0.4385114224396391|$$$0.6974422910590332/0.39820804150560246/0.7325710020566298|$$$0.7707013960295434/0.5088634720677837/0.5730577914767103|$$$0.370356821017387/0.8085587081624924/0.33965805173256297|$$$0.5910585016408367/0.9598895202537575/0.9609607271412488|$$$0.30596171078287737/0.882438533941445/0.3004728995616461|$$$0.5526787795032152/0.5115001117133375/0.769330798792155|$$$0.5482497217874064/0.8397767631082015/0.8525410744235082|$$$0.3704253352363336/1.0/0.0|$$$0.8144928952895286/0.2690960795088409/0.8684374446240342|$$$0.6808717285401259/0.0/0.9334432350482654|$$$0.6963778863290543/0.3747554383691751/0.9470968226948832|$$$0.7795591108834778/0.19160142147673817/0.7170317229331228|$$$0.4434493679921985/0.35964103355972177/0.4032981254060904|$$$1.0/0.20956667302153092/1.0|$$$0.07611433449643648/0.4066798968614159/0.51573527648157|$$$0.21779981062509945/0.3913643864781141/0.04615424544597006|$$$0.3955893048386938/0.1978556430763179/0.5500017004337001"
"Slow","$$$0.36260419085027434/0.4821190855687575/0.3092771519657514|$$$0.3619331038366819/0.41674413329879084/0.4908160834513973|$$$0.31917144969828115/0.45298646045709606/0.43933201040862874|$$$0.20635359146707902/0.5377584421798421/0.3520953463217032|$$$0.32014057132743334/0.8001920278925165/0.29214884840582256|$$$0.4908288354137253/0.5127347921357429/0.38068944057609916|$$$0.0/0.8310361409150322/0.3738079145243227|$$$0.2486007480302278/0.7532349777924908/0.5144588983403412|$$$0.2056816157926873/0.6867647822950479/0.4915985542811356|$$$0.08179000723147725/0.6472510775099021/0.5306092558377566|$$$0.32374664576832685/1.0/0.3739190447586992|$$$1.0/0.0/1.0|$$$0.005628592364996688/0.8038681967451101/0.42353783928158506|$$$0.6111746503582599/0.5114414069201159/0.6535272736391106|$$$0.23476546575267904/0.39139325061371993/0.0|$$$0.0783862142050207/0.6021655282147153/0.29249762637217347|$$$0.09927526009065081/0.35595432433949253/0.5232569935111341|$$$0.9527092490705164/0.31011966062423874/0.21647371798451928|$$$0.9729482025539371/0.30163630702993083/0.8915539882076574|$$$0.8235661735710057/0.35280186235720234/0.40651154785609833"
"Slow","$$$0.37668307782897403/0.29413643734693407/0.5760566653213196|$$$0.33403570003507893/0.2815902719350523/0.6232259327011949|$$$0.3562841756596849/0.26421581902936836/0.6748457655636567|$$$0.3880592529120905/0.300406675131974/0.5257507298944863|$$$0.47368978645729215/0.26905873111224066/0.5597482628423864|$$$0.5314855953236508/0.2961811920333331/0.6210580892926095|$$$0.0991776554126062/0.5067577632155318/0.4461437459705107|$$$1.0/0.3747369648004368/0.7300032497995084|$$$0.2350842068707778/0.6219523434135005/0.5512446207955719|$$$0.2695690151140324/0.3289166105220808/0.5978940949745171|$$$0.5456045585826178/0.027069780999999307/1.0|$$$0.4827280041084172/0.363847055716571/0.5817040655690731|$$$0.26299114632767734/0.1931261810028886/0.5575428545470111|$$$0.440818424356585/0.4137376046953464/0.7178654233562741|$$$0.09977798666795744/0.3143441443283117/0.4539249191481332|$$$0.719762680712212/0.2928434773155424/0.7781749754954634|$$$0.1641152854475149/0.3337077383153379/0.8015822679756719|$$$0.2764418114813576/0.29434158548227785/0.5524584908000971|$$$0.40572264906802213/0.3706223227838902/0.7693118462180895|$$$0.25730411278332205/0.2601500819237653/0.7161090464983411|$$$0.0/0.0/0.6383396844200069|$$$0.431390131922442/0.06853285366116955/0.0|$$$0.39837922697992656/1.0/0.29084045755779314|$$$0.6683098270131882/0.477284363974441/0.8459437784685058|$$$0.7725940349954539/0.1845664511618293/0.9519597514078096|$$$0.4441549004114773/0.11477543765318962/0.84004565444148|$$$0.8373727669671911/0.07303343136743672/0.7875609555808317|$$$0.30872100282020903/0.21428282642580945/0.5689582121210532|$$$0.3132510348895112/0.11055426852056435/0.6973838240355871|$$$0.46752613857169517/0.2720158134289274/0.20571973449487457|$$$0.21092879479156743/0.47130792164567475/0.314765359233886|$$$0.595640297072625/0.3152517719805188/0.7371405782895921|$$$0.5540259642948546/0.2704174119491444/0.402384584069343"
"Slow","$$$0.33726142743952603/0.569829406891305/0.5573521265255214|$$$0.33100810624378857/0.5821420068939387/0.5075747877892586|$$$0.34504182068990524/0.587735129638344/0.4952760241526512|$$$0.4130215986200469/0.5379238113057707/0.4854842528471301|$$$0.29858004765284335/0.6264918680823908/0.46020814948155214|$$$0.2563586967182128/0.6386176927382461/0.6293157258553285|$$$0.20963212890578561/0.8451488023760909/0.3893796637933867|$$$0.4666700728716875/0.7533198491450235/0.5356490255808395|$$$0.16658014468822666/0.9140415226389076/0.4222979594009953|$$$0.5769166828639971/0.5294300922190878/0.7277568137971817|$$$0.6449728501535923/0.5761404574901652/0.7087532895072225|$$$0.49955050550530916/0.6150584896089272/0.6274499252886779|$$$0.5433195745184192/0.41790030681294205/0.6155776788172161|$$$0.4820985692259043/0.7246946815361881/0.5642517369391128|$$$0.3821258037739483/0.8559160429940319/0.5215456350802227|$$$1.0/0.5010166584325736/0.7476218689498839|$$$0.2450263793587165/0.715213711492254/0.0|$$$0.544193097292163/0.4030027415204957/0.7721095101452198|$$$0.5968317835905885/0.5201389828963919/0.6490697619093473|$$$0.49036808656328906/0.0/0.9382694161641542|$$$0.5869132962845405/0.8831052993675478/0.0050830887325810465|$$$0.4975240931575343/1.0/0.18670523636305963|$$$0.5213269061137343/0.9908091102512834/0.3190966443910999|$$$0.6276533716303608/0.7952609970596932/0.4794155864017464|$$$0.1767375983430577/0.5974914142568652/0.1938976879706275|$$$0.45550992630270376/0.8161852904001273/0.2502868937422612|$$$0.2975367872580208/0.8337523657521893/0.4173615744773889|$$$0.7637328100258206/0.558807430044506/0.4867870279847428|$$$0.2144639486060191/0.7089831283460128/0.04781411324627775|$$$0.33461442700680466/0.4297374561208788/0.018438799589002765|$$$0.726365828744585/0.41852388302970767/0.4936815408591526|$$$0.579334524505818/0.45254256067457743/1.0|$$$0.07263105869318155/0.6847840956880404/0.4923697026613997|$$$0.0/0.580630944752128/0.25290830388872715|$$$0.5378511180021589/0.4664933016795952/0.16479992206006133|$$$0.8847308434618658/0.532759817317182/0.7048823480765941|$$$0.29558183262837795/0.5635367030360691/0.5438162928457254|$$$0.49199094019410644/0.5245394706720558/0.12326518497707682|$$$0.11884620322686486/0.5707113281231276/0.2786885245901639|$$$0.3563696707810858/0.36606069912271233/0.5315356546898206|$$$0.12037112987821985/0.3002548133632196/0.4059424671842271"
"Slow","$$$0.694819018920581/0.49686002107533134/0.584874790815817|$$$0.5276512178784769/0.5087785221246862/0.5077393265148171|$$$0.7732660153589266/0.5090362115598628/0.4726884554883401|$$$0.6833132297079775/0.5223340125107542/0.45448168916471965|$$$0.7705490589793931/0.5424313973202048/0.47647567269559804|$$$0.6327421368575913/0.7868153996647466/0.35302198951944697|$$$0.5750057760382279/0.6595720265802465/0.4755822978983651|$$$0.7670980938964969/0.6162181874444862/0.7542979363097985|$$$0.7737255805871112/0.5396506907881732/0.7677353869607456|$$$0.44713580364126676/0.70174501539946/0.3513674884115171|$$$0.5030901532321426/0.6805570782261176/0.6772193890789535|$$$0.5210758979044686/0.3216423432332729/0.20856813949815883|$$$0.19021609895632816/0.6689634523804707/0.48090515997881794|$$$0.7591157016128048/0.4822545603055782/0.43379735625789234|$$$0.9118773093264998/0.452150774267622/0.8762879579661856|$$$0.8557079778792435/0.4942443052757403/0.5778036818648264|$$$0.6701232709941978/0.0/0.8693312411659964|$$$0.6223233561210109/0.21765039742798478/0.7548821732946223|$$$0.16529867289397263/1.0/0.40965056824998425|$$$0.6044545340321341/0.8829715622443975/0.282314806082984|$$$0.8016633819645629/0.3144284514340453/0.8491753441948215|$$$0.4181755046765767/0.18436045065935602/0.4436652137933497|$$$0.7939892673479307/0.5966357855265013/0.7658481954777714|$$$0.442736188245931/0.6676690700135922/0.6152685062784551|$$$0.31383779795864686/0.3760828381316183/0.7347558508795082|$$$0.7229432077710088/0.3745339957807415/0.4181764105528712|$$$1.0/0.4945597479110761/0.8693278931030461|$$$0.40386775169807904/0.4034859847876802/0.13550447775519076|$$$0.37799243420651496/0.5670610520184941/0.5171691459505127|$$$0.8103738354287486/0.5574654245184674/0.8803508323563499|$$$0.6139419490193039/0.6115334426471326/0.5015264377000817|$$$0.8694857752673636/0.6556026458183669/1.0|$$$0.6076969275178519/0.624395322401531/0.48562313868625356|$$$0.47349341488090363/0.31540690369435437/0.521259362991004|$$$0.5844836504910014/0.7101993021264323/0.7596314005895939|$$$0.5147688016849264/0.17694174782128388/0.6183749506858228|$$$0.0/0.980099474354894/0.0|$$$0.5757386415106501/0.6994064696499679/0.002503793076317421|$$$0.5290149562915591/0.4086419436531026/0.7403755745415526|$$$0.332027772672556/0.49645688845844094/0.4820440593924047|$$$0.7720435340164555/0.6577739889346955/0.45994293784711743|$$$0.20118344000585334/0.5348587023194028/0.6201656063537306|$$$0.7052700959312302/0.38954408814142866/0.4693197461498671|$$$0.6769467126993142/0.4229154669796492/0.7063012218755738|$$$0.627489616741082/0.5063955984031734/0.555957571114252|$$$0.41007228377038873/0.5628504217430499/0.26321689700409745|$$$0.7263683684983911/0.4654904976988677/0.36467045853396135|$$$0.4989524193815317/0.5448990985730693/0.9392041989173481|$$$0.7392577801765061/0.4183583908984051/0.6093245785207253|$$$0.968857000972073/0.4084376810193959/0.14829965833017592"
