label,createdAt,captureSpeed,gravityFilter,averageFilter,elapsedTimeInSeconds,androidId,name,manufacturer,brand,brand,accelerometerMaxRange,accelerometerName,accelerometerMinDelay,gyroscopeMaxRange,gyroscopeName,gyroscopeMinDelay
acceleration 0m 40m slow,2023-04-23T19:26:02.353+01:00,250.0,true,Low-Pass Filter,7,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000
createdAt,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,latitude,longitude,speedKmh
2023-04-23T19:26:02.384+01:00,-0.29915645718574524,0.3242621421813965,0.13254261016845703,0.00427605677396059,-0.007941247895359993,-0.0024434609804302454,39.807010650634766,-8.620323181152344,0.0
2023-04-23T19:26:02.634+01:00,-0.1529739499092102,0.14630559086799622,0.1563129425048828,-0.00427605677396059,-0.009162978269159794,-6.108650122769177E-4,39.807010650634766,-8.620323181152344,0.0
2023-04-23T19:26:02.885+01:00,0.48350176215171814,0.7724601030349731,0.5340070724487305,0.025045474991202354,0.004886921960860491,0.0012217300245538354,39.807010650634766,-8.620323181152344,0.0
2023-04-23T19:26:03.135+01:00,-0.04329604655504227,0.6310431957244873,-0.15896129608154297,0.005497787147760391,0.003054325934499502,-0.00733038317412138,39.807010650634766,-8.620323181152344,0.0
2023-04-23T19:26:03.385+01:00,-0.05070800334215164,0.2826681137084961,0.21712493896484375,0.009162978269159794,-0.01710422709584236,-0.030543262138962746,39.8070068359375,-8.620331764221191,1.649999976158142
2023-04-23T19:26:03.636+01:00,0.004257500171661377,-0.06338810920715332,0.21992969512939453,0.015271631069481373,-0.009773843921720982,-0.0507018156349659,39.8070068359375,-8.620331764221191,1.649999976158142
2023-04-23T19:26:03.886+01:00,-0.046227291226387024,0.002219914924353361,0.6271066665649414,0.01771509274840355,0.01038470957428217,-0.06352998316287994,39.8070068359375,-8.620331764221191,1.649999976158142
2023-04-23T19:26:04.153+01:00,0.022966742515563965,0.35196995735168457,0.20595836639404297,0.014049900695681572,0.006719517987221479,-0.06658431142568588,39.8070068359375,-8.620331764221191,1.649999976158142
2023-04-23T19:26:04.404+01:00,-0.19305530190467834,-0.7665495276451111,0.6374874114990234,-0.02321287989616394,0.010995574295520782,-0.07941248267889023,39.80699920654297,-8.620348930358887,10.300000190734863
2023-04-23T19:26:04.654+01:00,0.14445747435092926,0.5407451391220093,0.572474479675293,0.039706241339445114,0.02687807008624077,-0.07391469180583954,39.80699920654297,-8.620348930358887,10.300000190734863
2023-04-23T19:26:04.904+01:00,0.15972386300563812,-0.14663851261138916,0.03896141052246094,0.009162978269159794,-0.0012217300245538354,-0.0659734457731247,39.80699920654297,-8.620348930358887,10.300000190734863
2023-04-23T19:26:05.154+01:00,-0.04192821681499481,-0.41886645555496216,0.5487957000732422,-0.00427605677396059,-0.0012217300245538354,-0.06841690838336945,39.80699920654297,-8.620348930358887,10.300000190734863
2023-04-23T19:26:05.404+01:00,-0.08015897870063782,-0.42891907691955566,0.13871097564697266,0.02382374368607998,0.01160643994808197,-0.06841690838336945,39.80698776245117,-8.620386123657227,14.899999618530273
2023-04-23T19:26:05.654+01:00,0.11459113657474518,-0.1636771857738495,0.9614782333374023,0.014049900695681572,0.007941247895359993,-0.06841690838336945,39.80698776245117,-8.620386123657227,14.899999618530273
2023-04-23T19:26:05.904+01:00,0.11597643792629242,-0.10356777906417847,0.18876075744628906,0.007941247895359993,0.027488935738801956,-0.06414084881544113,39.80698776245117,-8.620386123657227,14.899999618530273
2023-04-23T19:26:06.154+01:00,0.08965715765953064,1.2556451559066772,0.42017078399658203,0.02626720629632473,0.02015855349600315,-0.06963863968849182,39.80698776245117,-8.620386123657227,14.899999618530273
2023-04-23T19:26:06.404+01:00,-0.16930820047855377,0.30967676639556885,0.017989158630371094,0.012217304669320583,0.01771509274840355,-0.06902777403593063,39.806968688964844,-8.620433807373047,17.100000381469727
2023-04-23T19:26:06.654+01:00,0.12082834541797638,-0.5150395631790161,0.21776485443115234,-0.003054325934499502,0.019547687843441963,-0.07452555745840073,39.806968688964844,-8.620433807373047,17.100000381469727
2023-04-23T19:26:06.905+01:00,0.27988097071647644,-0.13151252269744873,0.41304874420166016,0.027488935738801956,0.02076941914856434,-0.07696902006864548,39.806968688964844,-8.620433807373047,17.100000381469727
2023-04-23T19:26:07.155+01:00,-0.16421540081501007,-0.04577040672302246,0.09592723846435547,0.018325956538319588,0.015271631069481373,-0.07696902006864548,39.806968688964844,-8.620433807373047,17.100000381469727
2023-04-23T19:26:07.407+01:00,-0.24320855736732483,-0.5339630842208862,0.500056266784668,0.03481931984424591,-0.0024434609804302454,-0.07452555745840073,39.80695724487305,-8.62048625946045,19.799999237060547
2023-04-23T19:26:07.656+01:00,-0.45704883337020874,0.07520246505737305,0.16525840759277344,0.015882495790719986,-0.015271631069481373,-0.05314527451992035,39.80695724487305,-8.62048625946045,19.799999237060547
2023-04-23T19:26:07.906+01:00,-0.49368399381637573,0.20485281944274902,-0.8491525650024414,0.0024434609804302454,-0.08796459436416626,-0.07208210229873657,39.80695724487305,-8.62048625946045,19.799999237060547
2023-04-23T19:26:08.156+01:00,0.15451453626155853,-0.29570209980010986,0.5275764465332031,0.02687807008624077,-0.022602014243602753,-0.05925392732024193,39.80695724487305,-8.62048625946045,19.799999237060547
