"label","sensor_data"
"Normal","$$$0.34159432738718165/0.5717540685306439/0.47148086127947125/0.47560975836495506/0.3285714179926004/0.5357143148838467"
"Normal","$$$0.3930250210948264/0.5093500794267073/0.4658205785560152/0.5487805018627214/0.41428571308003903/0.6785713974572303"
"Normal","$$$0.3247460137655829/0.5480877379668069/0.40286268613501464/0.5121951301138382/0.3714285634944503/0.5714285855271926"
"Normal","$$$0.3581382318817461/0.6878295837309287/0.5265265550531033/1.0/0.4428571316171379/0.7499999931937691"
"Normal","$$$0.9543824515563323/0.5307193304416323/0.777266649415847/0.8414634200758921/0.4999999891100298/0.8928571302169998"
"Normal","$$$0.2625791790286886/0.8632402905281394/0.4997326882894672/0.5731707342014506/0.31428570464031214/0.8571428493643075"
"Normal","$$$0.0/0.970677138118644/0.42123822888038/0.5487805018627214/0.38571427140175346/0.6071428561705384"
"Normal","$$$0.22240396079948935/0.8690861165644616/0.4606704109304841/0.5365853647766463/0.0/0.28571430127138486"
"Normal","$$$0.7982693886867805/0.05165275930932063/0.6711843675655712/0.0/0.8571428446971769/1.0"
"Normal","$$$0.3192231390050364/0.880995233824283/0.24778370663879176/0.3902439219386135/0.42857142234858847/0.4285714519070773"
"Normal","$$$0.6509790093798/0.5400337706776652/0.7164603597821837/0.6585365985167394/0.31428570464031214/0.7142857259535387"
"Normal","$$$0.22737189002274366/0.5604925694776272/0.2054293345249318/0.4634146421955905/0.25714284034118884/0.6428571268138844"
"Normal","$$$0.5740042924496394/0.7116152048423012/0.5711345529738855/0.8170731784408473/0.4000000038114896/0.6071428561705384"
"Normal","$$$0.38755193253275033/0.01975729190742544/0.514674215990142/0.10975609665401798/0.6000000043559881/0.8928571302169998"
"Normal","$$$0.6941099844077434/0.48343600346377325/0.6061010905633837/0.2560975650569191/1.0/0.7499999931937691"
"Normal","$$$0.3414712210232102/0.21795785984572522/1.0/0.6341463382890629/0.4428571316171379/0.8928571302169998"
"Normal","$$$1.0/1.0/0.5385755306621921/0.9756097769575865/0.6285714310605646/0.6428571268138844"
"Normal","$$$0.23866200968986465/0.9538053684663822/0.13082257911913667/0.5243902474452423/0.05714285340915308/0.10714286978300021"
"Normal","$$$0.6059795468299308/0.0/0.6827705348400063/0.10975609665401798/0.6285714310605646/0.46428571914730776"
"Normal","$$$0.43008138666074314/0.4997227064071238/0.7273038678693604/0.7926829368058023/0.2714285536934771/0.21428571234107688"
"Normal","$$$0.5506074062160468/0.5186168895605212/0.7459757903364251/0.5000000127824341/0.4999999891100298/0.28571430127138486"
"Normal","$$$0.2085892667450743/0.7588159154324132/0.6174131065952467/0.6219512267678562/0.1428571335228827/0.17857143148838467"
"Normal","$$$0.22623583793364618/0.49129991153294517/0.0/0.7439024535357124/0.9142857416662108/0.28571430127138486"
"Normal","$$$0.8832367516353553/0.6187288420911959/0.6838352219941112/0.47560975836495506/0.1571428359852008/0.0"
