"accelerometerXAxis","accelerometerYAxis","accelerometerZAxis","gyroscopeXAxis","gyroscopeYAxis","gyroscopeZAxis","label"
0.2037222702202555,0.5394197100303928,0.5421840698120284,0.4368932071887739,0.6931216949142808,0.954545460517313,"Slow"
0.35244858798154716,0.4514180192135438,0.5553122748321907,0.30097087737910205,0.682539685228564,0.9772727360336405,"Slow"
1.0,0.7610590825889045,0.7639103668839514,0.7669902875257338,0.8042328046809512,1.0,"Slow"
0.4640350630635941,0.6911266925669405,0.3811882961196344,0.45631068076131265,0.7883597861190538,0.8939393972862597,"Slow"
0.45649412632027186,0.5188509543061197,0.5888983579341235,0.5145631014789289,0.6137566101714385,0.6060606149855813,"Slow"
0.5124161179033028,0.3477219202272469,0.5904474071202538,0.6116504841435233,0.6772486763523834,0.3560606110152798,"Slow"
0.4610528100256036,0.38016589046668625,0.8153286870636222,0.6504854460905013,0.851851856333321,0.19696973509771626,"Slow"
0.5314509311224281,0.5531215634650096,0.5827311301475204,0.5922330105709845,0.8201058232428485,0.15909092211743547,"Slow"
0.31166975606629344,0.0,0.8210619071897793,0.0,0.8571428571428571,0.0,"Slow"
0.6550557968798428,0.6464731993415117,0.7851556739127686,1.0,0.9947089911238194,0.06818186336450541,"Slow"
0.6705878452242624,0.30655357769258323,0.49049976192783673,0.5145631014789289,0.7513227552440368,0.16666668471349164,"Slow"
0.4654266952386861,0.1719335308900513,0.7720780328918815,0.30097087737910205,0.7513227552440368,0.13636363432926701,"Slow"
0.4265306566743433,0.1669623866939163,0.5455908192631983,0.7475727991512946,0.8624338660190377,0.13636363432926701,"Slow"
0.6246697368428233,0.29812774545147896,1.0,0.5922330105709845,0.8306878288952431,0.13636363432926701,"Slow"
0.6260791446635253,0.3278525821344113,0.5732329989086603,0.49514562790639016,1.0,0.1893939725016601,"Slow"
0.5993018666353269,1.0,0.7010393008684367,0.7864077759001732,0.9365079418856994,0.12121210913715469,"Slow"
0.3358300952095416,0.532207063342879,0.47891691913552414,0.5631067928112261,0.915343922514266,0.12878787173321085,"Slow"
0.6310154831406832,0.12437475308971843,0.5892517792207245,0.3203883583525911,0.9312169330095189,0.06060610076844925,"Slow"
0.7928358796547708,0.31403356467750254,0.6971058430914829,0.8058252346708114,0.94179895076188,0.030303050384224626,"Slow"
0.34101151776936917,0.35643408954874223,0.5219616303518833,0.6601941606739199,0.894179895076188,0.030303050384224626,"Slow"
0.2606437533819208,0.11501684052284689,0.7451595504860464,0.922330105709845,0.7407407405166673,0.06060610076844925,"Slow"
0.04308231301885555,0.4162566539953654,0.5602527989280432,0.6213592135288424,0.6296296287333358,0.3257576068309271,"Slow"
0.005809641922543484,0.48037033970521886,0.0,0.40776699312949066,0.0,0.09090905875293007,"Slow"
0.6652878678254841,0.23283981096122927,0.760358772643191,0.7961164904835917,0.5661375625523909,0.25000002707023744,"Slow"
0.9778221494277318,0.464713571399033,0.3998838081433321,0.40776699312949066,0.5714285714285714,0.2575757434664217,"Slow"
0.0,0.18545732448601027,0.8839119048722627,0.5242718456661486,0.6455026472952331,0.4318181907759695,"Slow"
