"accelerometerXAxis","accelerometerYAxis","accelerometerZAxis","gyroscopeXAxis","gyroscopeYAxis","gyroscopeZAxis","label"
0.46640511906113136,0.31981857110055434,0.39564000127500876,0.4521739078558178,0.43589744216221143,1.0,"Normal"
0.5428451216737404,0.25360767793230526,0.34810767449026214,0.3913043553193743,0.1282051352216768,0.9857142815916543,"Normal"
0.7107132107199902,0.245523250512987,0.4483812701212321,0.5652173947627881,0.1666666796973998,0.8928571418848241,"Normal"
1.0,0.2624194041250544,0.4179919674447762,0.6434782631751921,0.012820521340607557,0.7285714155812502,"Normal"
0.4501934029292921,0.34569782437855123,0.3629976518588565,0.4695652237317783,0.35897437642175883,0.5642857001676462,"Normal"
0.7076172915356951,0.2575030291661885,0.5094228460320664,0.7652173947627882,0.2948717953729769,0.4928571244608723,"Normal"
0.5225062597827298,0.2847947960834094,0.4719407758428339,0.5565217368248079,0.8461538611893075,0.507142848314203,"Normal"
0.6418182481953054,0.10442145837728659,0.26677327156624203,0.034782605237211855,0.9358974323891616,0.6357142758744201,"Normal"
0.8901937056554122,0.34273862045851694,0.581188839423271,1.0,1.0,0.6071428717276383,"Normal"
0.6017226348639231,0.19076510210135966,0.39881849187713164,0.22608696055658617,0.615384633427169,0.6499999997277508,"Normal"
0.8180278737891988,0.24113621357416898,0.8863903439336145,0.6869565263503842,0.35897437642175883,0.6642857235810814,"Normal"
0.1800232610844521,0.0,0.34096390662685805,0.0,0.6666666796973998,0.5357142960208644,"Normal"
0.6868769184704474,0.15624272967197292,0.0,0.7391304474635565,0.37179488432442287,0.4928571244608723,"Normal"
0.0,1.0,1.0,0.9739130261860592,0.0,0.4142857303873126,"Normal"
0.9489120376299836,0.437342673519846,0.051964576006460046,0.5739130527007684,0.8333333398487,0.15714287526687845,"Normal"
0.4964760200724695,0.41803374576719415,0.5020474515762295,0.6521739211131723,0.4871794982054921,0.12857142756021708,"Normal"
0.559966457495187,0.2551293762627012,0.23583730888149856,0.269565217103101,0.9487179537297692,0.03571430963332671,"Normal"
0.8893819602124732,0.18425501553248452,0.4422575092703762,0.6869565263503842,1.0,0.0,"Normal"
