"label","sensor_data"
"Normal","$$$0.560990499933577/0.5187181878195695/0.21346699533424887/0.47706421440096813/0.9230769027790507/0.9487179517250411"
"Normal","$$$0.5089209775319967/0.4722859075133513/0.4265683552035905/0.5321100783334518/0.6153846018527005/0.8974358839039818"
"Normal","$$$0.6766400054292374/0.5051216933253163/0.47862375504156723/0.5596330186045445/1.0/0.8717948695395525"
"Normal","$$$0.6635573566922426/0.5068167341835577/0.21954850085127214/0.5045871398107487/0.8461538641963994/1.0"
"Normal","$$$0.7076935913979558/1.0/0.20195381036342605/0.7614678696333529/0.8653846165122749/0.7948717800242763"
"Normal","$$$0.32278834134461826/0.8350841124316114/0.3047406973168411/0.3761467757736415/0.5192307669754501/0.8974358839039818"
"Normal","$$$0.6885639268663037/0.7786464308764729/0.47232477440205173/0.8807339488037937/0.5/0.6923076712580457"
"Normal","$$$0.484213808781764/0.8764902480959632/0.33674939674480464/0.3853210868661528/0.7692307559807692/0.7948717800242763"
"Normal","$$$0.7012061026167083/0.4957386286864226/0.8466549120352119/0.5779816337960085/0.8269230679018004/0.4871794586121096"
"Normal","$$$0.7480266466752035/0.2312039169758902/0.5308195173092002/0.5412844034130804/0.9230769027790507/0.05128200918275799"
"Normal","$$$0.7310142920003786/0.06374674003567843/0.6822099284758113/0.2293577843063425/0.6538461577929624/0.05128200918275799"
"Normal","$$$0.5333492836286443/0.9088074751319691/0.39828099345408546/1.0/0.5769230825613748/0.0"
"Normal","$$$0.7710839392799144/0.397758499245966/0.09907248159909197/0.2477064204784825/0.15384619444189856/0.3076922896497534"
"Normal","$$$0.2929801004436396/0.6905859284655645/0.2000641161715714/0.486238522870895/0.0/0.2564102413747945"
"Normal","$$$0.32234790270290026/0.6362690881856542/1.0/0.0/0.038461563270049126/0.2564102413747945"
"Normal","$$$0.36884045323141973/0.6047436231746218/0.0939787116981688/0.7981651419776329/0.15384619444189856/0.20512819309983563"
"Normal","$$$0.3564830479892657/0.48907589509293553/0.3998102507895387/0.2935779689474806/0.3076923302454992/0.0"
"Normal","$$$0.0/0.0/0.0/0.2568807245774352/0.8846153834877251/0.0769230528663379"
"Normal","$$$1.0/0.020612836441829884/0.47663788659235545/0.19266053993629706/0.8846153834877251/0.5384615264331689"
