"label","sensor_data"
"Normal","$$$0.4014014548570207/0.46358356270083095/0.4454801484438949/0.670731697255512/0.559055109792025/0.5833333474499611/1.0/1.0/0.0"
"Normal","$$$0.37573215208145067/0.44715009528604277/0.3468249417229675/0.6402438940496663/0.5039369985160281/0.5277777674844034/1.0/1.0/0.0"
"Normal","$$$0.3588885545157282/0.42509976052506787/0.5357312067468338/0.7012195074335944/0.5748031353684518/0.5833333474499611/1.0/1.0/0.0"
"Normal","$$$0.35132185827907075/0.554277913498844/0.36436409905625833/0.6524390212584058/0.559055109792025/0.5277777674844034/1.0/1.0/0.0"
"Normal","$$$0.4699167338663056/0.659460293316133/0.601284959369238/0.7865853624525674/0.5826771609116497/0.7222222245749935/1.0/1.0/0.0"
"Normal","$$$0.5637552140946871/0.7482197208740247/0.563807808101043/0.7560975557606033/0.6220472361071149/0.47222223251559664/1.0/1.0/0.0"
"Normal","$$$0.5945132481328205/0.47831342222104006/0.5287005977910775/0.7987804832700899/0.5669291225802384/0.5/0.8/0.9962546816479401/0.047751605624023606"
"Normal","$$$0.26474313861207266/0.43922944047500495/0.5635223390724399/0.7195121840117202/0.5196850345965598/0.38888888771250324/0.8/0.9962546816479401/0.047751605624023606"
"Normal","$$$0.5681190026452689/0.22709251346610862/0.5579101076462356/0.5670731691445314/0.559055109792025/0.5/0.8/0.9962546816479401/0.047751605624023606"
"Normal","$$$0.12416187778070847/0.3534398353582803/0.39940604506823607/0.39634144981026964/0.7244094436200156/0.4444444650311932/0.8/0.9962546816479401/0.047751605624023606"
"Normal","$$$0.4858036636140695/0.6922795592430666/0.3510272650323357/0.9329268215591527/0.6929133834636435/0.4444444650311932/0.8/0.9675405742821473/0.22269806099839692"
"Normal","$$$0.39440461585802/0.25250845404754774/0.1863778962277734/0.6158536524146213/0.6771653413807661/0.38888888771250324/0.8/0.9675405742821473/0.22269806099839692"
"Normal","$$$0.32921032877413764/0.4246943031308317/0.6832977701032721/0.8475609665401798/0.33858266468803744/0.6666666948999221/0.8/0.9675405742821473/0.22269806099839692"
"Normal","$$$0.338995085251951/0.09086948443949719/0.28251768737205585/0.21951219330803595/0.4094488060422204/0.41666665255003893/0.8/0.9675405742821473/0.22269806099839692"
"Normal","$$$0.4240536021417161/0.5406891872393373/0.2918200917386857/0.7195121840117202/1.0/0.6388888771250324/0.8/0.898876404494382/0.40685224174724566"
"Normal","$$$0.13735526358580466/1.0/0.11318124593032264/1.0/0.3070866045316653/0.41666665255003893/0.8/0.898876404494382/0.40685224174724566"
"Normal","$$$0.3594168275143344/0.8089966896842794/0.5186643437226457/0.9207317100379461/0.6220472361071149/0.47222223251559664/0.8/0.898876404494382/0.40685224174724566"
"Normal","$$$0.3352227003558809/0.4248755256715509/0.37445017319949003/0.689024381967914/0.36220471580766217/0.4444444650311932/0.8/0.898876404494382/0.40685224174724566"
"Normal","$$$0.41450312695973357/0.6520655003316405/0.0/0.7499999907036843/0.4803149594010946/0.5/0.8/0.8014981273408239/0.4860813788455844"
"Normal","$$$0.13372632185827907/0.6237917395689483/0.4206533103256184/0.6219512081752246/0.5039369985160281/0.5277777674844034/0.8/0.8014981273408239/0.4860813788455844"
"Normal","$$$0.0/0.6443475992539912/0.8807511671598024/0.7926829182131707/0.5984251849874902/0.8611111017000259/0.8/0.8014981273408239/0.4860813788455844"
"Normal","$$$0.8249072064576511/0.5195244855126518/1.0/0.7499999907036843/0.4409448782032838/0.5833333474499611/0.8/0.8014981273408239/0.4860813788455844"
"Normal","$$$0.09705077344611755/0.4905064464991723/0.1773549824807707/0.5548780390306932/0.7874015759374512/0.5277777674844034/0.6/0.6729088639200999/0.6209850005615855"
"Normal","$$$0.6651577188500999/0.4278458288091123/0.5151051975789437/0.7256097537167971/0.8976377984894449/0.694444449149987/0.6/0.6729088639200999/0.6209850005615855"
"Normal","$$$0.7019853474231315/0.44179467678415074/0.5763579831438759/0.6158536524146213/0.4094488060422204/0.8055555720249545/0.6/0.6729088639200999/0.6209850005615855"
"Normal","$$$0.5888115318910462/0.4491301838799906/0.5814525839929096/0.6951219516729911/0.6614173113025801/0.41666665255003893/0.6/0.6729088639200999/0.6209850005615855"
"Normal","$$$0.4395147627157947/0.25991258055369976/0.4831261897656613/0.390243903345982/0.5196850345965598/0.4444444650311932/0.6/0.5305867665418227/0.758029998876829"
"Normal","$$$0.27018815192593876/0.0/0.6250162537994035/0.8231707249051348/0.0/0.0/0.6/0.5305867665418227/0.758029998876829"
"Normal","$$$0.4943821662276925/0.9407759609501477/0.1997844783564158/0.6768292657985494/0.6456692872267397/0.33333330510007786/0.6/0.5305867665418227/0.758029998876829"
"Normal","$$$0.48957052083505115/0.5353179658434768/0.24170906770199424/0.8048780483270089/0.4645669173182173/0.16666665255003893/0.6/0.5305867665418227/0.758029998876829"
"Normal","$$$0.3838184958403784/0.5361990422765268/0.48179001535952903/0.7134146282511168/0.7401574736982017/0.16666665255003893/0.4/0.36953807740324596/0.8436831024025649"
"Normal","$$$1.0/0.3481946365338393/0.2825241639817798/0.0/0.8740157353651289/0.38888888771250324/0.4/0.36953807740324596/0.8436831024025649"
"Normal","$$$0.39191634407308396/0.4380495311167194/0.255360266397904/0.7012195074335944/0.7401574736982017/0.6111111122874967/0.4/0.36953807740324596/0.8436831024025649"
"Normal","$$$0.23091658848845079/0.4950886848795587/0.42139662584163234/0.8963414498102696/0.3070866045316653/0.36111112287496755/0.4/0.36953807740324596/0.8436831024025649"
"Normal","$$$0.324647083280782/0.49724753244520403/0.31857247550471474/0.5487804832700899/0.5511810970038116/0.1944444279750454/0.2/0.18976279650436953/0.9100642249609443"
"Normal","$$$0.3028931598061002/0.42311829994349415/0.533891351384475/0.7012195074335944/0.5196850345965598/0.5555555349688067/0.2/0.18976279650436953/0.9100642249609443"
"Normal","$$$0.6051150065046916/0.6529715329191706/0.8021111754897189/0.7743902416350449/0.18110233989679422/0.47222223251559664/0.2/0.18976279650436953/0.9100642249609443"
"Normal","$$$0.5399799465160584/0.44717967814331977/0.5064494577832159/0.6280487778803017/0.2755905443752932/0.47222223251559664/0.2/0.18976279650436953/0.9100642249609443"
"Normal","$$$0.617740469758412/0.4906332702312494/0.48764188134552067/0.689024381967914/0.8267716571352619/0.6666666948999221/0.0/0.0/1.0"
"Normal","$$$0.2717564800244102/0.19434653371031682/0.7313686620769092/0.20121949813727863/0.6535433022658327/1.0/0.0/0.0/1.0"
