"label","sensor_data"
"Normal","$$$0.36341749052033256/0.6638006519931458/0.5009374797233652/0.42176870027769214/0.561983480185925/1.0"
"Normal","$$$0.4654813059361809/0.5496801841048395/0.5972047889775653/0.44897959733992665/0.3801652926404865/0.9875776341234997"
"Normal","$$$0.279829722823124/0.7511898999390402/0.4700537876194504/0.6326530718075513/0.4132231466396523/0.9627329124318847"
"Normal","$$$0.5195906490764044/1.0/0.6801253179935697/0.7278911719844086/0.34710745124128556/0.9440993686478272"
"Normal","$$$0.6442303788317325/0.7593153627396516/0.5989544528049439/0.5034013629430449/0.22314051606936533/0.7701863185820608"
"Normal","$$$0.6298469997312406/0.23772618101736823/0.7745461949286598/0.5986394631199022/0.6033057898099043/0.782608687417792"
"Normal","$$$0.7586553940385767/0.19865122741301838/0.49938638694188037/0.05442176560311829/0.7520661296561596/0.6708074436525248"
"Normal","$$$0.4492615169893624/0.9056341995514435/0.5425283537274328/1.0/0.785123977355343/0.7888198718356576"
"Normal","$$$0.5094403762210526/0.269009590686869/0.733943701993319/0.30612244707464076/0.6611570295834578/0.7950310562535232"
"Normal","$$$0.7810014998051094/0.7528284186071986/0.594102044332275/0.8163265255323754/1.0/0.7391304343708895"
"Normal","$$$0.5112998602498419/0.0/0.1696155885649848/0.0/0.20661157961980867/0.7888198718356576"
"Normal","$$$0.1734200324532927/0.21633659039451775/0.7027171250025172/0.7142857202122287/0.5206611705619458/0.6894409779670432"
"Normal","$$$0.6292904222559385/0.7280761436376608/0.5302605701398165/0.7959183893597067/0.9586777092759682/0.6521739093380063"
"Normal","$$$0.7524246123228922/0.8253182432177704/0.688552007750429/0.7210884460983187/0.34710745124128556/0.6397515405022751"
"Normal","$$$0.32155782067076466/0.44584663792471846/0.3964140841225839/0.3469387712769795/0.8760330522281148/0.5962732874553728"
"Normal","$$$0.7128901525911908/0.4065848302406456/0.7318371693929651/0.768707485815347/0.8512396727537097/0.41614905297174076"
"Normal","$$$0.8952489472623273/0.5529254955923243/0.7279809729652327/0.5918367372338124/0.785123977355343/0.2795030715350111"
"Normal","$$$0.07448224324205392/0.6345877526864664/0.5429534638645196/0.8163265255323754/0.7520661296561596/0.25465833386354864"
"Normal","$$$1.0/0.4491771574066236/0.9509327811376395/0.918367372338123/0.4793388459755082/0.12422361260099844"
"Normal","$$$0.06848142324830989/0.642752604664959/0.34922965568316316/0.7346938978704984/0.04132234112389167/0.12422361260099844"
"Normal","$$$0.902688448900528/0.6078556602693188/0.8021045189207572/0.5918367372338124/0.0/0.0"
"Normal","$$$0.0/0.8814287050545473/0.0/0.6122448941492815/0.16528926369584693/0.018633477497282978"
"Normal","$$$0.5259376028118972/0.4303914537398557/1.0/0.3945578252546832/0.5537190056611643/0.40993786855387515"
