accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,latitude,longitude
0.308389127,-0.058009148,-0.200514317,-0.014049901,0.003665192,-0.028710667,39.45946884,-8.198904991
-0.183544993,-0.685202599,0.768462062,0.004886922,0.02687807,0.012217305,39.45946884,-8.198904991
0.621754467,0.208142281,-0.533155918,0.002443461,-0.003054326,-0.033597589,39.45946884,-8.198904991
0.311900496,0.112457275,0.720763028,0.049480084,0.024434609,-0.029321533,39.45946884,-8.198904991
-0.319846928,0.253703117,-0.031360231,-0.006719518,-0.006108652,0.017715093,39.45946884,-8.198904991
0.032621205,0.323266029,-0.29670015,-0.018936822,0.004276057,0.004886922,39.45946884,-8.198904991
0.14982605,0.086054802,0.254972458,0.026267206,0.023823744,-0.006108652,39.45946884,-8.198904991
0.087672949,0.313328743,-0.306946814,-0.022602014,-0.014049901,0.001832596,39.45946884,-8.198904991
-0.148931503,0.979431152,-0.990249395,-0.081855945,-0.094684117,-0.003665192,39.45946884,-8.198904991
-0.899170399,-0.144150734,-0.300534636,-0.012217305,0.01282817,0.035430185,39.45946884,-8.198904991
0.284446299,0.370532036,-0.270200551,0.027488936,0.074525557,-0.037873644,39.45946884,-8.198904991
0.368094563,0.305539131,-0.105464675,0.01160644,0.043982297,0.00122173,39.45946884,-8.198904991
-0.104121208,-0.046188354,0.232738882,0.006719518,-0.017104227,0,39.45946884,-8.198904991
-0.1938591,0.073430061,-0.292432666,-0.029932396,-0.02321288,0.007941248,39.45946884,-8.198904991
-0.209454358,0.159713745,0.058850609,0.003054326,0.015271631,-0.003054326,39.45946884,-8.198904991
0.076948941,-0.058088303,0.298536181,0.015271631,0.019547688,0.006719518,39.45946884,-8.198904991
0.258786082,0.023506165,0.41467312,0.017715093,0.019547688,-0.007941248,39.45946884,-8.198904991
-0.116560638,0.037649155,0.227927715,0.006108652,-0.019547688,0.008552114,39.45946884,-8.198904991
-0.325181454,0.24561882,-0.40203464,-0.019547688,-0.019547688,0.010995574,39.45946884,-8.198904991
0.265436292,0.135724068,0.161641955,0.017715093,0.043371432,-0.004276057,39.45946884,-8.198904991
0.044075668,0.076317787,0.540846348,0.021380283,-0.016493361,0.003665192,39.45946884,-8.198904991
-0.127142787,0.001832008,0.246775538,-0.018325957,-0.015882496,0.003665192,39.45946884,-8.198904991
0.029625654,0.126067162,-0.247699782,-0.032375857,-0.009162978,0.007941248,39.45946884,-8.198904991
-0.028370976,0.183937073,-0.252695203,0.003054326,-0.016493361,0.001832596,39.45946884,-8.198904991
-0.193129182,0.201018333,-0.18208316,0.023823744,0.023823744,-0.014049901,39.45946884,-8.198904991
0.247005522,-0.022336006,0.397646695,0.031154128,0.036651913,-0.004886922,39.45946884,-8.198904991
0.36310041,0.03282547,0.4316791,0.016493361,0.006719518,0.001832596,39.45946884,-8.198904991
-0.177632451,0.136478424,-0.016311234,-0.005497787,-0.022602014,0.001832596,39.45946884,-8.198904991
-0.150477529,0.097925186,-0.052479535,-0.017715093,-0.015882496,0.007941248,39.45946884,-8.198904991
-0.026208699,0.135870934,-0.255315721,-0.029932396,-0.021380283,0.006719518,39.45946884,-8.198904991
0.006531119,0.255818367,-0.327321619,-0.012217305,-0.019547688,-0.003054326,39.45946884,-8.198904991
0.045901716,0.048933029,0.00586799,0.007941248,0.020769419,-0.004276057,39.45946884,-8.198904991
0.032379448,0.153903961,0.156281084,-0.00122173,-0.003054326,-0.009773844,39.45946884,-8.198904991
0.08000493,0.028850555,-0.089900091,-0.009162978,-0.028710667,-0.005497787,39.45946884,-8.198904991
-0.115138412,-0.004170418,0.126363605,-0.005497787,-0.010995574,0.006719518,39.45946884,-8.198904991
-0.145008624,0.17278862,-1.383934259,0.03481932,0.009773844,-0.006719518,39.45946884,-8.198904991
-0.028033674,0.432665825,-0.834493995,0.045204028,0.012217305,-0.008552114,39.45946884,-8.198904991
-0.261888117,0.372610092,-0.616507888,0.007330383,0.031764992,0.012217305,39.45946884,-8.198904991
-0.007434815,0.526688576,-0.898867249,0.029321533,-0.01038471,-0.015882496,39.45946884,-8.198904991
-0.242899179,0.308348656,-0.807105541,-0.015882496,0.130114302,-0.020769419,39.45946884,-8.198904991
-0.379196584,0.369267464,0.209160805,0.036651913,0.079412483,-0.010995574,39.45946884,-8.198904991
-1.163659096,0.696870804,-0.703988314,6.11E-04,0.224798411,-0.01160644,39.45946884,-8.198904991
-0.049072772,0.988388062,1.124354601,0.026267206,0.360410482,0.010995574,39.45946884,-8.198904991
0.270230532,1.125078201,-1.426530123,-0.098349303,0.083077677,0.017715093,39.45946884,-8.198904991
-0.439335793,0.549433708,-0.009698391,-0.087964594,0.019547688,0.059864793,39.45946884,-8.198904991
-0.280691385,-0.261902809,0.925009608,0.047036625,0.361632228,-0.125838235,39.45946884,-8.198904991
-0.837323546,-0.129763603,-1.662637949,0.193644285,0.387899429,-0.091018923,39.45946884,-8.198904991
-0.999065876,1.978676796,0.681598186,6.11E-04,0.208915919,0.067195177,39.45946503,-8.198903084
-0.786275506,0.875286102,2.026651382,0.03481932,0.313984722,0.070249505,39.45946503,-8.198903084
1.355321884,0.083648682,-2.007023096,-0.041538838,0.248622149,-0.051312681,39.45946503,-8.198903084
-0.831048846,-1.03569603,-0.850868225,-0.054367006,0.11911872,-0.035430185,39.45946503,-8.198903084
-0.985419154,0.472154617,2.129358768,-0.089797191,0.340862811,-0.086131997,39.45946503,-8.198903084
0.397122711,-0.337726593,0.391141057,-0.051312681,0.264504641,-0.180205241,39.45946503,-8.198903084
-3.044043779,-0.077578545,3.266179085,0.037262779,0.249843881,0.003054326,39.45946503,-8.198903084
1.587492347,-0.697079659,1.583172083,0.03848451,0.570548117,-0.094073251,39.45946503,-8.198903084
2.757954359,1.826322556,0.739730775,-0.142942473,0.555887401,-0.149661988,39.45946503,-8.198903084
0.011062078,-0.876686096,0.789018333,-0.020769419,-0.111177474,-0.070249505,39.45949173,-8.198940277
-3.625250816,-1.163945198,1.33640337,0.140499011,0.268780708,-0.052534413,39.45949173,-8.198940277
0.688335896,-0.143884659,0.170243263,0.102625363,0.403171062,-0.002443461,39.45949173,-8.198940277
-1.470061421,1.601786613,1.693335772,0.117286131,0.423329622,-0.087964594,39.45949173,-8.198940277
1.102419734,1.19003582,0.144631386,-0.001832596,0.074525557,-0.014049901,39.45949173,-8.198940277
-1.513871908,-0.902824402,0.982543468,-0.029321533,-0.161268428,0.021380283,39.45949173,-8.198940277
-1.388042212,-0.456665993,1.386527538,0.074525557,0.405614525,-0.034208454,39.45949173,-8.198940277
1.422126889,0.964141846,0.19052434,0.041538838,0.317649931,0.007941248,39.45949173,-8.198940277
0.030979952,0.385146141,0.20480442,-0.102014497,-0.080023348,0.03848451,39.45949173,-8.198940277
-1.264827847,-0.247962952,-0.799804807,0.072692961,-0.030543262,0.024434609,39.45952606,-8.19899559
-1.242661357,0.778026581,0.042134166,0.012217305,0.213802829,-0.017715093,39.45952606,-8.19899559
0.736462235,0.639365196,-0.731150866,-0.096516706,0.195476875,-0.020158553,39.45952606,-8.19899559
-1.02727735,0.178478241,1.027433872,0.006719518,-0.053145275,0.029321533,39.45952606,-8.19899559
-1.138628721,-0.209440231,0.433901906,-0.009773844,0.183870435,0.029932396,39.45952606,-8.19899559
0.882481039,0.063382149,0.19056201,-0.039706241,0.295047909,-0.019547688,39.45952606,-8.19899559
0.975385547,0.209248543,0.76537019,-0.020158553,-0.031154128,-0.007330383,39.45952606,-8.19899559
-0.103804961,-0.203383446,-0.703270257,-0.041538838,0.073303826,-0.031154128,39.45952606,-8.19899559
-0.990734458,0.343018532,0.695991993,-0.053145275,0.178372651,0.01038471,39.45954132,-8.199045181
0.761138976,0.284024239,-1.053859115,-0.083688542,0.222965822,-0.006108652,39.45954132,-8.199045181
0.882027507,0.226171494,0.308789074,-0.040927973,-0.029932396,0.026267206,39.45954132,-8.199045181
0.024742227,0.374563217,1.671468973,0.023823744,0.014660766,-0.016493361,39.45954132,-8.199045181
0.809967637,0.058130264,1.670243144,0.036041051,0.153327182,-0.039706241,39.45954132,-8.199045181
0.272634178,0.184192657,-0.728236914,-0.006719518,-0.029932396,0.045814894,39.45954132,-8.199045181
-0.555031896,0.589104652,-0.355729103,0.04642576,-0.171042264,0.039706241,39.45954132,-8.199045181
-0.630074561,1.061634064,-0.12152797,-0.030543262,0.004886922,0.017715093,39.45954132,-8.199045181
0.298411012,-0.474428177,0.077017725,-0.04642576,0.204639852,-0.028099801,39.45954132,-8.199045181
0.454326987,-0.914064407,0.650395751,0.1001819,-0.083688542,0.002443461,39.45956421,-8.199109077
-1.988496542,0.403762817,0.097388923,0.086131997,-0.150272846,0.040927973,39.45956421,-8.199109077
1.509005547,-0.173807144,-0.06907028,-0.004276057,0.189368233,-0.014049901,39.45956421,-8.199109077
0.608935058,0.306899071,0.102277428,-0.059253927,-0.102014497,-0.003054326,39.45956421,-8.199109077
-1.291057706,0.661219597,0.602328777,-0.02321288,-0.089797191,0.01160644,39.45956421,-8.199109077
0.188088328,0.228899956,1.320863366,-0.00122173,0.164322749,-0.004276057,39.45956421,-8.199109077
-0.103867792,-0.461237907,0.830856383,-0.015882496,-0.010995574,0.041538838,39.45956421,-8.199109077
0.671806812,0.041790009,-0.755068123,0.003054326,-0.021991149,-0.017104227,39.45956421,-8.199109077
-0.204727039,-0.237552643,-2.530917406,-0.025656341,-0.048869219,0.015882496,39.45956421,-8.199109077
0.680971205,-0.057982445,1.470045686,0.062308256,0.134390354,0.009773844,39.45958328,-8.199169159
0.558493972,-0.122535706,-2.109686136,0.02687807,-0.059864793,-0.020158553,39.45958328,-8.199169159
-0.837443948,0.069112778,0.257761449,0.018325957,-0.024434609,0.056810468,39.45958328,-8.199169159
0.55143857,0.879655838,2.02996254,0.07696902,0.360410482,-0.030543262,39.45958328,-8.199169159
0.16891104,-0.085445404,-2.817584515,-0.232739657,-0.128281698,-0.06536258,39.45958328,-8.199169159
0.552643299,-0.463317871,1.194589853,-0.0421497,0.03848451,0.015882496,39.45958328,-8.199169159
0.6638304,-0.298704147,0.207394809,0.043371432,-0.273667634,-0.010995574,39.45958328,-8.199169159
1.351289868,0.633025169,0.961314619,0.07696902,0.129503429,-0.016493361,39.45958328,-8.199169159
-0.051876038,0.516181946,-0.365277976,-0.042760566,-0.277332813,0.062308256,39.45958328,-8.199169159
-0.359250069,0.549815178,-0.112295866,-0.053145275,-0.021380283,-0.009162978,39.45960617,-8.199230194
0.995404005,-0.089568138,1.471402287,-0.029932396,0.013439035,-0.015882496,39.45960617,-8.199230194
0.307054579,0.24782753,0.667354226,0.035430185,-0.205861583,0.031154128,39.45960617,-8.199230194
0.744497359,0.94381237,-1.214135289,0.017715093,-0.164322749,0.007941248,39.45960617,-8.199230194
1.607019901,1.038653374,-0.604422808,-0.141109869,-0.079412483,-0.005497787,39.45960617,-8.199230194
0.165504754,-0.534499168,-0.119303852,0.013439035,-0.309708685,0.024434609,39.45960617,-8.199230194
0.386025608,-0.151229858,-0.23491469,0.047036625,-0.23335053,-0.015271631,39.45960617,-8.199230194
0.490968645,0.612997055,-2.12365222,-0.093462385,0.014049901,-0.009162978,39.45960617,-8.199230194
0.117931128,-1.585120201,1.347214222,0.014660766,-0.158214092,0.025656341,39.45963669,-8.199291229
1.455576658,-0.306412697,1.266394377,0.075136423,-0.111177474,-0.02321288,39.45963669,-8.199291229
1.163242817,1.223507881,0.240074605,0.001832596,-0.117286131,-0.003665192,39.45963669,-8.199291229
-1.22804749,0.71811676,0.678141832,0.017715093,-0.226631001,0.032986723,39.45963669,-8.199291229
2.175117493,-1.15734005,0.707071185,-0.006719518,-0.031154128,-0.019547688,39.45963669,-8.199291229
1.446016073,-0.010498047,-0.924644351,0.005497787,-0.263893783,0.01160644,39.45963669,-8.199291229
-1.596526146,0.027529716,0.356445462,0.067806043,-0.153327182,0.015271631,39.45963669,-8.199291229
2.035014868,0.315494537,1.968650699,-0.009773844,-0.024434609,0.005497787,39.45963669,-8.199291229
-0.010656834,0.402713776,-1.55619359,-0.029932396,-0.488692194,0.054977871,39.45963669,-8.199291229
-1.376062036,-0.035406113,-2.625625372,-0.135612085,-0.420886159,0.014049901,39.45967102,-8.199353218
2.232344151,-0.104284286,-1.096921444,-0.238848314,-0.024434609,0.019547688,39.45967102,-8.199353218
2.300843239,-0.774587631,0.174842209,-0.075747289,-0.282219738,0.007941248,39.45967102,-8.199353218
0.860531092,-2.256810665,0.812222123,6.11E-04,-0.175318331,0.031764992,39.45967102,-8.199353218
1.097001672,-0.917888641,5.78573513,0.277332813,-6.11E-04,-0.031154128,39.45967102,-8.199353218
1.979663491,1.940059662,0.563438535,0.065973446,-0.100792766,-0.024434609,39.45967102,-8.199353218
0.909092665,1.387925148,-2.330621243,-0.113010071,-0.213802829,-0.020158553,39.45967102,-8.199353218
1.500510454,0.433016777,-1.882147431,-0.215635434,-0.138666406,-0.026267206,39.45967102,-8.199353218
1.105879188,-0.896072388,-0.73078835,-0.103847094,-0.324980319,-0.00122173,39.45967102,-8.199353218
0.469071031,-1.156455994,1.891766667,0.054977871,-0.238848314,-0.003054326,39.45972443,-8.199409485
1.132140994,-0.343206406,0.126292944,0.103236228,-0.125227377,-0.004276057,39.45972443,-8.199409485
2.234136581,-0.518420219,-0.036541998,0.124616511,-0.161879286,-0.017104227,39.45972443,-8.199409485
1.4500525,1.460042953,1.980034232,-0.020769419,-0.364075691,-0.012217305,39.45972443,-8.199409485
0.73406738,0.505616188,1.156094313,-0.014660766,-0.22357668,0.019547688,39.45972443,-8.199409485
1.104107141,0.778765678,1.93921876,0.024434609,-0.205861583,-0.003665192,39.45972443,-8.199409485
1.740624428,0.1976614,1.86685133,-0.031154128,-0.188146502,-0.032986723,39.45972443,-8.199409485
1.197210908,-0.646165848,2.053372145,0.090408057,-0.265115529,0.020769419,39.45972443,-8.199409485
0.453852534,0.459285736,-2.287586689,-0.080634214,-0.357967019,0.017104227,39.45979309,-8.199444771
-0.56378603,-0.926893234,0.156171978,0.00122173,-0.287106663,0.043371432,39.45979309,-8.199444771
1.506663203,-0.202012062,1.830239058,0.073303826,-0.016493361,-0.041538838,39.45979309,-8.199444771
0.899558306,0.568002701,-0.837100089,0.066584311,-0.254730821,-0.007330383,39.45979309,-8.199444771
-0.397589684,1.169374466,-1.629722118,-0.075747289,-0.127059966,-0.018936822,39.45979309,-8.199444771
0.179924011,1.761916161,-2.096178055,0.026267206,-0.091629788,0.007941248,39.45979309,-8.199444771
0.934517026,1.413249969,-0.03192544,-0.064751714,0.047036625,-0.031764992,39.45979309,-8.199444771
0.698236823,0.18916893,2.057897568,0.041538838,-0.189979091,-0.015882496,39.45979309,-8.199444771
-1.715472221,-0.799376488,1.372823119,0.117896989,-0.033597589,-0.007941248,39.45979309,-8.199444771
0.662074208,0.987061501,2.205691338,0.017715093,0.178372651,-0.02687807,39.45986557,-8.199471474
-0.97015202,1.001686096,-1.151497602,-0.055588737,-0.307265222,0.056810468,39.45986557,-8.199471474
-2.051786184,0.394882202,0.542559445,-0.051923547,-0.070249505,-0.006719518,39.45986557,-8.199471474
0.679189682,-0.005340576,3.095201492,0.041538838,0.110566609,-0.013439035,39.45986557,-8.199471474
0.083358765,0.446626663,1.544777632,0.074525557,-0.116064399,-0.028710667,39.45986557,-8.199471474
-1.094795942,0.182498932,-0.396746695,-0.062308256,-0.155159771,0.016493361,39.45986557,-8.199471474
-1.007994294,-0.097757339,-0.723290086,-0.041538838,0.015271631,0.006108652,39.45986557,-8.199471474
1.120477796,0.779715538,0.598427892,0.032375857,0.166766211,-0.018325957,39.45986557,-8.199471474
-1.041085958,0.18566227,-0.421108514,-0.02321288,-0.244346097,0.039706241,39.45986557,-8.199471474
-1.046563745,0.854880333,-1.561858416,-0.023823744,0.061086524,0.00122173,39.45994186,-8.199481964
1.228010654,1.415797234,-1.219405293,-0.10751228,-0.003054326,-0.009162978,39.45994186,-8.199481964
-0.373367012,0.980176926,0.610635281,-0.124616511,-0.119729586,-0.002443461,39.45994186,-8.199481964
-1.342754126,-0.678028107,1.468028307,0.024434609,-0.021991149,0.020769419,39.45994186,-8.199481964
0.624478817,-0.470122337,2.035767555,0.125838235,0.042760566,-0.031154128,39.45994186,-8.199481964
-0.498612523,1.245771408,-1.826779962,6.11E-04,-0.119729586,0.035430185,39.45994186,-8.199481964
-0.919316173,1.181903839,-0.928062081,-0.152105451,0.09590584,0.021380283,39.45994186,-8.199481964
1.609669209,-0.315168381,0.582779765,-0.101403631,-0.023823744,-0.00122173,39.45994186,-8.199481964
-0.938666224,-0.992723465,3.103430986,0.114842668,-0.113620937,-0.006719518,39.45994186,-8.199481964
-0.106294453,-0.057571411,0.881851673,0.21197024,0.09285152,6.11E-04,39.46001434,-8.199493408
0.211647928,0.871126175,-0.698177576,0.039095376,0.025656341,-0.015882496,39.46001434,-8.199493408
-0.275430292,1.680666924,-0.105329499,-0.048258353,0.075747289,-0.001832596,39.46001434,-8.199493408
-0.363511622,-0.640310287,1.998299003,-0.074525557,-0.004276057,0.002443461,39.46001434,-8.199493408
-0.328107268,-0.083350182,0.976523638,-0.027488936,0.045814894,-6.11E-04,39.46001434,-8.199493408
0.107982934,0.101120949,0.057799444,-0.028099801,-0.147218525,0.02687807,39.46001434,-8.199493408
-1.542721152,0.177401543,0.535257518,-0.021380283,-0.07696902,0.013439035,39.46001434,-8.199493408
0.444560468,0.997387886,-1.717966437,-0.098349303,0.089797191,-0.003665192,39.46001434,-8.199493408
-0.47954455,0.319664955,-0.868773043,-0.066584311,-0.017104227,-0.013439035,39.46008301,-8.199503899
-0.281217158,0.145152092,0.612726152,0.037873644,0.048869219,0.001832596,39.46008301,-8.199503899
0.451905757,0.55646801,-1.130131125,0.018325957,0.105068825,-0.020158553,39.46008301,-8.199503899
0.380388051,-0.043174744,0.817239821,-0.005497787,0.036651913,-0.007941248,39.46008301,-8.199503899
0.524903595,-0.333950043,0.115155578,-0.007941248,-0.063529983,0.007941248,39.46008301,-8.199503899
-0.202149153,-0.012970924,0.903563082,-0.001832596,-0.085521132,0.024434609,39.46008301,-8.199503899
-0.374853969,-0.043883324,0.874915481,-0.019547688,0.067806043,-0.017104227,39.46008301,-8.199503899
-0.040808678,0.002036095,-1.079139471,0.035430185,-6.11E-04,0.020158553,39.46008301,-8.199503899
-0.257967472,0.6437006,-0.3717013,-0.040317107,-0.010995574,-0.001832596,39.46008301,-8.199503899
0.707578301,0.200389862,-1.026663899,-0.070860371,0.080634214,-0.058643065,39.46015167,-8.199512482
-0.126274556,0.597725868,1.34034586,-0.028710667,-0.097738437,0.05009095,39.46015167,-8.199512482
1.535655737,0.61811924,1.249670625,-0.040317107,-0.056199603,-0.001832596,39.46015167,-8.199512482
0.191503346,0.384700775,-0.950423121,-0.116064399,-0.131336033,-0.03848451,39.46015167,-8.199512482
-0.483039707,-1.077198982,1.689033985,0.073303826,-0.02321288,-0.009162978,39.46015167,-8.199512482
0.569075942,-0.472970963,0.925076842,0.037873644,-0.010995574,-0.02687807,39.46015167,-8.199512482
-0.175063074,-0.365050316,-1.12043047,0.048258353,-0.032986723,-0.009773844,39.46015167,-8.199512482
-0.616332769,-0.207837105,1.023951054,0.028710667,-0.080023348,0.002443461,39.46015167,-8.199512482
0.095307946,0.493532181,1.178715467,0.071471237,0.047036625,-0.027488936,39.46015167,-8.199512482
0.414121419,-0.321044922,-1.448111773,0.041538838,0.03481932,-0.005497787,39.46022415,-8.199522972
-0.307894766,0.292096138,-0.063203007,0.002443461,-0.020769419,0.019547688,39.46022415,-8.199522972
0.866246343,0.8489151,0.614641428,-0.086742863,-0.02687807,0.05375614,39.46022415,-8.199522972
-2.151462793,0.74027729,-0.495589733,-0.028099801,-0.219911486,0.048258353,39.46022415,-8.199522972
0.483916879,-0.309075356,3.638385296,-0.111177474,0.57299161,0.081855945,39.46022415,-8.199522972
0.677195907,0.775801659,4.64325428,0.540615737,-0.257174253,6.11E-04,39.46022415,-8.199522972
-3.13822937,2.40426445,-4.61446476,0.34758231,-0.298713118,0.036651913,39.46022415,-8.199522972
2.949393988,3.963196754,-2.218384266,-0.455705464,0.182648703,-0.164933622,39.46022415,-8.199522972
2.206764221,-0.316486359,4.488810062,0.227852732,-0.069027774,0.082466811,39.46029282,-8.199531555
-4.72316885,1.552812576,-5.373513699,0.194255143,-0.048258353,0.059253927,39.46029282,-8.199531555
5.685822487,0.916359901,1.001534343,0.175929189,0.569937289,-0.108123146,39.46029282,-8.199531555
-0.294033796,-1.466328621,-6.25063467,-0.35430184,-0.185703039,0.067195177,39.46029282,-8.199531555
-0.773483038,-2.329871655,1.982447624,-0.447764218,-0.094073251,-0.066584311,39.46029282,-8.199531555
-0.704238772,-4.104404926,1.960486889,0.191200823,0.268780708,-0.034208454,39.46029282,-8.199531555
-3.213326454,-0.945021629,-1.756707549,0.204639852,-0.393397212,0.146607652,39.46029282,-8.199531555
0.310072958,-0.612239838,-0.726759315,-0.001832596,0.552222192,0.018325957,39.46029282,-8.199531555
1.896796703,-1.77832222,-2.483031511,0.018936822,-0.27488935,0.056810468,39.46029282,-8.199531555
-0.435523778,1.0239048,-3.248625517,-0.122783914,-0.180205241,0.040317107,39.46036148,-8.199536324
