label,createdAt,captureSpeed,gravityFilter,averageFilter,elapsedTimeInSeconds,androidId,name,manufacturer,brand,brand,accelerometerMaxRange,accelerometerName,accelerometerMinDelay,gyroscopeMaxRange,gyroscopeName,gyroscopeMinDelay
acceleration aggressive 50kmh,2023-04-28 16:53:01.984,250.0,true,Low-Pass Filter,7,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000
timestamp,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,latitude,longitude,speedKmh
2023-04-28 16:53:02.021,0.058009982109069824,-0.013034701347351074,0.19821643829345703,0.0012217300245538354,-0.009773843921720982,0.003054325934499502,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:02.271,-0.05939280986785889,-0.01743459701538086,0.20977306365966797,0.0024434609804302454,-0.00733038317412138,0.0018325960263609886,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:02.523,0.14600783586502075,-0.009403765201568604,0.23603057861328125,0.004886921960860491,-0.0024434609804302454,0.0012217300245538354,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:02.775,0.03251147270202637,0.22431379556655884,-0.016086578369140625,0.005497787147760391,-0.00427605677396059,0.0012217300245538354,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:03.025,-0.09420204162597656,-0.0995451807975769,0.11698055267333984,0.02382374368607998,-0.00855211354792118,0.003054325934499502,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:03.274,-0.46646758913993835,-0.4214664101600647,-0.21207046508789062,0.01160643994808197,-0.015882495790719986,0.0036651920527219772,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:03.524,0.5993475914001465,3.1191084384918213,-0.41759681701660156,0.019547687843441963,-0.015271631069481373,-0.003054325934499502,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:03.775,1.0271024703979492,2.9610066413879395,0.3323945999145508,0.014049900695681572,0.042760565876960754,0.009162978269159794,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:04.026,0.6631684899330139,2.5955452919006348,1.3037471771240234,-0.01771509274840355,-0.019547687843441963,0.0,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:04.276,-0.07506823539733887,2.106464385986328,0.24764347076416016,0.019547687843441963,-0.05009094998240471,-0.009162978269159794,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:04.526,0.24052679538726807,-0.25076067447662354,0.3894233703613281,-0.04764748737215996,0.05253441259264946,-0.004886921960860491,39.741233825683594,-8.817665100097656,0.0
2023-04-28 16:53:04.777,0.07547330856323242,0.5796481370925903,-0.020189285278320312,0.04948008432984352,-0.051312681287527084,0.0012217300245538354,39.74123001098633,-8.817695617675781,14.399999618530273
2023-04-28 16:53:05.044,-0.2498018741607666,-0.1348409652709961,1.0235986709594727,0.02932153269648552,-0.013439035043120384,-0.005497787147760391,39.74123001098633,-8.817695617675781,14.399999618530273
2023-04-28 16:53:05.295,0.23464858531951904,0.6721408367156982,-0.39001941680908203,0.019547687843441963,-0.01160643994808197,0.00427605677396059,39.74123001098633,-8.817695617675781,14.399999618530273
2023-04-28 16:53:05.547,0.03648734092712402,0.04721355438232422,0.8666830062866211,0.004886921960860491,-0.012217304669320583,0.012828170321881771,39.74123001098633,-8.817695617675781,14.399999618530273
2023-04-28 16:53:05.797,0.07332539558410645,0.2542757987976074,0.3232688903808594,0.006719517987221479,0.0018325960263609886,0.00427605677396059,39.74122619628906,-8.817765235900879,27.200000762939453
2023-04-28 16:53:06.048,0.2977403402328491,-0.4309195280075073,1.060647964477539,0.007941247895359993,-0.00855211354792118,-0.0024434609804302454,39.74122619628906,-8.817765235900879,27.200000762939453
2023-04-28 16:53:06.299,0.5212732553482056,0.20869183540344238,-1.2560453414916992,-0.0036651920527219772,0.05742133408784866,0.004886921960860491,39.74122619628906,-8.817765235900879,27.200000762939453
2023-04-28 16:53:06.550,-0.4717293381690979,-2.087921142578125,-1.297072410583496,-0.03298672288656235,-0.016493361443281174,0.00855211354792118,39.74122619628906,-8.817765235900879,27.200000762939453
2023-04-28 16:53:06.800,-0.01005709171295166,-0.21633008122444153,-0.39931678771972656,-0.02076941914856434,-0.005497787147760391,0.02382374368607998,39.741214752197266,-8.817870140075684,37.0
2023-04-28 16:53:07.051,0.2596248984336853,1.655648946762085,-1.084427833557129,0.06108652427792549,-0.05375614017248154,0.00855211354792118,39.741214752197266,-8.817870140075684,37.0
2023-04-28 16:53:07.302,0.6309914588928223,0.536270260810852,0.8520622253417969,0.010995574295520782,0.0012217300245538354,0.016493361443281174,39.741214752197266,-8.817870140075684,37.0
2023-04-28 16:53:07.552,-0.09054934978485107,0.09061276912689209,-0.03688812255859375,-0.015882495790719986,-0.036041051149368286,0.019547687843441963,39.741214752197266,-8.817870140075684,37.0
2023-04-28 16:53:07.802,-0.0238950252532959,0.2005091905593872,0.139801025390625,0.0018325960263609886,0.00427605677396059,-0.0036651920527219772,39.7412109375,-8.81800651550293,41.70000076293945
2023-04-28 16:53:08.053,0.27514874935150146,-0.4365692138671875,-0.27411937713623047,-0.01038470957428217,0.021380282938480377,0.0012217300245538354,39.7412109375,-8.81800651550293,41.70000076293945
2023-04-28 16:53:08.304,0.060721635818481445,-0.10253381729125977,0.870203971862793,-0.007941247895359993,-0.01466076634824276,-6.108650122769177E-4,39.7412109375,-8.81800651550293,41.70000076293945
